,name,gender,genres,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0
4066,Kathleen Munroe,1,"[""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", '[]', ""[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]""]",18,14,128019.78571428571,642857.1428571428,1585971.6650838943,5.485714285714286,3.642857142857143,3.6175592177430285,18.881
4069,Kathleen Rose Perkins,1,"[""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]""]",14,19,29630178.315789472,9894736.842105264,30554342.85066545,6.2368421052631575,6.368421052631579,6.441726855071259,8.83436842105263
4077,Kathryn Kohut,1,"[""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]""]",4,15,240000.0,0.0,0.0,5.453333333333333,3.533333333333333,3.138293945583952,8.9192
4079,Kathryn Newton,1,"[""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]""]",12,14,117552220.21428572,31500000.0,59759039.96168996,6.192857142857144,5.928571428571429,6.385969953335042,39.8995
4084,Katia Winter,1,"[""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 80, 'name': 'Crime'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]""]",18,22,25727.545454545456,784090.9090909091,2269029.947097757,5.340909090909091,4.954545454545454,8.704634464296866,17.71590909090909
4085,Katie Aselton,1,"[""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", '[]', ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]""]",19,28,10253501.82142857,3925535.714285714,7679599.522120479,6.003571428571428,6.75,9.440130901029468,26.489571428571427
4086,Katie Cassidy,1,"[""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 99, 'name': 'Documentary'}]""]",17,20,35576779.4,9575000.0,19434039.080952782,5.635,2.9,4.097560249709575,25.39235
4088,Katie Crown,1,"[""[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]""]",14,9,24058669.777777776,12000000.0,23683092.891108815,6.477777777777778,6.222222222222222,10.151932249333706,15.625222222222224
4089,Katie Douglas,1,"[""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]"", '[]', ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]""]",11,9,1159713.5555555555,990493.8888888889,1861316.8982884998,6.122222222222223,2.7777777777777777,2.8196838978776713,27.074555555555555
4090,Katie Findlay,1,"[""[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]""]",10,10,412014.0,500000.0,1500000.0,5.8,4.8,8.207313811473277,18.4892
4093,Katie Leclerc,1,"[""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 16, 'name': 'Animation'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]""]",14,18,0.0,11111.111111111111,45812.28472908511,5.477777777777778,3.611111111111111,5.589065603568065,16.501055555555556
4094,Katie Leung,1,"[""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 16, 'name': 'Animation'}]""]",16,10,525135158.7,98800000.0,94688753.2920357,7.33,28.9,24.02269760039451,19.1328
4095,Katie Lowes,1,"[""[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", '[]', ""[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"", '[]', ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]""]",16,22,235900606.22727272,57504545.45454545,77789345.36339869,6.15909090909091,12.590909090909092,11.550911380449952,17.07072727272727
4096,Katie Maguire,1,"[""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}]"", '[]', ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]""]",14,11,1410572.7272727273,170454.54545454544,426776.7914871498,6.1909090909090905,6.454545454545454,8.70071717382211,16.64154545454545
4097,Katie McGrath,1,"[""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", '[]', ""[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]""]",11,10,182108094.9,34000000.0,64645185.43557594,5.74,7.7,5.550675634551167,40.9217
4098,Katie Parker,1,"[""[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 27, 'name': 'Horror'}]"", '[]', ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"", '[]']",11,16,8985477.625,4960625.0,12493323.451322911,5.89375,6.9375,8.692444636004304,38.4705625
