name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Michael Buscemi,23.719,23.69,6.037,2007.0,85000000.0,187134117.0,59.85,6.87,2014.0,40000000.0,127994610.0,21.527,7.519,2018.0,15000000.0,93411426.0,5.0,9.033,6.929,1300000.0,0.0,11.885,6.336,3600000.0,43805.0,13.978333333333332,5.856000000000001,29000000.0,62558089.666666664,65.55318213179737
Audra Lindley,19.436,10.721,7.119,1985.0,350000.0,2400000.0,14.909,5.966,1995.0,35000000.0,64350171.0,15.994,5.946,1997.0,60000000.0,33956608.0,5.0,6.988,6.013,11300000.0,0.0,6.5,5.1,15000000.0,36800000.0,11.34066666666667,6.338333333333334,20116666.666666668,12764885.666666666,65.52898742085176
Zelda Rubinstein,14.405,32.866,7.153,1982.0,10700000.0,122200000.0,18.914,5.996,1986.0,19000000.0,40996665.0,6.595,6.308,1987.0,0.0,0.0,8.0,20.54,7.0425,5350000.0,63600000.0,19.9605,6.391,12750000.0,32341346.0,14.117,5.72875,6875000.0,3653930.5,65.52202958822842
Paul McCartney,16.505,15.703,7.397,1964.0,560000.0,2360561.0,10.726,7.576,2016.0,0.0,12283800.0,81.233,6.647,2017.0,230000000.0,795922298.0,7.0,13.5155,7.1225000000000005,1030000.0,1180280.5,9.8975,6.718999999999999,1475000.0,636630.5,7.912999999999999,5.941333333333334,15000000.0,46339851.333333336,65.5199705281768
Gloria LeRoy,20.623,8.334,6.327,1975.0,0.0,0.0,15.067,6.781,1986.0,4000000.0,2826523.0,9.396,6.9,1987.0,3000000.0,3221568.0,5.0,3.602,6.4,0.0,11000000.0,9.584,6.044,22000000.0,9171289.0,11.328333333333331,6.127,2333333.3333333335,2061416.3333333333,65.51920859539092
Rachel True,20.938,27.797,6.7,1996.0,15000000.0,24819936.0,13.855,6.746,1997.0,0.0,194201.0,14.048,6.296,1998.0,8000000.0,17460020.0,6.0,15.553999999999998,5.4585,3250000.0,8976889.0,23.337000000000003,6.7445,7500000.0,12507068.5,9.9565,5.9935,4000000.0,11630010.0,65.51808184298915
Keir Gilchrist,14.642,14.02,6.978,2010.0,8000000.0,6491240.0,49.948,6.562,2015.0,2000000.0,14674076.0,62.438,8.171,0.0,0.0,0.0,3.0,58.296,6.4,20000000.0,22217407.0,15.79,6.034,15000000.0,8762890.0,11.779,6.978,8000000.0,6491240.0,65.50939236468301
Zahn McClarnon,20.072,91.102,7.695,2002.0,80000000.0,122563539.0,23.706,6.191,2018.0,5000000.0,854319.0,32.577,7.159,2019.0,45000000.0,72381712.0,3.0,6.283,5.1,30000000.0,3180674.0,81.67,7.695,80000000.0,122563539.0,3.017,2.8,200000.0,0.0,65.50659658283755
Tom Lowell,23.755,15.798,7.55,1962.0,2200000.0,7700000.0,13.069,6.6,1965.0,0.0,0.0,32.87,6.303,1971.0,2500000.0,12348905.0,4.0,7.339,6.3,2000000.0,4000000.0,15.978,7.55,2200000.0,7700000.0,24.726999999999997,5.7465,9250000.0,44431477.5,65.49511491621415
Martin Balsam,19.504,47.656,8.543,1957.0,350000.0,1000000.0,51.866,8.435,1960.0,806947.0,32000000.0,30.491,7.675,1961.0,2500000.0,9500000.0,17.0,20.6226,7.3874,1352000.0,5120000.0,15.4618,6.948,15372000.0,34294244.4,16.678714285714285,6.404000000000001,7771428.571428572,41384236.14285714,65.49393609788305
Jesse White,20.731,12.231,7.664,1950.0,0.0,0.0,12.356,7.081,1956.0,1000000.0,0.0,10.359,6.649,1993.0,0.0,9532895.0,5.0,4.42,6.6,0.0,1200000.0,2.953,6.206,2000000.0,3000000.0,15.427666666666664,6.451666666666667,4466666.666666667,23177631.666666668,65.49106613805304
Colin Friels,16.04,13.633,6.401,1990.0,16000000.0,48878502.0,26.288,7.33,1998.0,27000000.0,27200316.0,32.968,6.12,2022.0,0.0,0.0,4.0,4.077,6.471,640000.0,2459000.0,14.552,6.401,16000000.0,48878502.0,20.3505,6.7475000000000005,27000000.0,21852626.0,65.4812579641117
Robert Webber,23.22,47.656,8.543,1957.0,350000.0,1000000.0,13.261,7.1,1974.0,1500000.0,0.0,16.381,6.435,1978.0,0.0,49579269.0,10.0,21.691000000000003,6.774333333333334,1950000.0,4333333.333333333,26.596333333333337,7.0906666666666665,2300000.0,29506666.666666668,13.7365,6.07125,11750000.0,48561196.5,65.4760201203818
Ted Rooney,14.47,32.926,6.751,2001.0,18000000.0,141774679.0,17.24,7.541,2001.0,20000000.0,0.0,17.806,6.224,2012.0,0.0,18100189.0,10.0,24.157666666666668,5.549333333333333,58666666.666666664,68884157.0,16.632,5.796,17000000.0,32127005.0,15.295250000000005,5.88775,32500000.0,60026755.0,65.47483476737105
Brian Donlevy,19.354,8.497,6.972,1943.0,0.0,0.0,7.118,6.5,1955.0,0.0,0.0,9.696,6.4,1957.0,0.0,0.0,3.0,7.566,6.5,10000000.0,0.0,9.743,6.3,0.0,1600000.0,9.864,6.633,9000000.0,18196170.0,65.4697009280799
Michelle Lee,17.016,114.216,7.242,2007.0,300000000.0,961000000.0,99.355,6.827,2018.0,116000000.0,856085151.0,89.461,7.293,2021.0,200000000.0,379751131.0,6.0,32.1405,6.547499999999999,57500000.0,229491441.0,54.471,6.4155,177000000.0,545814451.5,18.989,6.035,3850000.0,0.0,65.46854584348256
Sarah Gadon,43.477,29.278,6.877,2013.0,0.0,3396726.0,100.581,6.501,2014.0,200000000.0,708962323.0,21.879,6.401,2014.0,70000000.0,217124280.0,5.0,10.373,6.689,12000000.0,5254986.0,16.578,6.14,50000000.0,38502340.0,14.079333333333333,5.998333333333332,12633333.333333334,11175199.0,65.46646654965738
Bonnie Bedelia,27.996,55.465,7.777,1988.0,28000000.0,140767956.0,33.292,6.928,1990.0,70000000.0,240031094.0,16.67,6.202,1993.0,0.0,15185672.0,9.0,21.888666666666666,6.557666666666666,9333333.333333334,49319483.666666664,22.863666666666663,6.634,30666666.666666668,158839984.66666666,12.143333333333333,5.881666666666667,17666666.666666668,14506434.333333334,65.4644444029191
Lisa Boyle,18.346,45.903,6.79,1995.0,19000000.0,141407024.0,18.785,5.63,1996.0,54000000.0,128769345.0,38.627,7.018,1997.0,80000000.0,245676146.0,5.0,44.687,6.789,19000000.0,141407024.0,25.942,5.536,45000000.0,20350754.0,24.88166666666667,6.744,49666666.666666664,126067453.33333331,65.46342433061491
Priscilla Barnes,15.696,31.461,6.369,1989.0,32000000.0,156167015.0,14.529,6.764,1995.0,6000000.0,2122561.0,20.821,6.744,2005.0,7000000.0,20901859.0,5.0,31.737,6.368,32000000.0,156167015.0,6.644,5.1,1800000.0,0.0,8.073666666666666,5.292333333333333,3500000.0,707520.3333333334,65.46029164664986
Myles Jeffrey,15.922,38.627,7.018,1997.0,80000000.0,245676146.0,18.918,5.55,1998.0,90000000.0,69131860.0,22.083,5.717,2006.0,50000000.0,55181129.0,6.0,22.725,6.7105,40000000.0,132294237.0,13.0765,4.9855,46650000.0,34565930.0,28.329500000000003,5.8085,57500000.0,114011742.0,65.4530878631538
Robert Curtis Brown,22.569,64.881,7.973,2002.0,52000000.0,352114312.0,93.908,6.401,2007.0,258000000.0,894983373.0,21.753,6.5,2007.0,0.0,7000000.0,12.0,47.4875,7.08275,41250000.0,294581164.0,36.60275,6.31175,105750000.0,303597579.0,19.288,6.39175,30000000.0,136935547.5,65.44136363822736
Sheri Moon Zombie,16.023,19.731,6.188,2003.0,7000000.0,17949758.0,16.355,5.433,2013.0,1500000.0,1165882.0,13.144,5.414,2016.0,1500000.0,850419.0,3.0,16.864,6.187,7000000.0,17949758.0,34.232,6.204,15000000.0,80460948.0,13.176,5.994,10000000.0,0.0,65.44050729246769
Dana Barron,31.065,45.986,7.117,1983.0,15000000.0,61399552.0,19.551,5.731,1987.0,5000000.0,6880310.0,12.484,6.504,2011.0,0.0,853862.0,3.0,39.241,7.118,15000000.0,61399552.0,22.343,5.7,5000000.0,6880310.0,8.7,5.463,8000000.0,1568258.0,65.43954609442326
Kate Nelligan,17.775,15.216,6.101,1994.0,70000000.0,131002597.0,26.764,6.494,1998.0,60000000.0,102367405.0,11.181,6.276,2007.0,20000000.0,84297309.0,8.0,8.7705,6.093,0.0,13800000.0,15.954,6.3485,50000000.0,102895098.0,17.088749999999997,6.5265,41000000.0,68802451.5,65.4338580722483
Deborah Benson,15.429,6.025,6.6,1979.0,0.0,26079312.0,15.38,5.9,1979.0,35000000.0,94900000.0,9.661,6.023,1981.0,0.0,0.0,3.0,5.835,6.6,0.0,26079312.0,17.531,5.9,35000000.0,94900000.0,2.242,6.1,0.0,197791.0,65.43200649231073
Hunter Parrish,20.615,20.621,7.913,2007.0,21000000.0,43095175.0,48.531,6.292,2009.0,20000000.0,136316880.0,17.242,7.495,2014.0,5000000.0,44779195.0,8.0,12.6035,5.931,9000000.0,5497947.0,29.8195,6.891500000000001,35500000.0,65311674.0,22.588500000000003,6.32975,26250000.0,93383559.5,65.41619276498028
Edgar Buchanan,22.334,17.731,7.427,1953.0,3100000.0,20000000.0,11.835,6.723,1954.0,0.0,0.0,12.275,7.005,1962.0,813000.0,0.0,7.0,4.231,6.75,1150000.0,1000000.0,9.718,6.8285,2724500.0,12344500.0,13.598666666666666,6.6419999999999995,2586333.3333333335,2200000.0,65.41199309216728
Heidi Swedberg,20.609,12.297,6.071,1990.0,15000000.0,201957688.0,29.619,6.561,1991.0,26000000.0,181096164.0,19.898,7.061,1999.0,45000000.0,90683916.0,6.0,7.709999999999999,5.801500000000001,9000000.0,3760634.0,22.379,6.316000000000001,20500000.0,191526926.0,16.0045,6.712,52500000.0,45341958.0,65.40935838726624
Justina Machado,15.22,57.031,6.22,2003.0,26000000.0,90941129.0,30.732,6.799,2013.0,13000000.0,68572378.0,76.148,6.651,2014.0,9000000.0,111928365.0,5.0,6.557,5.9,18000000.0,0.0,25.799,7.04,100000000.0,235926552.0,27.072,5.6546666666666665,22000000.0,53398130.0,65.40399801899487
Vicky McClure,14.762,6.516,7.479,2006.0,2380000.0,8176544.0,33.306,6.171,2013.0,20000000.0,8352885.0,54.812,7.755,0.0,0.0,0.0,3.0,5.872,7.479,2380000.0,8176544.0,5.222,5.8,3500000.0,354628.0,18.774,6.729,0.0,68929150.0,65.40210862398183
Capucine,16.953,25.458,6.909,1963.0,0.0,10878107.0,15.001,6.926,1971.0,0.0,0.0,10.401,5.2,1982.0,0.0,9056073.0,4.0,20.602,6.6,3500000.0,0.0,26.712,6.909,0.0,10878107.0,13.6555,4.95,5500000.0,6774029.5,65.39927586492473
Phil Morris,19.537,34.336,6.983,2001.0,120000000.0,186053725.0,24.673,6.337,2003.0,0.0,0.0,15.09,7.186,2020.0,0.0,0.0,10.0,20.223,6.522333333333333,31000000.0,93696300.66666669,7.333666666666667,5.5680000000000005,4666666.666666667,3603333.3333333335,14.660000000000002,5.340999999999999,9200000.0,22856319.5,65.3969529178847
Michael Kelly,18.825,30.775,6.824,2012.0,15000000.0,145000000.0,56.39,7.344,2013.0,75000000.0,351723989.0,53.736,6.616,2013.0,225000000.0,668045518.0,14.0,18.27475,6.20975,47750000.0,81544683.25,12.554000000000002,6.6775,14250000.0,42830125.75,28.686666666666664,6.6115,43616666.666666664,119778206.83333331,65.39290808335475
Aaron Himelstein,20.017,31.282,5.997,2002.0,63000000.0,296938801.0,41.798,7.669,2014.0,170000000.0,714766572.0,118.548,7.274,2015.0,365000000.0,1405403694.0,3.0,14.719,7.135,30000000.0,47126295.0,29.538,5.997,63000000.0,296938801.0,12.613,6.036,0.0,2209322.0,65.39162571403202
William Fichtner,41.301,127.121,8.513,2008.0,185000000.0,1004558444.0,31.365,6.089,2013.0,215000000.0,260502115.0,93.618,5.903,2014.0,125000000.0,485004754.0,26.0,21.078375,6.7895,41312500.0,58754895.0,26.987625,6.548500000000001,73062500.0,198675657.25,32.8129,6.3777,68680000.0,231148502.6,65.39047311240013
Nancy Cartwright,14.883,90.905,7.355,1989.0,40000000.0,211343479.0,79.84,6.998,2007.0,75000000.0,527068851.0,726.641,8.001,0.0,0.0,0.0,9.0,15.309666666666669,6.608333333333333,5500000.0,12118410.666666666,49.19333333333333,7.2,41266666.666666664,189415821.33333337,40.40633333333333,6.266333333333333,76666666.66666667,320508725.6666667,65.38833669707385
Tim Post,15.551,40.802,7.045,2004.0,26000000.0,102278712.0,29.278,6.877,2013.0,0.0,3396726.0,61.389,7.525,2014.0,250000000.0,747862775.0,6.0,13.7915,4.7625,39500000.0,17665027.0,5.4915,5.7215,7500000.0,2484435.0,10.959,6.252,12180949.0,3516461.0,65.38463043380429
Wolf Kahler,16.709,60.156,7.926,1981.0,18000000.0,389925971.0,32.947,7.13,2011.0,125000000.0,334615000.0,75.833,7.236,2017.0,149000000.0,822854286.0,14.0,16.4925,6.89025,8500000.0,6607248.0,23.82525,6.36475,15500000.0,119372405.25,19.3665,6.509833333333333,38750000.0,113859292.66666669,65.37938300856987
Zena Grey,23.982,21.744,6.8,1999.0,73000000.0,151493655.0,15.334,4.873,2006.0,50000000.0,87134280.0,12.093,5.513,2010.0,25000000.0,21500813.0,6.0,16.195,5.9265,43000000.0,106979193.0,11.3975,5.5805,29500000.0,19164272.5,6.753,5.314,20500000.0,10837565.5,65.3783726338979
Ryan Simpkins,16.619,15.487,7.287,2009.0,7000000.0,24964890.0,10.753,5.637,2017.0,40000000.0,34200000.0,28.185,7.224,2021.0,0.0,0.0,4.0,10.383,6.134,2000000.0,622806.0,17.507,6.384,30000000.0,31200557.0,21.09,7.129,21000000.0,50473035.0,65.3711591516344
LisaGay Hamilton,23.055,37.2,7.599,1995.0,29000000.0,168841459.0,23.184,7.354,1997.0,12000000.0,39673162.0,13.419,6.329,2011.0,17000000.0,43202283.0,11.0,24.074333333333332,7.184333333333334,13666666.666666666,74653250.66666667,18.094666666666665,6.050666666666667,50666666.666666664,38183256.0,14.4386,6.619,31400000.0,56511192.6,65.36991810224924
Robert Jayne,17.021,29.172,6.881,1990.0,11000000.0,48572000.0,46.035,6.932,2001.0,140000000.0,449220945.0,23.613,5.788,2001.0,6000000.0,0.0,7.0,20.944,6.164,14500000.0,36365936.0,8.672,5.813,3150000.0,242886.0,26.808666666666667,6.3196666666666665,52000000.0,158275320.0,65.36228015444576
Claudia Black,25.865,17.181,6.836,2000.0,23000000.0,53187659.0,51.417,6.829,2011.0,135000000.0,245724603.0,118.909,7.88,0.0,0.0,0.0,5.0,18.92,6.836,23000000.0,53187659.0,19.89,6.056,35000000.0,45479110.0,13.430666666666667,6.436333333333333,5333333.333333333,2966666.6666666665,65.36140436574954
Dylan Sprayberry,20.436,53.736,6.616,2013.0,225000000.0,668045518.0,19.689,6.274,2022.0,83.0,0.0,280.765,8.563,0.0,0.0,0.0,3.0,3.788,5.283,3500000.0,0.0,18.888,5.426,100000000.0,68688831.0,16.412,5.5,35000000.0,96753696.0,65.35978784217414
Honor Blackman,23.456,25.228,7.1,1963.0,1000000.0,0.0,39.697,7.347,1964.0,2500000.0,124881062.0,24.46,6.742,2001.0,25000000.0,281929795.0,6.0,22.228,7.339,1340000.0,0.0,25.214,6.55,1977500.0,63750531.0,18.917,5.5794999999999995,16500000.0,140964897.5,65.35830719350962
Bill Goldberg,19.784,21.836,5.916,1999.0,45000000.0,10667893.0,42.536,6.641,2005.0,82000000.0,190320568.0,8.79,5.372,2005.0,0.0,0.0,6.0,22.3005,6.729,39500000.0,29418900.5,16.8375,5.812,52000000.0,40443627.0,21.101000000000003,6.199,41750000.0,95160284.0,65.35554738696739
Jason Mantzoukas,27.122,43.04,6.175,2012.0,65000000.0,179379533.0,36.308,7.224,2017.0,80000000.0,311950384.0,82.894,7.447,2019.0,55000000.0,326709727.0,4.0,12.492,5.95,30000000.0,64444713.0,11.159,5.4,3000000.0,4243957.0,19.2405,6.1579999999999995,34000000.0,89689766.5,65.34751391978084
Tanya Roberts,17.511,17.271,6.328,1982.0,8000000.0,14056528.0,17.939,5.692,1984.0,25000000.0,5778353.0,29.395,6.217,1985.0,30000000.0,152427960.0,3.0,9.614,6.088,800000.0,0.0,14.928,5.692,25000000.0,5778353.0,34.634,6.2,30000000.0,152427960.0,65.34500578548341
Paul McCrane,25.303,36.87,7.261,1979.0,7000000.0,85182160.0,41.953,7.295,1987.0,13000000.0,53424681.0,125.459,8.704,1994.0,25000000.0,28341469.0,7.0,29.781,6.8545,7750000.0,63591080.0,26.6425,6.4475,10250000.0,26712340.5,52.050333333333334,6.726,22000000.0,15761874.0,65.3362211600464
Lynne Thigpen,24.136,32.399,7.674,1979.0,4000000.0,22490039.0,25.933,7.237,1999.0,100000000.0,87423861.0,29.69,6.145,2003.0,75000000.0,195745823.0,13.0,19.18375,6.981,4625000.0,13458472.75,6.614,6.14875,8250000.0,15449988.25,19.74,6.4556,67000000.0,84018680.8,65.33445826725493
Matthias Schweighöfer,18.312,49.025,6.243,2021.0,90000000.0,190700000.0,32.305,6.862,2021.0,30000000.0,46900000.0,246.245,6.885,2023.0,0.0,0.0,5.0,11.74,3.704,40000000.0,18902015.0,4.664,6.421,0.0,957744.0,16.598,6.295333333333333,25000000.0,110099815.66666669,65.33317599403792
Kristin Booth,20.901,11.453,6.105,2003.0,8256269.0,460978.0,13.107,5.772,2007.0,1500000.0,0.0,9.592,6.396,2009.0,3500000.0,44462.0,4.0,3.824,4.8,16000000.0,4500000.0,9.681,6.105,8256269.0,460978.0,12.318,6.0845,2500000.0,22231.0,65.33190032455099
Debi Derryberry,16.638,118.572,7.97,1995.0,30000000.0,394400000.0,17.027,5.975,2001.0,25000000.0,80936232.0,105.243,7.43,0.0,0.0,0.0,17.0,43.802,6.9794,82400000.0,278904887.8,40.1438,6.416799999999999,62400000.0,181954462.8,48.08342857142858,6.216142857142858,78914285.71428572,274294150.4285714,65.32359476917293
Dominic Purcell,35.726,49.623,6.119,2000.0,125000000.0,546388105.0,37.685,5.854,2004.0,65000000.0,128905366.0,272.29,8.093,0.0,27000000.0,115505027.0,7.0,40.9615,6.574,72500000.0,275873875.0,25.078000000000003,5.9465,32500000.0,72098321.5,15.992,5.54,30833333.333333332,22700515.666666668,65.32121738033733
Raymond Bailey,16.317,17.802,7.52,1954.0,2239000.0,10000000.0,12.435,7.47,1957.0,750000.0,0.0,29.346,8.174,1958.0,2479000.0,7797728.0,9.0,7.903,6.1930000000000005,830535.0,3333333.3333333335,15.93,7.248333333333332,1076333.3333333333,3432576.0,11.535333333333334,6.361666666666667,1000000.0,13576333.333333334,65.32044646985761
John Aylward,14.315,51.894,6.831,1998.0,140000000.0,553799566.0,13.933,6.357,2013.0,60000000.0,105200903.0,26.53,6.012,2014.0,40000000.0,86410000.0,10.0,16.974,5.601666666666667,20333333.333333332,30992336.333333332,25.05966666666667,6.748,100000000.0,207490506.33333337,18.5425,6.68175,38250000.0,75619046.75,65.31389291635735
Tomas Arana,19.014,78.587,8.21,2000.0,103000000.0,465361176.0,40.748,7.187,2011.0,27000000.0,161849455.0,43.078,7.906,2014.0,170000000.0,772776600.0,14.0,27.8575,6.9335,20875000.0,167006112.0,36.08325,6.97675,72250000.0,260274224.0,30.964,6.697333333333334,67166666.66666667,272515314.1666667,65.31196905209308
Shane West,15.171,61.001,7.742,2002.0,11800000.0,47494916.0,25.873,5.952,2003.0,78000000.0,179265204.0,13.768,6.263,2009.0,0.0,2186782.0,8.0,17.8395,5.5205,21500000.0,28477870.0,28.629,6.5195,53500000.0,235308758.0,19.997,6.47,22950000.0,56704724.0,65.31122396464093
Bill Stevenson,14.921,24.094,6.756,1989.0,18000000.0,49101993.0,19.933,6.53,1995.0,50000000.0,189859560.0,23.533,6.703,1999.0,35000000.0,40263020.0,6.0,17.1705,6.2585,9000000.0,41739789.0,18.012999999999998,6.9254999999999995,9250000.0,12939670.0,22.383000000000003,6.615,42500000.0,115061290.0,65.31027746185202
Harry Shum Jr.,31.192,25.356,7.076,2018.0,30000000.0,238539198.0,80.179,7.821,2022.0,25000000.0,139200000.0,94.666,7.57,0.0,0.0,0.0,4.0,37.761,6.688,23000000.0,150816700.0,9.391,5.702,14000000.0,21409028.0,23.698,7.0465,19500000.0,88977523.5,65.30992711003626
Yvan Attal,20.187,13.987,6.301,2005.0,80000000.0,162944923.0,64.894,6.436,2007.0,140000000.0,258097122.0,11.58,5.75,2017.0,32400000.0,34598750.0,5.0,9.351,6.0,10900000.0,7725902.0,13.987,6.3,80000000.0,162944923.0,26.877,6.526666666666666,72533333.33333333,129693083.66666669,65.30937032359397
Bill Camp,32.707,32.5,7.945,2013.0,20000000.0,187000000.0,32.233,7.471,2014.0,18000000.0,103215094.0,86.551,8.165,2019.0,55000000.0,1074458282.0,5.0,12.999,6.6,0.0,15445131.0,17.955,6.444,35000000.0,0.0,19.836333333333332,6.638333333333333,12666666.666666666,29545483.666666668,65.30541998647513
Carol Ann Susi,14.47,28.774,6.754,1992.0,55000000.0,149022650.0,24.242,5.385,2001.0,60000000.0,93375151.0,58.212,6.678,2011.0,80000000.0,214945591.0,6.0,11.8195,5.725,6000000.0,55506194.5,22.153,6.0845,32500000.0,84011325.0,38.168,6.031,70000000.0,154160371.0,65.30246732675052
Kai Lennox,20.84,57.09,7.019,1998.0,33000000.0,244721064.0,26.646,6.665,2008.0,70000000.0,223241637.0,7.262,5.188,2011.0,0.0,4132000.0,11.0,17.944333333333333,6.570666666666667,26666666.666666668,73046142.33333333,30.445333333333338,7.308333333333334,60000000.0,71373811.0,32.0952,6.5578,33600000.0,150220681.0,65.30115606322471
Diane Franklin,20.964,11.325,6.618,1985.0,0.0,10297601.0,10.315,5.732,1986.0,0.0,320256.0,19.504,6.857,1989.0,10000000.0,40485039.0,6.0,16.378500000000003,6.152,2500000.0,9164890.5,10.5995,6.177,0.0,5308928.5,13.5715,6.498,5000000.0,21063639.0,65.30070465020204
Dania Ramirez,21.105,1.799,6.406,2006.0,210000000.0,459359555.0,20.101,5.755,2008.0,12000000.0,40855419.0,18.675,6.32,2012.0,35000000.0,31083599.0,7.0,14.1505,6.2044999999999995,6500000.0,12698594.5,8.383,5.7775,118000000.0,253961555.5,24.796333333333333,6.120333333333334,32333333.333333332,102309534.0,65.30037315719761
Barry Tubb,14.47,6.872,6.537,1985.0,0.0,3099497.0,69.404,7.048,1986.0,15000000.0,356830601.0,15.402,7.735,2010.0,0.0,0.0,5.0,16.113,7.17,7500000.0,42400000.0,11.454,6.537,0.0,3099497.0,30.917,6.5343333333333335,21000000.0,126663237.33333331,65.29178060050873
J.P. Manoux,18.068,38.159,7.431,2001.0,85000000.0,450717150.0,56.465,6.498,2008.0,150000000.0,309979994.0,63.275,8.004,2021.0,17000000.0,61779301.0,16.0,36.69500000000001,6.265,64400000.0,252693739.4,25.198400000000003,5.6474,41400000.0,150581323.8,10.591333333333331,5.8935,33333333.333333332,158342652.16666666,65.29105045814055
Luis Antonio Ramos,18.126,16.064,7.763,1989.0,6500000.0,37300000.0,18.862,5.962,2008.0,8000000.0,22818256.0,95.467,7.693,0.0,0.0,0.0,3.0,17.452,6.45,12000000.0,110996879.0,16.534,6.596,19000000.0,110879513.0,24.399,5.962,8000000.0,22818256.0,65.29068913687115
David Wayne,21.724,17.394,6.828,1953.0,0.0,0.0,18.92,7.038,1971.0,6500000.0,12376563.0,11.189,7.281,1974.0,4000000.0,0.0,6.0,7.772,6.6075,1799000.0,4735000.0,13.7675,7.069,3732500.0,6188281.5,10.042,6.909,2000000.0,18426500.0,65.28659859853737
Dolly Parton,21.519,12.465,6.884,1980.0,10000000.0,103300000.0,15.751,7.207,1989.0,15000000.0,95904091.0,27.763,5.862,2011.0,36000000.0,189712432.0,6.0,14.8285,6.521000000000001,18750000.0,86500000.0,13.686,6.002,21500000.0,58669706.0,23.554,5.781000000000001,18000000.0,145553000.5,65.28545459302546
Brandon Lee,23.534,17.0,6.376,1991.0,8000000.0,2275557.0,10.92,6.396,1992.0,10000000.0,14356479.0,36.192,7.505,1994.0,23000000.0,50694672.0,3.0,16.664,6.376,8000000.0,2275557.0,12.798,6.396,10000000.0,14356479.0,34.613,7.506,23000000.0,50694672.0,65.28054037810475
David Walliams,19.37,29.976,7.261,2007.0,70000000.0,137515140.0,13.282,5.695,2010.0,69000000.0,86387857.0,28.757,6.281,2019.0,24000000.0,0.0,7.0,22.885,6.714,3050000.0,15285996.0,21.5345,6.7155000000000005,40000000.0,85497030.5,31.49566666666667,5.863333333333333,114666666.66666669,196605089.66666663,65.2800549384973
Busy Philipps,32.361,97.445,6.921,2004.0,37000000.0,113086475.0,16.952,6.7,2015.0,5000000.0,58978653.0,16.124,6.405,2018.0,32000000.0,94539426.0,4.0,93.294,6.92,37000000.0,113086475.0,16.887,6.444,40000000.0,106407672.0,30.121499999999997,5.8645,32000000.0,105138154.5,65.27768555752496
