name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Joan Gregson,20.434,15.866,6.9,2010.0,0.0,0.0,98.964,6.851,2019.0,79000000.0,473122525.0,27.439,5.931,2021.0,0.0,0.0,3.0,12.486,6.098,0.0,16803753.0,5.369,5.223,4000000.0,0.0,9.453,5.528,15400000.0,0.0,65.82531730810312
Lenny Kravitz,31.057,16.629,7.333,2009.0,10000000.0,47536959.0,68.781,7.195,2012.0,75000000.0,694394724.0,111.167,7.42,2013.0,130000000.0,865011746.0,5.0,21.297,6.158,30000000.0,100491683.0,35.617,6.199,28000000.0,60780981.0,29.682,7.368333333333333,33000006.666666668,253903110.0,65.8242625263355
Marla Sokoloff,21.623,13.734,5.813,2000.0,15000000.0,9902115.0,18.383,5.548,2000.0,13000000.0,73180723.0,14.014,6.34,2001.0,11000000.0,13276953.0,5.0,13.431,6.07,20000000.0,11585483.0,18.223,5.813,15000000.0,9902115.0,10.570666666666666,5.963333333333334,8366666.666666667,29039053.0,65.82225014602317
Norman Rose,15.575,2.777,6.063,1971.0,0.0,0.0,10.169,7.562,1975.0,3000000.0,20173742.0,9.295,6.913,1976.0,0.0,0.0,4.0,10.46,6.1,3000000.0,0.0,11.46,7.56,3000000.0,20173742.0,12.2645,6.648,18000000.0,25842399.0,65.82199560683874
Christopher Cousins,17.406,14.312,6.836,2004.0,30000000.0,13001257.0,18.51,5.5,2006.0,20000000.0,39143839.0,14.081,6.162,2008.0,35000000.0,52659594.0,6.0,14.4155,6.6655,40000000.0,29556948.5,16.9565,5.8309999999999995,27500000.0,45901716.5,9.719,5.4675,3250000.0,8243661.0,65.8208237747794
Haviland Morris,14.787,22.724,6.788,1984.0,6500000.0,23686027.0,31.828,6.393,1990.0,50000000.0,41482207.0,39.439,5.265,1997.0,32000000.0,79082515.0,6.0,17.869999999999997,6.1645,12500000.0,15495618.0,32.8895,5.829,41000000.0,60282361.0,10.142,6.244,0.0,1878570.5,65.82031585284307
John Harmon,14.722,10.73,7.784,1947.0,2000000.0,0.0,11.814,7.194,1968.0,14000000.0,52223306.0,5.704,4.299,1983.0,0.0,0.0,6.0,7.705,6.4864999999999995,472600.0,1853500.0,7.5555,6.643,1014500.0,0.0,6.3755,6.197,7028000.0,26111653.0,65.81970896537345
Evanna Lynch,33.067,142.88,7.695,2009.0,250000000.0,933959197.0,147.479,7.761,2010.0,250000000.0,954305868.0,158.527,8.104,2011.0,125000000.0,1341511219.0,4.0,117.606,7.686,150000000.0,938212738.0,125.521,7.695,250000000.0,933959197.0,121.165,7.952,187500000.0,1147908543.5,65.81825868065572
Jack Daly,18.404,9.473,6.1,1959.0,0.0,0.0,21.604,7.986,1959.0,4000000.0,13275000.0,11.509,7.718,1960.0,0.0,0.0,4.0,1.646,6.192,736.0,0.0,10.777,7.029,0.0,1350000.0,16.232499999999998,6.593,2000000.0,8017500.0,65.81416744377515
J. Smith-Cameron,14.953,8.901,6.348,2011.0,14000000.0,46495.0,20.829,6.432,2012.0,42000000.0,46221189.0,159.457,8.241,0.0,0.0,0.0,8.0,16.041999999999998,6.4615,36500000.0,30186040.0,16.3745,6.3765,19000000.0,58200000.0,17.044,6.2165,28000000.0,16007597.25,65.80785212356324
David Bowe,18.354,34.425,7.107,1996.0,75000000.0,335062621.0,20.174,6.173,2009.0,200000000.0,836303693.0,10.645,5.905,2010.0,500000.0,98017.0,15.0,16.299799999999998,6.4622,33800000.0,70144633.6,19.6916,6.1846000000000005,34800000.0,100396586.0,16.907799999999998,5.997400000000001,66200000.0,224116209.0,65.80692818879172
Robert Blake,23.263,17.113,7.459,1967.0,3500000.0,13007551.0,15.485,5.837,1995.0,68000000.0,77224232.0,20.586,7.584,1997.0,15000000.0,3756869.0,9.0,1.4953333333333332,5.939333333333333,6411.666666666667,466677.0,7.41,6.921,1707559.0,2635666.6666666665,15.664,6.5760000000000005,29206666.666666668,27860367.0,65.80680466831956
Kamar de los Reyes,14.164,18.459,6.265,2000.0,33000000.0,104155843.0,35.501,6.403,2010.0,110000000.0,293329073.0,7.016,6.8,2015.0,0.0,0.0,4.0,3.719,5.7,0.0,841015.0,16.054,6.913,44000000.0,13681765.0,26.018500000000003,6.3345,71500000.0,198742458.0,65.80180386581738
Natasha Little,24.588,26.77,7.829,2009.0,47000000.0,2331721.0,70.994,7.3,0.0,0.0,0.0,51.43,7.789,0.0,0.0,0.0,3.0,12.564,5.8,23000000.0,16123851.0,23.118,7.8,47000000.0,2331721.0,13.268,5.857,8500000.0,3926386.0,65.80125993053721
Fares Fares,25.55,22.893,6.266,2015.0,50000000.0,3324330.0,36.053,7.49,2016.0,200000000.0,1056057273.0,332.172,8.071,0.0,0.0,0.0,3.0,8.697,6.3,0.0,871351.0,5.679,6.062,5060730.0,0.0,22.904,6.986,40000000.0,132820716.0,65.79985395256315
David Tomlinson,19.333,35.682,7.571,1964.0,6000000.0,103082380.0,16.124,6.527,1968.0,0.0,51264022.0,16.743,7.025,1971.0,20000000.0,17900000.0,5.0,2.75,6.4,784170.0,834332.0,10.969,5.978,1000000.0,37600000.0,25.436666666666667,7.0409999999999995,8666666.666666666,57415467.333333336,65.79682875398542
Barney Martin,23.267,15.014,7.105,1968.0,947000.0,0.0,13.126,6.503,1981.0,7000000.0,95461682.0,6.466,5.455,1988.0,0.0,14681192.0,5.0,5.409,6.7,8500000.0,0.0,15.419,7.103,947000.0,0.0,11.166333333333334,6.151666666666666,2650000.0,36985846.666666664,65.79236133267857
James Patrick Stuart,22.034,102.808,7.455,1990.0,14000000.0,463406268.0,24.482,7.93,2013.0,3500000.0,0.0,873.812,8.302,0.0,0.0,793604.0,4.0,18.781,6.872,25000000.0,12700000.0,3.689,4.5,2000000.0,16344.0,16.689999999999998,6.211,70000000.0,121051827.5,65.7911765816753
Miranda Otto,37.624,115.485,8.386,2002.0,79000000.0,926287400.0,106.442,8.475,2003.0,94000000.0,1118888979.0,49.113,6.5,2005.0,132000000.0,603873119.0,5.0,22.636,7.45,52000000.0,98126565.0,22.111,6.408,100000000.0,291420351.0,14.489,6.010666666666666,19333333.333333332,7536393.333333333,65.78722379729123
Kerry Bishé,14.403,21.014,7.275,2012.0,44500000.0,232325503.0,15.676,5.275,2018.0,20000000.0,0.0,229.669,8.031,0.0,0.0,0.0,5.0,34.566,6.564,65000000.0,418765519.0,8.208,5.038,5000000.0,726936.0,12.780333333333331,6.227666666666667,16166666.666666666,77810070.0,65.78526423508592
Nan Martin,15.97,15.968,6.67,1987.0,4000000.0,44800000.0,36.564,7.662,2000.0,90000000.0,429632142.0,28.534,6.151,2001.0,40000000.0,141069860.0,7.0,3.123,5.0305,4000000.0,11835595.5,8.9765,5.772,4000000.0,23389478.5,15.408,6.325,14666666.666666666,62127437.0,65.78297586814827
Amy Brenneman,26.157,52.511,7.91,1995.0,60000000.0,187436818.0,19.415,6.079,1996.0,80000000.0,159212469.0,74.775,7.63,0.0,0.0,0.0,10.0,39.629,6.765333333333333,63333333.333333336,211525827.0,16.021666666666665,5.518000000000001,46666666.666666664,70172814.33333333,11.2765,6.077,10000000.0,10944237.75,65.7803691997336
Harry Lennix,29.954,46.779,7.041,2003.0,150000000.0,738599701.0,42.726,6.714,2003.0,150000000.0,424988211.0,53.736,6.616,2013.0,225000000.0,668045518.0,14.0,10.747,6.18125,15500000.0,21209074.5,18.247,6.84225,43100000.0,115176778.0,18.858333333333334,6.625,33833333.333333336,65958533.5,65.77989543976162
Nicholas Braun,26.688,22.392,6.636,2010.0,0.0,0.0,33.969,7.786,2012.0,13000000.0,33400000.0,13.243,6.148,2015.0,0.0,70958.0,5.0,28.536,6.24,35000000.0,86369815.0,17.025,6.386,8000000.0,5468650.0,15.281666666666666,5.909666666666666,26666666.666666668,26500848.0,65.77744989784442
Bill Bailey,27.612,25.863,6.669,2005.0,50000000.0,104478416.0,26.923,7.554,2007.0,12000000.0,80573774.0,29.844,8.014,0.0,3200000.0,16217773.0,9.0,23.650333333333332,6.663,27000000.0,139630871.0,16.819999999999997,6.1593333333333335,25666666.666666668,40426479.0,20.785666666666668,6.254666666666666,17666666.666666668,34503790.0,65.76840103544421
Sarah Wright,30.724,14.834,5.822,2013.0,13000000.0,48065672.0,17.976,5.954,2014.0,0.0,8122990.0,27.519,6.9,2017.0,50000000.0,133511855.0,5.0,12.873,6.6,31000000.0,34327391.0,16.887,6.444,40000000.0,106407672.0,15.402666666666669,5.5393333333333326,10333333.333333334,24535750.0,65.76662753319165
Steven Tyler,17.126,13.768,6.089,1993.0,40000000.0,48198019.0,87.62,6.706,2004.0,165000000.0,310634054.0,36.108,6.494,2013.0,100000000.0,268426634.0,3.0,16.117,6.089,40000000.0,48198019.0,76.459,6.705,165000000.0,310634054.0,17.751,5.44,53000000.0,95226116.0,65.76529676707807
Maria Bamford,16.614,27.325,5.746,2002.0,120000000.0,169956806.0,69.331,8.3,0.0,0.0,0.0,130.629,8.6,0.0,0.0,0.0,3.0,9.693,5.104,65000000.0,0.0,27.159,5.747,120000000.0,169956806.0,22.748,5.837,51000000.0,116476887.0,65.76118384420616
Nick Zano,21.915,64.881,7.973,2002.0,52000000.0,352114312.0,47.985,5.585,2009.0,40000000.0,186167139.0,278.3,7.331,0.0,0.0,0.0,5.0,64.869,7.972,52000000.0,352114312.0,14.895,5.149,26000000.0,48563556.0,28.123333333333335,5.467333333333333,21666666.666666668,111816248.33333331,65.75725699970431
Christopher Mintz-Plasse,24.942,73.863,7.233,2007.0,20000000.0,170812526.0,68.97,7.815,2010.0,165000000.0,494879471.0,33.022,6.395,2013.0,28000000.0,60700000.0,7.0,39.120000000000005,6.8614999999999995,24000000.0,131596726.5,41.97,6.3855,112500000.0,278618685.5,26.477666666666664,6.156,46666666.666666664,77301283.33333333,65.74256303720202
Jenny McCarthy-Wahlberg,19.872,46.541,5.986,2000.0,40000000.0,161834276.0,66.811,5.977,2003.0,48000000.0,220673217.0,17.578,6.134,2006.0,18000000.0,68844775.0,6.0,9.308,5.5954999999999995,16500000.0,1510877.5,26.9355,6.0395,32500000.0,84430783.0,33.618,6.0555,33000000.0,144758996.0,65.74206969300967
Roger Craig Smith,19.474,79.249,7.331,2012.0,165000000.0,471222889.0,50.652,7.5,0.0,200000000.0,743559607.0,308.239,8.648,0.0,0.0,0.0,3.0,27.081,6.787,0.0,403117.0,47.673,5.9,16000000.0,31556061.0,66.304,7.331,165000000.0,471222889.0,65.7346456804386
Jake Weber,22.288,69.357,7.304,1998.0,90000000.0,142940100.0,40.802,7.045,2004.0,26000000.0,102278712.0,35.904,6.447,2013.0,150000000.0,205366737.0,11.0,18.939,6.386333333333334,19666666.666666668,119743251.33333331,28.316666666666663,7.137666666666667,42000000.0,63907604.0,15.5186,5.8788,27000000.0,50848512.4,65.73223480888335
Leslie Jordan,25.741,36.906,4.546,1993.0,3000000.0,15938065.0,59.509,8.201,2011.0,25000000.0,216639112.0,11.606,6.598,2021.0,0.0,0.0,3.0,19.17,6.4,42000000.0,0.0,33.039,4.546,3000000.0,15938065.0,60.372,8.201,25000000.0,216639112.0,65.73066181650934
Mare Winningham,26.671,17.733,6.357,1989.0,13000000.0,71079915.0,44.896,7.318,2009.0,26000000.0,43474578.0,13.227,7.36,2013.0,12000000.0,100100000.0,9.0,10.825,6.631333333333333,1233333.3333333333,13239465.0,14.273666666666664,6.573666666666667,25333333.333333332,32059977.0,26.11566666666667,6.298333333333335,44000000.0,81364366.66666667,65.72981770973385
Anita Morris,15.039,9.473,6.2,1984.0,0.0,0.0,12.31,6.605,1986.0,11000000.0,71600000.0,10.059,5.676,1988.0,0.0,2567099.0,4.0,8.932,5.6,7500000.0,0.0,15.397,6.605,11000000.0,71600000.0,5.638,5.656000000000001,2000000.0,1305385.0,65.72490752273258
Joanna Merlin,17.619,14.157,6.773,1987.0,3000000.0,14182492.0,24.546,6.776,1998.0,55000000.0,198685114.0,21.28,6.018,2007.0,80000000.0,40170558.0,12.0,17.64725,6.8765,8387522.75,50659154.0,12.191,6.153250000000001,3000000.0,7992230.25,16.373,6.613250000000001,37750000.0,64885761.75,65.72285220799192
Sarah Hyland,41.872,15.164,6.647,2011.0,0.0,0.0,10.098,4.274,2016.0,0.0,349183.0,13.696,5.993,2016.0,0.0,0.0,4.0,13.415,6.449,28000000.0,41230799.0,12.193,5.818,15000000.0,46905889.0,12.520499999999998,6.1265,40000000.0,27532148.5,65.7145985344517
Ralph Meeker,17.018,9.377,7.155,1955.0,410000.0,726000.0,22.704,8.278,1957.0,935000.0,0.0,43.595,7.596,1967.0,5400000.0,45300000.0,9.0,14.487333333333334,7.436666666666667,868666.6666666666,242000.0,17.099,6.632000000000001,4021666.6666666665,17266666.666666668,7.690333333333334,5.7253333333333325,2383333.3333333335,0.0,65.71069907567775
Bernard Hill,19.165,139.51,7.899,1997.0,200000000.0,2264162353.0,115.485,8.386,2002.0,79000000.0,926287400.0,106.442,8.475,2003.0,94000000.0,1118888979.0,12.0,12.81875,6.70175,21850000.0,29721059.5,20.67325,6.15275,41500000.0,84911565.5,20.4085,6.5992500000000005,42900000.0,87837895.0,65.699607901343
Marvin Kaplan,14.367,14.433,7.15,1965.0,12000000.0,25333333.0,15.356,7.042,1990.0,9500000.0,14560247.0,19.27,7.474,0.0,15000000.0,173046663.0,7.0,16.049,7.048500000000001,5564000.0,34735000.0,11.602,6.625,6000000.0,25637666.5,9.412,5.902666666666666,9166666.666666666,6758418.0,65.69360519670629
Pat Skipper,15.593,26.178,7.006,1989.0,25000000.0,227853986.0,36.816,6.691,1993.0,57000000.0,58055768.0,26.418,7.421,2000.0,52000000.0,256271286.0,9.0,29.853333333333335,6.813333333333333,25000000.0,109607457.66666669,28.336666666666662,6.57,57333333.333333336,135825474.0,34.048,6.831666666666667,47333333.333333336,384711041.6666667,65.68539528338304
Greg Bryk,25.501,22.056,7.169,2005.0,32000000.0,60740827.0,58.977,6.207,2008.0,150000000.0,163712074.0,15.445,6.101,2019.0,87500000.0,127461872.0,8.0,13.7075,6.22,19750000.0,32493348.5,40.811,6.3285,94500000.0,95266357.5,66.10275,6.2052499999999995,40950000.0,168979939.0,65.68064118255026
Currie Graham,28.182,13.657,6.141,2005.0,30000000.0,35294470.0,11.023,6.538,2012.0,15700000.0,23570541.0,18.481,5.527,2014.0,100000000.0,117831631.0,3.0,14.705,6.14,30000000.0,35294470.0,19.42,7.13,7000000.0,8900000.0,12.287,5.709,12000000.0,204940.0,65.67894589941635
Robert Taylor,31.869,91.778,8.208,1999.0,63000000.0,463517383.0,31.82,6.9,2015.0,50100000.0,153962963.0,101.3,6.253,2018.0,150000000.0,530517320.0,10.0,6.828,6.419,1231000.0,2418333.3333333335,13.075666666666663,6.5343333333333335,4369666.666666667,12080666.666666666,15.5735,6.298,24189500.0,57309754.75,65.6749790751256
Tate Donovan,26.217,95.189,7.501,1997.0,85000000.0,252712101.0,21.014,7.275,2012.0,44500000.0,232325503.0,24.578,7.543,2016.0,9000000.0,78988148.0,12.0,9.99525,6.2932500000000005,10250000.0,6624356.0,18.343,5.868,24000000.0,56453362.0,25.925500000000003,6.885249999999999,33125000.0,103335242.0,65.66919119004811
Damon Hines,14.512,36.396,7.287,1987.0,15000000.0,120207127.0,28.089,6.699,1992.0,35000000.0,321731527.0,25.795,6.58,1998.0,140000000.0,285444603.0,7.0,23.139,7.093500000000001,9000000.0,61714347.5,31.5135,6.903499999999999,28500000.0,144091272.0,23.022666666666662,6.786333333333334,63333333.333333336,215425376.66666663,65.66787546216862
Krysten Ritter,27.912,25.699,6.447,2009.0,40000000.0,108332743.0,16.724,6.991,2014.0,10000000.0,28883511.0,101.991,7.518,0.0,0.0,0.0,8.0,19.7315,6.428,44000000.0,19344970.0,21.2355,6.2465,32500000.0,189817440.5,20.41025,6.13875,22500000.0,39539741.5,65.66056444056176
Stacy Keach,32.14,38.892,8.351,1998.0,20000000.0,23875127.0,27.125,6.214,2012.0,130000000.0,276572938.0,21.995,7.375,2014.0,11000000.0,78274843.0,16.0,12.812,6.7388,2530000.0,12585001.8,23.6052,6.7196,16240000.0,22245955.6,12.5125,5.8694999999999995,30816666.666666668,58624109.5,65.65960879334375
Arnold Pinnock,16.998,58.977,6.207,2008.0,150000000.0,163712074.0,58.393,5.787,2019.0,60000000.0,76419755.0,17.536,6.417,2019.0,0.0,0.0,12.0,12.245,5.36325,21125000.0,23639241.0,19.147,6.557250000000001,16375000.0,13588593.25,21.250750000000004,6.27775,44625000.0,40959030.5,65.65658097065628
Robert Cicchini,16.507,73.774,7.424,1990.0,54000000.0,136766062.0,12.425,5.0,2000.0,33000000.0,0.0,49.113,6.5,2005.0,132000000.0,603873119.0,7.0,41.5295,6.984999999999999,29500000.0,68383031.0,16.7325,6.3665,67500000.0,54404990.5,16.983333333333334,6.067666666666667,47000000.0,61019593.333333336,65.65397594728566
Casey Siemaszko,17.384,75.178,8.312,1985.0,19000000.0,381109762.0,31.134,7.853,1986.0,8000000.0,52287414.0,44.87,7.753,1989.0,40000000.0,332000000.0,12.0,31.387500000000003,7.239750000000001,8500000.0,115904983.25,16.340999999999998,6.50275,9750000.0,26339837.75,13.92975,6.3702499999999995,13250000.0,10726861.25,65.64238709672935
Brian Stokes Mitchell,17.095,20.762,7.316,1988.0,0.0,0.0,43.994,7.254,1998.0,70000000.0,218600000.0,17.756,7.702,2021.0,0.0,0.0,3.0,11.999,5.043,0.0,24707633.0,43.954,7.252,70000000.0,218600000.0,13.588,5.968,6600000.0,37710610.0,65.64118850872691
Ben Schwartz,27.173,26.887,6.19,2013.0,135000000.0,282570682.0,79.03,7.3,2020.0,85000000.0,319715683.0,190.928,7.554,2022.0,110000000.0,405421518.0,4.0,11.159,5.4,3000000.0,4243957.0,11.002,6.795,21000000.0,16443609.0,28.3535,6.2445,117500000.0,226501804.5,65.63739929208354
Mo'Nique,14.362,13.64,5.926,2005.0,50000000.0,22944502.0,16.629,7.333,2009.0,10000000.0,47536959.0,44.75,5.9,2016.0,17000000.0,42487325.0,9.0,9.257333333333332,6.497333333333334,11666666.666666666,20257216.333333332,8.692666666666668,4.800666666666667,9333333.333333334,8945795.0,15.953333333333331,6.419666666666667,20833333.333333332,36789237.666666664,65.63254978070741
Thomas F. Wilson,24.326,75.178,8.312,1985.0,19000000.0,381109762.0,44.87,7.753,1989.0,40000000.0,332000000.0,37.815,7.465,1990.0,40000000.0,244527583.0,9.0,29.496,6.605666666666667,10333333.333333334,133788912.33333331,49.59799999999999,7.526,35000000.0,129728652.66666669,32.43366666666667,6.048333333333333,62533333.333333336,179637705.33333334,65.62530796417555
Luke Benward,22.463,21.725,6.834,2010.0,25000000.0,114977104.0,13.59,6.883,2014.0,0.0,0.0,13.26,6.804,2018.0,0.0,0.0,3.0,13.781,6.4,14000000.0,32645546.0,10.083,6.1,26000000.0,13022756.0,10.109,6.4,3600000.0,0.0,65.62328199347354
Paul McGann,31.408,10.199,7.301,1987.0,0.0,1544889.0,31.556,6.355,1992.0,50000000.0,159773545.0,12.115,6.2,1996.0,5000000.0,42000000.0,7.0,16.014499999999998,7.408,17500000.0,34122444.5,32.2825,6.362500000000001,40000000.0,106836195.0,13.236666666666666,6.185333333333333,13333333.333333334,33846062.333333336,65.62326454512005
Skylar Astin,21.094,38.095,7.295,2012.0,17000000.0,115400000.0,14.834,5.822,2013.0,13000000.0,48065672.0,34.046,6.863,2015.0,29000000.0,287506194.0,3.0,8.2,5.909,9000000.0,4886216.0,14.096,6.21,30000000.0,9975737.0,66.304,7.331,165000000.0,471222889.0,65.6231911939927
Chris Wylde,17.962,10.077,6.168,2009.0,0.0,0.0,93.618,5.903,2014.0,125000000.0,485004754.0,18.13,6.792,2015.0,8500000.0,43528634.0,7.0,23.076,6.3100000000000005,55000000.0,121400303.0,12.5925,6.0935,11475000.0,15791350.0,14.769,5.187333333333334,29750000.0,33490466.666666668,65.61465533838405
E.G. Marshall,19.131,47.656,8.543,1957.0,350000.0,1000000.0,25.396,6.732,1980.0,54000000.0,190458706.0,66.696,7.222,1989.0,27000000.0,71319546.0,13.0,19.6935,6.654999999999999,2158750.0,7487500.0,22.696,6.483499999999999,12750000.0,25232437.25,12.661399999999997,6.4564,35000000.0,17068360.6,65.61449774175901
Pip Torrens,22.089,65.552,8.084,2005.0,28000000.0,121616555.0,20.471,7.603,2015.0,15000000.0,64191523.0,65.022,7.29,2015.0,245000000.0,2068223624.0,15.0,17.7316,6.675999999999999,35000000.0,106943723.8,20.9142,6.0138,18160000.0,38331834.4,17.4992,6.616200000000001,17080000.0,80433868.6,65.61065575018978
Gail Strickland,15.856,12.543,7.346,1991.0,1237669.0,2853801.0,16.917,6.472,1994.0,0.0,50021959.0,13.24,6.566,1995.0,62000000.0,107879496.0,8.0,10.219,6.791,3600000.0,12414000.0,10.129,5.8415,11500000.0,28351575.5,13.0215,6.22125,15809417.25,41562690.75,65.60761571531698
Laura San Giacomo,25.37,25.055,6.945,1989.0,1200000.0,24741667.0,102.808,7.455,1990.0,14000000.0,463406268.0,17.295,6.655,1990.0,0.0,0.0,3.0,25.698,6.945,1200000.0,24741667.0,8.096,6.21,3000000.0,0.0,15.801,5.17,9000000.0,0.0,65.60061198552748
Inger Stevens,24.472,6.681,6.3,1959.0,0.0,0.0,15.936,6.3,1968.0,0.0,0.0,27.159,6.842,1968.0,1800000.0,6800000.0,3.0,5.121,6.1,3325000.0,5000000.0,6.218,4.3,2000000.0,0.0,29.721,6.842,1800000.0,6800000.0,65.59705750250453
Jackie Joseph,15.345,11.466,6.216,1960.0,30000.0,0.0,46.121,7.092,1984.0,11000000.0,153083102.0,31.828,6.393,1990.0,50000000.0,41482207.0,8.0,7.443,6.1579999999999995,1677500.0,2500000.0,23.759500000000003,6.896,5500000.0,77364406.5,25.487250000000003,6.1075,28650000.0,57141188.5,65.59530084036724
Brenda Bakke,26.354,25.076,6.533,1993.0,25000000.0,133752825.0,23.072,6.788,1995.0,13000000.0,21089146.0,24.15,5.8,1995.0,60000000.0,104324083.0,7.0,7.4105,4.1765,34500000.0,0.0,25.1625,6.662,19000000.0,77420985.5,18.263333333333332,5.861999999999999,31916666.666666668,76847007.66666667,65.58864288771265
Kaitlin Olson,25.355,38.685,7.042,2016.0,200000000.0,1028570889.0,276.052,8.29,0.0,0.0,0.0,56.168,7.159,0.0,0.0,0.0,3.0,29.212,6.244,45000000.0,113916474.0,5.803,5.619,0.0,22779.0,19.154,5.739,40000000.0,74597643.0,65.58446410947394
Ian Bannen,14.649,16.354,7.543,1982.0,22000000.0,77737889.0,57.256,7.935,1995.0,72000000.0,213216216.0,9.49,7.06,1998.0,3000000.0,43515982.0,16.0,8.151,6.6444,3962919.0,0.0,13.1892,6.5922,6200000.0,23468783.4,18.112666666666662,6.253,12500000.0,48172840.833333336,65.58066384124834
Jesse James,17.975,25.589,7.395,1997.0,50000000.0,314178011.0,35.211,6.129,2005.0,19000000.0,108100000.0,36.046,6.142,2008.0,85000000.0,222231186.0,8.0,19.0315,7.147,30000000.0,160314819.5,14.398,5.8759999999999994,52500000.0,60278573.5,30.044,7.00075,72750000.0,212698821.25,65.5794232576452
John Ortiz,31.021,34.582,7.131,2012.0,21000000.0,236412453.0,36.876,6.729,2018.0,135000000.0,467989645.0,15.445,6.101,2019.0,87500000.0,127461872.0,12.0,14.76725,6.82475,46250000.0,113881809.25,22.27375,6.786499999999999,67875000.0,127159071.25,20.097,6.0322499999999994,38750000.0,131364228.25,65.579089835386
Victor Garber,22.807,139.51,7.9,1997.0,200000000.0,2264162353.0,21.014,7.275,2012.0,44500000.0,232325503.0,53.809,7.391,2015.0,30000000.0,84872444.0,13.0,15.89625,6.3035,7000000.0,64678398.0,14.5765,6.1579999999999995,15750000.0,39573346.5,19.9154,6.8324,23500000.0,95980436.6,65.5789749420226
Sean Chapman,14.539,9.663,6.907,1982.0,0.0,0.0,24.521,6.88,1987.0,1000000.0,14575193.0,16.578,6.379,1988.0,3000000.0,12090735.0,4.0,11.275,7.097,420000.0,0.0,14.426,6.185,6000000.0,12423831.0,16.7035,6.4905,500000.0,7387958.0,65.57872820609897
Anthony Zerbe,27.153,46.779,7.041,2003.0,150000000.0,738599701.0,42.726,6.714,2003.0,150000000.0,424988211.0,22.165,6.853,2013.0,40000000.0,251171807.0,16.0,15.9244,6.9982,5740000.0,16341354.6,10.5164,6.0268,6744000.0,14507362.6,18.655333333333335,6.2975,54500000.0,119365343.83333331,65.57713012358204
George O. Gore II,37.725,44.726,7.449,1997.0,57000000.0,152944660.0,13.015,4.702,2009.0,25000000.0,31439140.0,70.129,7.414,0.0,0.0,0.0,3.0,7.441,5.431,30000000.0,31387164.0,40.832,7.449,57000000.0,152944660.0,13.42,4.702,25000000.0,31439140.0,65.57543428661674
Wayne Newton,14.987,31.461,6.369,1989.0,32000000.0,156167015.0,10.855,6.048,1990.0,49000000.0,20423389.0,38.159,7.431,2001.0,85000000.0,450717150.0,7.0,21.219,6.208,40500000.0,88295202.0,12.573,5.8865,12500000.0,21450180.0,28.786666666666672,6.347,44000000.0,173780958.0,65.57456043545916
Felix Solis,20.512,12.715,5.926,2004.0,42000000.0,117592831.0,20.829,6.432,2012.0,42000000.0,46221189.0,10.148,6.725,2016.0,0.0,0.0,3.0,13.429,5.926,42000000.0,117592831.0,10.602,5.513,25000000.0,21500813.0,22.175,6.432,42000000.0,46221189.0,65.57253832418321
John Gallagher Jr.,22.669,29.008,6.982,2016.0,15000000.0,110216998.0,23.896,6.734,2016.0,0.0,0.0,32.263,6.18,2016.0,5000000.0,10166820.0,3.0,9.346,6.459,300000.0,0.0,12.666,7.107,15000000.0,36020534.0,12.656,6.348,14000000.0,46495.0,65.57169571617915
James Darren,21.969,22.84,7.309,1961.0,6000000.0,28900000.0,10.404,7.4,2017.0,0.0,955925.0,59.326,7.6,0.0,1900000.0,28600000.0,3.0,5.588,6.1,0.0,1500000.0,0.979,6.2,1000000.0,2000000.0,27.595,7.31,6000000.0,28900000.0,65.56636522715351
Michael O'Neill,19.461,14.528,6.786,2007.0,150000000.0,709709780.0,19.384,6.5,2010.0,100000000.0,94882889.0,23.316,7.932,2013.0,5000000.0,55736588.0,13.0,12.5475,6.20075,13000000.0,33319572.75,9.89025,5.957,32500000.0,13326644.25,18.4218,6.4158,88000000.0,222647028.8,65.56085543561693
Patrick Wayne,18.805,22.909,7.717,1956.0,3750000.0,0.0,5.709,5.382,1977.0,0.0,0.0,19.671,6.6,1977.0,3500000.0,16000000.0,8.0,22.052,7.513,2750000.0,1900000.0,14.8705,6.9465,8130000.0,3950000.0,17.834000000000003,6.3142499999999995,6546500.0,19581661.0,65.5604769568074
Carey Loftin,17.985,44.406,7.547,1960.0,12000000.0,60000000.0,19.132,7.52,1970.0,12000000.0,89800000.0,31.893,7.427,1971.0,450000.0,0.0,7.0,1.7645,5.0,158796.0,0.0,31.955,7.533,12000000.0,74900000.0,18.731333333333335,6.653,316666.6666666667,9666666.666666666,65.55878784182092
Stephanie Romanov,17.751,12.522,5.4,1996.0,18000000.0,27000000.0,11.312,6.021,2004.0,0.0,548039.0,12.341,6.126,2010.0,7000000.0,7644937.0,3.0,15.145,5.4,18000000.0,27000000.0,17.27,7.02,80000000.0,34566746.0,12.251,6.126,7000000.0,7644937.0,65.55758984331015
