name,genre_ids,movies,popularity,genre_mean,genre_mean_weighted
Josh Brolin,"[[80, 18, 53], [28, 35, 12], [80, 18, 28, 53]]","['No Country for Old Men', 'Deadpool 2', 'Gangster Squad']","[46.84, 83.547, 13.933]","['Crime', 'Drama', 'Thriller', 'Action']",['Crime']
Jonathan Taylor Thomas,"[[10751, 16, 18], [35, 10751], [10751, 28, 12, 18]]","['The Lion King', ""I'll Be Home for Christmas"", 'Tom and Huck']","[130.153, 17.828, 9.503]",['Family'],['Family']
Mackenyu,"[[14, 28, 12], [28, 14, 878, 12]]","['Knights of the Zodiac', 'Pacific Rim: Uprising']","[197.391, 59.785]","['Fantasy', 'Action', 'Adventure']",['Science Fiction']
Jennifer Aniston,"[[35, 80], [14, 35]]","[""We're the Millers"", 'Bruce Almighty']","[37.965, 48.025]",['Comedy'],['Crime']
Julian Hilliard,"[[14, 28, 12], [27, 9648, 53], [27, 878, 9648, 53]]","['Doctor Strange in the Multiverse of Madness', 'The Conjuring: The Devil Made Me Do It', 'Color Out of Space']","[153.681, 148.559, 17.608]","['Horror', 'Mystery', 'Thriller']",['Mystery']
Woody Harrelson,"[[35, 27], [35, 27], [878, 12, 14]]","['Zombieland', 'Zombieland: Double Tap', 'The Hunger Games']","[49.454, 39.819, 68.781]","['Comedy', 'Horror']",['Science Fiction']
Tom Arnold,"[[28, 53], [10749, 35], [18, 10749]]","['True Lies', 'Soul Plane', 'One Day']","[31.011, 18.515, 31.84]",['Romance'],['Romance']
Rainn Wilson,"[[28, 878, 27], [35, 28, 18]]","['The Meg', 'Super']","[101.3, 16.082]",['Action'],['Science Fiction']
Brittany Snow,"[[35, 10402, 10749], [35, 10402], [35, 10402]]","['Pitch Perfect', 'Pitch Perfect 2', 'Pitch Perfect 3']","[38.095, 34.046, 27.775]","['Comedy', 'Music']",['Music']
Trisha Krishnan,"[[10749], [28, 35, 10751, 10749], [35, 18]]","['96', 'Ghilli', 'Khatta Meetha']","[6.86, 8.9, 3.756]","['Romance', 'Comedy']",['Romance']
Ivanna Sakhno,"[[28, 14, 878, 12], [28, 35]]","['Pacific Rim: Uprising', 'The Spy Who Dumped Me']","[59.785, 29.753]",['Action'],['Science Fiction']
Meagan Good,"[[28, 35, 14], [27, 53, 80], [28, 14, 12]]","['Shazam!', 'Saw V', 'Monster Hunter']","[49.844, 93.159, 60.857]","['Action', 'Fantasy']",['Crime']
Yuichi Nakamura,"[[16, 28, 14]]",['Jujutsu Kaisen 0'],[115.702],"['Animation', 'Action', 'Fantasy']",['Action']
Kyra Sedgwick,"[[35, 18], [27, 53], [35, 10751]]","['The Edge of Seventeen', 'The Possession', 'The Game Plan']","[18.208, 20.417, 40.373]",['Comedy'],['Family']
Mackenzie Cardwell,"[[10749, 878, 18], [35, 18, 10749]]","['Little Fish', 'Words and Pictures']","[11.335, 8.278]","['Romance', 'Drama']",['Romance']
Donna Pescow,"[[10402, 18], [10770, 35, 10751]]","['Saturday Night Fever', 'The Even Stevens Movie']","[32.758, 8.282]","['Music', 'Drama', 'TV Movie', 'Comedy', 'Family']",['Music']
Dawn Olivieri,"[[28, 53, 80], [14, 28, 53], [14, 28, 12]]","['Den of Thieves', 'Bright', 'The Last Witch Hunter']","[44.556, 26.255, 32.073]",['Action'],['Thriller']
Christopher Meloni,"[[28, 12, 878], [878, 53, 9648]]","['Man of Steel', 'Twelve Monkeys']","[53.736, 37.2]",['Science Fiction'],['Mystery']
Jason Lee,"[[35, 10751, 14, 16], [28, 12, 16, 10751], [35, 14, 10751, 10402, 16]]","['Alvin and the Chipmunks', 'The Incredibles', 'Alvin and the Chipmunks: Chipwrecked']","[52.79, 81.707, 47.075]","['Family', 'Animation']",['Family']
Paul Anderson,"[[37, 18, 12], [12, 28, 80, 9648]]","['The Revenant', 'Sherlock Holmes: A Game of Shadows']","[58.491, 32.947]",['Adventure'],['Mystery']
Kenan Thompson,"[[16, 10751, 35, 14], [28, 80, 53, 12]]","['The Grinch', 'Snakes on a Plane']","[133.724, 29.069]","['Animation', 'Family', 'Comedy', 'Fantasy', 'Action', 'Crime', 'Thriller', 'Adventure']",['Family']
Chris Cooper,"[[28, 18, 9648, 53], [16, 12, 35, 10751], [18]]","['The Bourne Identity', 'Cars 3', 'American Beauty']","[35.87, 84.683, 35.5]",['Drama'],['Family']
Shantel VanSanten,"[[27, 9648]]",['The Final Destination'],[47.985],"['Horror', 'Mystery']",['Mystery']
Dane DeHaan,"[[12, 878, 28], [878, 18, 53], [27, 9648, 878]]","['Valerian and the City of a Thousand Planets', 'Chronicle', 'A Cure for Wellness']","[48.302, 30.775, 19.255]",['Science Fiction'],['Mystery']
Mandy Moore,"[[16, 10751], [18, 10749], [53, 12, 27]]","['Tangled', 'A Walk to Remember', '47 Meters Down']","[124.774, 61.001, 18.484]","['Animation', 'Family', 'Drama', 'Romance', 'Thriller', 'Adventure', 'Horror']",['Family']
Guy Pearce,"[[9648, 53], [28, 12, 878], [878, 12, 9648]]","['Memento', 'Iron Man 3', 'Prometheus']","[38.65, 74.059, 71.625]","['Mystery', 'Adventure', 'Science Fiction']",['Mystery']
Titus Welliver,"[[878, 28, 12], [80, 18, 53], [18, 53]]","['Transformers: Age of Extinction', 'The Town', 'Argo']","[72.345, 53.13, 21.014]","['Drama', 'Thriller']",['Science Fiction']
Wendie Malick,"[[12, 16, 35, 10751, 14], [35, 10751, 16, 14, 10402]]","[""The Emperor's New Groove"", 'Alvin and the Chipmunks: The Squeakquel']","[91.683, 44.245]","['Animation', 'Comedy', 'Family', 'Fantasy']",['Family']
Clint Howard,"[[10751, 35, 14], [10751, 16, 12], [18, 36]]","['How the Grinch Stole Christmas', 'The Jungle Book', 'Apollo 13']","[176.568, 69.293, 24.407]",['Family'],['Family']
Dermot Mulroney,"[[18, 53, 28, 12], [35, 10749], [27, 53, 9648]]","['The Grey', ""My Best Friend's Wedding"", 'Insidious: Chapter 3']","[30.12, 13.896, 43.594]",['Thriller'],['Mystery']
Michael Caine,"[[28, 80, 18, 53], [18, 28, 80, 53], [12, 18, 878]]","['The Dark Knight Rises', 'The Dark Knight', 'Interstellar']","[78.615, 127.121, 162.321]",['Drama'],['Science Fiction']
S. J. Suryah,"[[53, 28], [80, 18, 10751, 10749], [28, 53]]","['Mersal', 'Iraivi', 'Spyder']","[9.061, 3.556, 3.727]","['Thriller', 'Action']",['Family']
Rupert Grint,"[[12, 14], [12, 14], [12, 14]]","[""Harry Potter and the Philosopher's Stone"", 'Harry Potter and the Chamber of Secrets', 'Harry Potter and the Prisoner of Azkaban']","[208.547, 175.225, 190.123]","['Adventure', 'Fantasy']",['Fantasy']
Jenna Fischer,"[[35, 10749], [35]]","['Hall Pass', 'Blades of Glory']","[22.366, 15.343]",['Comedy'],['Romance']
Mena Suvari,"[[18], [35, 10749], [35]]","['American Beauty', 'American Pie', 'American Reunion']","[35.5, 52.402, 46.24]",['Comedy'],['Romance']
Katie Aselton,"[[27, 9648], [27], [878, 18, 53, 27]]","['The Unholy', 'Creep', 'Synchronic']","[45.931, 27.468, 29.081]",['Horror'],['Mystery']
Gillian Anderson,"[[80, 28, 35]]",['Johnny English Reborn'],[23.584],"['Crime', 'Action', 'Comedy']",['Crime']
Sam Worthington,"[[28, 12, 14, 878], [878, 12, 28], [18, 36, 10752]]","['Avatar', 'Avatar: The Way of Water', 'Hacksaw Ridge']","[145.845, 350.617, 135.456]","['Action', 'Adventure', 'Science Fiction']",['War']
Patricia Arquette,"[[18], [27, 53]]","['Boyhood', 'A Nightmare on Elm Street 3: Dream Warriors']","[21.743, 15.968]","['Drama', 'Horror', 'Thriller']",['Thriller']
Jo Bo-ah,"[[53, 10749]]",['Innocent Thing'],[6.879],"['Thriller', 'Romance']",['Romance']
Ikue Otani,"[[16, 10751, 12, 14, 28]]",['Pokémon: The First Movie'],[23.715],"['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']",['Family']
Giancarlo Esposito,"[[18, 80, 53], [878, 28, 12, 53]]","['The Usual Suspects', 'Maze Runner: The Death Cure']","[40.997, 63.188]",['Thriller'],['Science Fiction']
Brad Pitt,"[[18, 53, 10752], [28, 18, 27, 878, 53], [18]]","['Inglourious Basterds', 'World War Z', 'Fight Club']","[76.206, 86.196, 78.965]",['Drama'],['War']
Mackenzie Foy,"[[12, 18, 878], [27, 53], [14, 12, 10751]]","['Interstellar', 'The Conjuring', 'The Nutcracker and the Four Realms']","[162.321, 103.675, 32.083]",['Adventure'],['Family']
Henry Cavill,"[[28, 12, 878], [28, 12, 14], [28, 12, 878]]","['Man of Steel', 'Batman v Superman: Dawn of Justice', 'Justice League']","[53.736, 69.475, 72.366]","['Action', 'Adventure']",['Science Fiction']
Akira Ishida,[],[],[],[],[]
Alison Brie,"[[16, 10751, 12, 35, 14], [53, 80, 18], [35]]","['The Lego Movie', 'Promising Young Woman', 'Get Hard']","[41.729, 24.127, 21.718]",['Comedy'],['Family']
Maggie Q,"[[27, 14, 12, 9648], [28, 12, 878], [28, 53]]","['Fantasy Island', 'Divergent', 'Live Free or Die Hard']","[19.711, 46.489, 32.199]","['Adventure', 'Action']",['Mystery']
Sarah Hyland,"[[35, 18, 10751, 10770], [10402, 18], [27, 9648, 53]]","['Geek Charming', 'XOXO', 'Satanic']","[15.164, 13.696, 10.098]",['Drama'],['TV Movie']
Zawe Ashton,"[[53, 9648, 27], [18, 53], [80, 28, 53]]","['Velvet Buzzsaw', 'Nocturnal Animals', 'Blitz']","[12.365, 21.611, 34.21]",['Thriller'],['Mystery']
Abraham Benrubi,"[[12, 10751, 16, 28, 35], [12, 35, 10751, 10749], [28, 35]]","['Big Hero 6', 'George of the Jungle', 'Miss Congeniality 2: Armed and Fabulous']","[129.064, 20.075, 23.757]",['Comedy'],['Family']
Ben Kingsley,"[[18, 53, 9648], [18, 36, 10752], [28, 12, 878]]","['Shutter Island', ""Schindler's List"", 'Iron Man 3']","[73.015, 66.416, 74.059]",['Drama'],['War']
Ryan Phillippe,"[[18, 10749], [10752, 18, 36], [80, 18, 53]]","['Cruel Intentions', 'Flags of Our Fathers', 'The Lincoln Lawyer']","[30.056, 17.526, 20.59]",['Drama'],['Romance']
Kristanna Loken,"[[28, 53, 878], [28, 14, 27]]","['Terminator 3: Rise of the Machines', 'BloodRayne']","[45.409, 16.322]",['Action'],['Science Fiction']
Chevy Chase,"[[35], [35, 12], [35]]","[""National Lampoon's Christmas Vacation"", ""National Lampoon's Vacation"", 'Vacation']","[66.696, 45.986, 44.219]",['Comedy'],['Comedy']
Susan Sarandon,"[[18, 53, 80, 12], [35, 878, 14, 27], [18]]","['Thelma & Louise', 'The Rocky Horror Picture Show', 'Dead Man Walking']","[30.712, 22.97, 15.859]",['Drama'],['Science Fiction']
Amber Heard,"[[28, 12, 14], [35, 27], [27, 9648]]","['Aquaman', 'Zombieland', 'The Ward']","[73.167, 49.454, 11.909]",['Horror'],['Mystery']
Marcello Mastroianni,"[[18], [35, 18], [18, 10749]]","['8½', 'La Dolce Vita', 'La Notte']","[15.704, 17.965, 13.407]",['Drama'],['Romance']
Chandler Riggs,"[[53, 27], [53, 27, 18]]","['Mercy', 'Keep Watching']","[11.563, 10.563]","['Thriller', 'Horror']",['Thriller']
Jason Sudeikis,"[[35, 80], [16, 12, 35, 10751], [35, 80]]","[""We're the Millers"", 'The Angry Birds Movie', 'Horrible Bosses']","[37.965, 33.974, 27.095]",['Comedy'],['Family']
Andrea Riseborough,"[[28, 878, 12, 9648], [18, 35], [27, 9648]]","['Oblivion', 'Birdman or (The Unexpected Virtue of Ignorance)', 'The Grudge']","[35.52, 32.233, 21.608]",['Mystery'],['Mystery']
Aidan Gillen,"[[10402, 18, 36], [28, 80, 18, 53]]","['Bohemian Rhapsody', 'The Dark Knight Rises']","[53.784, 78.615]",['Drama'],['Music']
Rosa Salazar,"[[28, 878, 12], [27, 53, 18], [878, 28, 12, 53]]","['Alita: Battle Angel', 'Bird Box', 'Maze Runner: The Death Cure']","[58.791, 33.932, 63.188]","['Action', 'Science Fiction', 'Adventure', 'Thriller']",['Science Fiction']
Naomi Watts,"[[12, 18, 28], [12, 18, 53], [27, 9648]]","['King Kong', 'The Impossible', 'The Ring']","[48.212, 34.748, 36.539]","['Adventure', 'Drama']",['Mystery']
Jude Law,"[[28, 12, 80, 9648], [12, 28, 80, 9648], [28, 12, 878]]","['Sherlock Holmes', 'Sherlock Holmes: A Game of Shadows', 'Captain Marvel']","[45.599, 32.947, 157.627]","['Action', 'Adventure']",['Mystery']
Jessica Lange,"[[12, 14, 18], [80, 53], [35, 10749]]","['Big Fish', 'Cape Fear', 'Tootsie']","[27.025, 26.972, 21.789]","['Adventure', 'Fantasy', 'Drama', 'Crime', 'Thriller', 'Comedy', 'Romance']",['Romance']
Jeff Bridges,"[[35, 80], [28, 878, 12], [12, 28, 878]]","['The Big Lebowski', 'Iron Man', 'TRON: Legacy']","[33.852, 106.512, 46.257]","['Action', 'Science Fiction', 'Adventure']",['Science Fiction']
Mark Ruffalo,"[[18, 53, 9648], [878, 28, 12], [12, 28, 878]]","['Shutter Island', 'The Avengers', 'Avengers: Infinity War']","[73.015, 160.584, 245.012]","['Science Fiction', 'Action', 'Adventure']",['Mystery']
Michael Ealy,"[[18], [14, 28, 27], [28, 80, 53]]","['Seven Pounds', 'Underworld: Awakening', '2 Fast 2 Furious']","[25.073, 54.599, 9.559]",['Action'],['Action']
Hannibal Buress,"[[28, 12, 878, 18], [35, 28, 80], [28, 12, 878]]","['Spider-Man: Homecoming', 'Baywatch', 'Spider-Man: No Way Home']","[93.92, 66.348, 299.567]",['Action'],['Science Fiction']
Emma Roberts,"[[9648, 12, 80], [35, 80]]","['Nerve', ""We're the Millers""]","[19.661, 37.965]",['Crime'],['Mystery']
Sophie Charlotte,"[[28, 10749, 37]]",['Holy Biker'],[3.977],"['Action', 'Romance', 'Western']",['Romance']
Natalya Rudakova,"[[28, 12, 53, 80], [35, 18, 10749], [10749, 35, 18]]","['Transporter 3', 'The One', 'A Novel Romance']","[35.9, 2.693, 2.02]","['Comedy', 'Drama', 'Romance']",['Romance']
Pauley Perrette,"[[12, 16, 10751], [27, 9648]]","['Brother Bear', 'The Ring']","[64.541, 36.539]","['Adventure', 'Animation', 'Family', 'Horror', 'Mystery']",['Family']
Katee Sackhoff,"[[878, 28, 53], [27]]","['Riddick', 'Oculus']","[37.979, 20.904]","['Science Fiction', 'Action', 'Thriller', 'Horror']",['Science Fiction']
Alyson Hannigan,"[[35], [35, 10749], [35, 10749]]","['American Reunion', 'American Wedding', 'American Pie']","[46.24, 37.787, 52.402]",['Comedy'],['Romance']
Alia Shawkat,"[[27, 80, 53], [18], [35, 10749, 14, 18]]","['Green Room', 'Whip It', 'Ruby Sparks']","[13.928, 12.522, 14.707]",['Drama'],['Romance']
Brian Stepanek,"[[28, 53, 878, 12], [14, 35, 16, 878, 10751], [12, 878, 28]]","['The Island', 'Home', 'Transformers']","[24.908, 50.079, 14.528]",['Science Fiction'],['Family']
William Fichtner,"[[878, 28, 12, 35], [28, 12, 37], [18, 28, 80, 53]]","['Teenage Mutant Ninja Turtles', 'The Lone Ranger', 'The Dark Knight']","[93.618, 31.365, 127.121]",['Action'],['Science Fiction']
Sofia Boutella,"[[80, 35, 28, 12], [14, 53, 28, 12, 27], [18, 27]]","['Kingsman: The Secret Service', 'The Mummy', 'Climax']","[69.538, 31.915, 25.183]","['Action', 'Adventure', 'Horror']",['Crime']
Peter Ustinov,"[[16, 10751], [9648], [36, 10752, 18, 12]]","['Robin Hood', 'Death on the Nile', 'Spartacus']","[43.927, 24.498, 44.406]","['Animation', 'Family', 'Mystery', 'History', 'War', 'Drama', 'Adventure']",['War']
Justin Long,"[[28, 53], [35, 10749, 18], [27, 53]]","['Live Free or Die Hard', ""He's Just Not That Into You"", 'Drag Me to Hell']","[32.199, 55.056, 35.721]",['Thriller'],['Romance']
Nicole Sullivan,"[[16, 35, 10751], [16, 10751, 35, 878, 12], [35, 14, 18, 10749]]","['Meet the Robinsons', 'Buzz Lightyear of Star Command: The Adventure Begins', '17 Again']","[80.391, 17.575, 48.531]",['Comedy'],['Family']
Allison Janney,"[[16, 10751], [10751, 16, 12, 35], [18, 35]]","['Finding Nemo', 'Minions', 'I, Tonya']","[101.536, 37.59, 21.731]","['Animation', 'Family', 'Comedy']",['Family']
Ashton Kutcher,"[[878, 53], [18, 36], [35, 10749]]","['The Butterfly Effect', 'Jobs', 'No Strings Attached']","[42.621, 12.693, 35.402]","['Science Fiction', 'Thriller', 'Drama', 'History', 'Comedy', 'Romance']",['Romance']
Jean-Claude Van Damme,"[[28, 53], [53, 28, 878, 80], [28, 12, 35, 53]]","['Bloodsport', 'Universal Soldier', 'Street Fighter']","[33.019, 33.339, 20.752]","['Action', 'Thriller']",['Science Fiction']
Jonathan Brandis,"[[18, 10751, 14, 12], [28, 12, 18, 10751]]","['The NeverEnding Story II: The Next Chapter', 'Sidekicks']","[22.041, 12.471]","['Drama', 'Family', 'Adventure']",['Family']
Jane Fonda,"[[10749, 35], [878, 12, 35], [18]]","['Monster-in-Law', 'Barbarella', 'The Butler']","[18.579, 21.529, 16.596]",['Comedy'],['Romance']
Scott MacArthur,"[[80, 18, 53], [35, 10749], [27, 53]]","['El Camino: A Breaking Bad Movie', 'No Hard Feelings', 'Halloween Kills']","[27.494, 220.937, 55.296]",['Thriller'],['Romance']
Rhona Mitra,"[[14, 28, 53], [28, 53, 878], [28, 18, 9648, 53, 80]]","['Underworld: Rise of the Lycans', 'Doomsday', 'Shooter']","[47.006, 18.257, 56.223]","['Action', 'Thriller']",['Mystery']
Ornella Muti,"[[35], [878, 12, 28], [35]]","['The Taming of the Scoundrel', 'Flash Gordon', 'Oscar']","[33.153, 17.908, 14.094]",['Comedy'],['Science Fiction']
Tom Berenger,"[[28, 878, 12], [18, 10752, 28], [28, 80, 18]]","['Inception', 'Platoon', 'Training Day']","[101.797, 31.657, 48.328]",['Action'],['War']
Miranda Richardson,"[[18, 14, 53, 9648, 27], [12, 14], [16, 35, 10751]]","['Sleepy Hollow', 'Harry Potter and the Goblet of Fire', 'Chicken Run']","[43.931, 165.0, 52.573]",['Fantasy'],['Family']
Jake Gyllenhaal,"[[14, 18, 9648], [80, 18, 53], [80, 18, 9648, 53]]","['Donnie Darko', 'Nightcrawler', 'Zodiac']","[44.332, 47.711, 47.886]",['Drama'],['Mystery']
Thomas Brodie-Sangster,"[[28, 9648, 878, 53], [878, 28, 53, 12], [878, 28, 12, 53]]","['The Maze Runner', 'Maze Runner: The Scorch Trials', 'Maze Runner: The Death Cure']","[125.537, 68.931, 63.188]","['Action', 'Science Fiction', 'Thriller']",['Mystery']
Emma Mackey,"[[35, 12, 14], [9648, 80, 53]]","['Barbie', 'Death on the Nile']","[666.048, 62.872]","['Comedy', 'Adventure', 'Fantasy', 'Mystery', 'Crime', 'Thriller']",['Mystery']
Cary Elwes,"[[27, 9648, 80], [12, 10751, 14, 35, 10749], [35]]","['Saw', 'The Princess Bride', 'Robin Hood: Men in Tights']","[161.744, 24.985, 21.634]",['Comedy'],['Mystery']
Danny McBride,"[[878, 27, 9648], [16, 12, 35], [35, 14, 12, 28]]","['Alien: Covenant', 'The Mitchells vs. the Machines', 'Your Highness']","[92.26, 34.268, 12.906]","['Adventure', 'Comedy']",['Mystery']
Marisa Tomei,"[[28, 12, 878, 18], [28, 12, 878], [18, 10749]]","['Spider-Man: Homecoming', 'Spider-Man: Far From Home', 'The Wrestler']","[93.92, 77.04, 16.588]","['Action', 'Adventure', 'Science Fiction', 'Drama']",['Romance']
Alex Hassell,"[[28, 35, 80, 53], [53, 80, 18, 9648], [18, 10752]]","['Violent Night', 'Suburbicon', 'The Tragedy of Macbeth']","[119.251, 14.242, 24.861]","['Crime', 'Thriller', 'Drama']",['War']
Amy Adams,"[[18, 878, 9648], [18, 53], [28, 12, 878]]","['Arrival', 'Nocturnal Animals', 'Man of Steel']","[53.979, 21.611, 53.736]","['Drama', 'Science Fiction']",['Mystery']
Michelle Trachtenberg,"[[35, 14, 18, 10749], [10751, 18, 35], [35]]","['17 Again', 'Ice Princess', 'EuroTrip']","[48.531, 14.602, 28.536]",['Comedy'],['Romance']
Melanie Lynskey,"[[18], [53, 18, 80, 35], [18, 14]]","['The Perks of Being a Wallflower', ""I Don't Feel at Home in This World Anymore"", 'Heavenly Creatures']","[33.969, 13.112, 14.985]",['Drama'],['Drama']
Richard Harmon,"[[27], [10749, 14, 18]]","['Grave Encounters 2', 'The Age of Adaline']","[22.005, 101.856]","['Horror', 'Romance', 'Fantasy', 'Drama']",['Romance']
Jamie Foxx,"[[18, 37], [16, 10751, 35, 14, 18], [18, 80, 53]]","['Django Unchained', 'Soul', 'Law Abiding Citizen']","[61.716, 139.026, 74.047]",['Drama'],['Family']
Jin Si-ah,"[[18, 10749], [10749], [10749]]","['Young Mother: The Original', 'Next Door Sisters', 'Pizza Dare 1']","[22.189, 7.05, 15.302]",['Romance'],['Romance']
Steven Williams,"[[27, 14], [28, 80], [27]]","['It', 'Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)', 'Jason Goes to Hell: The Final Friday']","[103.888, 64.662, 36.906]",['Horror'],['Crime']
Linda Cardellini,"[[18, 10751], [27, 9648, 53], [18]]","['Green Book', 'The Curse of La Llorona', 'Return']","[68.588, 50.433, 8.907]",['Drama'],['Family']
Virginie Efira,"[[35], [18, 36, 10749], [35, 18]]","['It Boy', 'Benedetta', 'Bye Bye Morons']","[100.369, 21.924, 12.907]","['Comedy', 'Drama']",['Romance']
John Goodman,"[[16, 35, 10751], [35, 80], [16, 10751]]","['Monsters, Inc.', 'The Big Lebowski', 'Monsters University']","[134.323, 33.852, 67.665]","['Animation', 'Comedy', 'Family']",['Family']
Matt Visser,"[[18, 14, 878, 10770], [10770, 10749], [10770, 10749]]","['The Five People You Meet In Heaven', 'Summer Love', 'Autumn Dreams']","[9.772, 4.49, 11.202]",['TV Movie'],['TV Movie']
Sophie Marceau,"[[28, 18, 36, 10752], [35], [12, 28, 53]]","['Braveheart', 'LOL (Laughing Out Loud)', 'The World Is Not Enough']","[57.256, 9.277, 27.622]",['Action'],['War']
Shannon Tweed,"[[27, 35, 12, 10749, 28], [35, 10402], [28, 35, 80]]","['Cannibal Women in the Avocado Jungle of Death', 'Detroit Rock City', 'Dragnet']","[6.471, 9.1, 15.791]",['Comedy'],['Music']
Julianna Margulies,"[[27, 9648, 53], [28, 80, 53, 12]]","['Ghost Ship', 'Snakes on a Plane']","[29.708, 29.069]",['Thriller'],['Mystery']
Nell Sutton,[],[],[],[],[]
Bruce Lee,"[[28], [28, 80], [18, 28, 53]]","['Enter the Dragon', 'The Way of the Dragon', 'Fist of Fury']","[29.503, 35.162, 28.952]",['Action'],['Crime']
Ellie James,"[[18], [18, 10402]]","['The Lost Daughter', 'VS.']","[18.332, 2.267]",['Drama'],['Music']
Martin Lawrence,"[[53, 28, 80], [28, 35, 80, 53], [16, 10751, 12, 35]]","['Bad Boys for Life', 'Bad Boys', 'Open Season']","[58.471, 45.903, 26.959]","['Thriller', 'Action', 'Crime', 'Comedy']",['Family']
Lauren Cohan,"[[27, 53, 9648], [28, 12, 14]]","['The Boy', 'Batman v Superman: Dawn of Justice']","[23.736, 69.475]","['Horror', 'Thriller', 'Mystery', 'Action', 'Adventure', 'Fantasy']",['Mystery']
Izabela Vidovic,"[[18, 10751], [28, 53]]","['Wonder', 'Homefront']","[40.453, 52.628]","['Drama', 'Family', 'Action', 'Thriller']",['Family']
Stellan Skarsgård,"[[12, 14, 28], [12, 14, 28], [18]]","['Thor', ""Pirates of the Caribbean: Dead Man's Chest"", 'Good Will Hunting']","[91.98, 105.083, 59.811]","['Adventure', 'Fantasy', 'Action']",['Action']
Devon Bostick,"[[10751, 35], [12, 18, 878, 14]]","['Diary of a Wimpy Kid: Rodrick Rules', 'Okja']","[31.642, 20.342]","['Family', 'Comedy', 'Adventure', 'Drama', 'Science Fiction', 'Fantasy']",['Family']
Paul Dano,"[[35, 18, 10749, 14, 12], [18], [80, 9648, 53]]","['Swiss Army Man', 'There Will Be Blood', 'The Batman']","[22.554, 30.789, 152.064]",['Drama'],['Mystery']
Bill Pullman,"[[28, 12, 878], [35, 878], [18, 53, 9648]]","['Independence Day', 'Spaceballs', 'Lost Highway']","[49.32, 27.634, 20.586]",['Science Fiction'],['Mystery']
Halle Berry,"[[28, 53, 80], [18, 878], [28, 14, 9648, 80]]","['John Wick: Chapter 3 - Parabellum', 'Cloud Atlas', 'Catwoman']","[82.894, 85.31, 28.821]","['Action', 'Crime']",['Mystery']
Victor Webster,"[[28, 12, 14, 18], [28, 12, 14]]","['The Scorpion King 3: Battle for Redemption', 'The Scorpion King 4: Quest for Power']","[23.3, 20.779]","['Action', 'Adventure', 'Fantasy']",['Action']
Melissa Sue Anderson,"[[18, 27, 53, 9648], [35, 80]]","['Happy Birthday to Me', 'The Con Is On']","[12.628, 17.031]","['Drama', 'Horror', 'Thriller', 'Mystery', 'Comedy', 'Crime']",['Mystery']
Grace Park,"[[878, 53, 18, 9648]]",['Freaks'],[22.134],"['Science Fiction', 'Thriller', 'Drama', 'Mystery']",['Mystery']
Angela Bassett,"[[28, 12, 878], [28, 53]]","['Black Panther', 'London Has Fallen']","[61.994, 42.197]",['Action'],['Science Fiction']
Chiwetel Ejiofor,"[[18, 36], [28, 12, 14], [12, 18, 10751]]","['12 Years a Slave', 'Doctor Strange', 'The Lion King']","[32.5, 75.069, 102.995]","['Drama', 'Adventure']",['Family']
Luke Wilson,"[[35, 878, 12], [35, 10749], [35]]","['Idiocracy', 'Legally Blonde', 'Old School']","[106.203, 32.926, 30.546]",['Comedy'],['Romance']
Jeremy Sisto,"[[10751, 16, 12, 35, 14], [35, 10749], [53, 27]]","['Frozen II', 'Clueless', 'The Other Side of the Door']","[105.249, 31.701, 15.785]",['Comedy'],['Family']
Viggo Mortensen,"[[18, 10751], [12, 18], [12, 14, 28]]","['Green Book', 'Captain Fantastic', 'The Lord of the Rings: The Fellowship of the Ring']","[68.588, 29.466, 124.166]","['Drama', 'Adventure']",['Family']
Kelly LeBrock,"[[35, 14, 878], [28], [28, 12, 35]]","['Weird Science', 'Hard to Kill', 'Wrongfully Accused']","[22.851, 18.93, 14.858]","['Comedy', 'Action']",['Science Fiction']
David Thewlis,"[[28, 12, 14], [12, 14], [18, 10749]]","['Wonder Woman', 'Harry Potter and the Prisoner of Azkaban', 'The Theory of Everything']","[75.833, 190.123, 26.812]","['Adventure', 'Fantasy']",['Romance']
Isla Fisher,"[[53, 80], [16, 35, 10751, 37, 12], [35, 10749]]","['Now You See Me', 'Rango', 'Confessions of a Shopaholic']","[56.39, 51.417, 25.699]",['Comedy'],['Family']
Golshifteh Farahani,"[[12, 28, 14], [28, 53], [28, 53]]","['Pirates of the Caribbean: Dead Men Tell No Tales', 'Extraction', 'Extraction 2']","[81.233, 70.714, 200.56]",['Action'],['Thriller']
Javier Bardem,"[[12, 28, 14], [80, 18, 53], [28, 12, 53]]","['Pirates of the Caribbean: Dead Men Tell No Tales', 'No Country for Old Men', 'Skyfall']","[81.233, 46.84, 40.771]","['Adventure', 'Action', 'Thriller']",['Thriller']
Toby Jones,"[[12, 14], [12, 14], [28, 12, 878]]","['Harry Potter and the Deathly Hallows: Part 1', 'Harry Potter and the Chamber of Secrets', 'Captain America: The First Avenger']","[147.479, 175.225, 53.529]",['Adventure'],['Science Fiction']
Emma Myers,"[[80, 53, 10770], [18, 10751]]","['Girl in the Basement', 'Letters to God']","[49.281, 8.322]","['Crime', 'Thriller', 'TV Movie', 'Drama', 'Family']",['TV Movie']
Dulé Hill,"[[28, 12, 18]]",['The Guardian'],[62.534],"['Action', 'Adventure', 'Drama']",['Action']
