name,genre_mean_weighted,number_of_movies
Wendy Makkena,['Family'],5.0
Connie Britton,['Western'],5.0
Christina Jastrzembska,['TV Movie'],3.0
Lynn Redgrave,['Thriller'],13.0
Bug Hall,['Romance'],5.0
Dylan Sprayberry,['TV Movie'],3.0
Joan Gregson,['Thriller'],3.0
Tim Heidecker,['Science Fiction'],4.0
Alyssa Diaz,['Science Fiction'],2.0
Nana Visitor,['Family'],4.0
Lauren Tom,['Thriller'],9.0
Cassidy Freeman,['Family'],1.0
Laura Harris,['Thriller'],5.0
Pete Postlethwaite,['Mystery'],19.0
Ginnifer Goodwin,['Science Fiction'],11.0
Jane Horrocks,['Science Fiction'],8.0
Bronagh Gallagher,['Family'],11.0
Nathan Kress,['Science Fiction'],2.0
John Noble,['Thriller'],3.0
Michael Angarano,['Romance'],11.0
Juliette Binoche,['Mystery'],17.0
Michael Moriarty,['Family'],8.0
Camryn Manheim,['Mystery'],12.0
Julie Dretzin,['Mystery'],1.0
Sonya Walger,['Romance'],1.0
Simon Cowell,['Thriller'],1.0
Stephanie Erb,['Science Fiction'],4.0
Bo Svenson,['Family'],10.0
Collette Wolfe,['Romance'],7.0
Joyce DeWitt,['War'],1.0
Bridger Zadina,['Romance'],1.0
Janeane Garofalo,['TV Movie'],23.0
Brittany Daniel,['Science Fiction'],5.0
Lou Beatty Jr.,['Romance'],6.0
Angela Sarafyan,['Romance'],1.0
Mike Colter,['Drama'],4.0
Indiana Evans,['Science Fiction'],1.0
Patrick Keating,['Thriller'],1.0
A.J. Cook,['TV Movie'],6.0
Bob Gunton,['Mystery'],28.0
Kevin Dillon,['Crime'],7.0
Chris Elliott,['War'],16.0
Donal Logue,['Romance'],23.0
Amanda Lear,['Family'],1.0
Max Brown,['Family'],1.0
George Wyner,['Family'],15.0
Romola Garai,['Thriller'],9.0
Christian Clavier,['Mystery'],2.0
Stephen Dorff,['Family'],14.0
Rhys Williams,['Mystery'],9.0
Stanley Kamel,['Mystery'],3.0
Jayne Eastwood,['Romance'],8.0
Len Cariou,['Family'],10.0
Jon Cor,['Mystery'],2.0
Joe Lo Truglio,['Thriller'],13.0
Scott William Winters,['Crime'],4.0
Debra Jo Rupp,['Drama'],8.0
Jerry Lambert,['Thriller'],4.0
Manolo Cardona,['Romance'],1.0
Christopher Reeve,['Family'],12.0
Chloë Sevigny,['Science Fiction'],13.0
Tim O'Connor,['Family'],3.0
Robert Baker,['Mystery'],6.0
William R. Moses,['Science Fiction'],4.0
Alan Cumming,['Romance'],24.0
Max Charles,['Family'],1.0
Marg Helgenberger,['Family'],10.0
Togo Igawa,['Crime'],7.0
Edward James Olmos,['War'],14.0
Stephanie Courtney,['Family'],4.0
Jennifer Saunders,['Family'],4.0
Randall Miller,['Family'],2.0
Nicollette Sheridan,['Romance'],5.0
Sherman Howard,['Music'],8.0
Tara Fitzgerald,['Comedy'],4.0
Molly Hagan,['Mystery'],8.0
Shabana Azmi,['TV Movie'],6.0
Tate Ellington,['Documentary'],3.0
Nina Sosanya,['Science Fiction'],3.0
Powers Boothe,['Romance'],12.0
Jessica Simpson,['Romance'],5.0
George Takei,['TV Movie'],12.0
Margo Harshman,['Romance'],5.0
Marina Squerciati,['Family'],1.0
Tim Kang,['Family'],4.0
Don Swayze,['Mystery'],2.0
Paul Rhys,['War'],2.0
Lubna Azabal,['Mystery'],4.0
David Levien,['TV Movie'],1.0
Darren Goldstein,['Science Fiction'],1.0
Seymour Cassel,['Mystery'],28.0
Greg Grunberg,['Romance'],10.0
Michael Lerner,['Romance'],28.0
Sarah Jessica Parker,['Science Fiction'],21.0
Mark McKinney,['Romance'],4.0
Yvan Attal,['Romance'],5.0
Mark Ivanir,['Crime'],12.0
Michael Dorman,['Science Fiction'],4.0
Diane Neal,['Science Fiction'],2.0
Jennifer Taylor,['Romance'],4.0
Roxanne McKee,['Family'],2.0
Shauna Macdonald,['Mystery'],3.0
Kent Smith,['Science Fiction'],7.0
Anna Paquin,['Science Fiction'],14.0
Greyston Holt,['Science Fiction'],1.0
Bradley Steven Perry,['TV Movie'],2.0
Lynn Whitfield,['Romance'],12.0
McNally Sagal,['Romance'],11.0
Michael Trucco,['Romance'],2.0
Glenn Morshower,['Crime'],25.0
Jessica Hynes,['Science Fiction'],7.0
Corbin Bernsen,['Romance'],13.0
Damian Lewis,['Science Fiction'],4.0
Scott Bakula,['Romance'],8.0
Shaun Toub,['Mystery'],9.0
Charlie Cox,['Romance'],3.0
David Chokachi,['Family'],3.0
Albert Jones,['Science Fiction'],4.0
Geoff Bell,['Mystery'],9.0
Adam Rodríguez,['Family'],2.0
Matt Chapman,['Mystery'],2.0
Susan Walters,['Horror'],3.0
David Oyelowo,[],8.0
Tim Burton,['Romance'],6.0
Ralph Ineson,['Science Fiction'],9.0
Jay Chandrasekhar,['Mystery'],6.0
Judith Hoag,['Mystery'],5.0
Anna Maxwell Martin,['Family'],1.0
Lee Jung-jae,[],1.0
Michael Nardone,['War'],1.0
Eloy Casados,['Romance'],7.0
Angela Lanza,['Science Fiction'],3.0
Ruby O. Fee,['Science Fiction'],1.0
T.I.,['Family'],3.0
Rufus Sewell,['Romance'],13.0
Dennis Miller,[],10.0
Jewel Staite,['Science Fiction'],3.0
Zahn McClarnon,['Mystery'],3.0
Melissa McBride,['Science Fiction'],1.0
Chris Weitz,['Family'],4.0
Teddy Sears,['Romance'],2.0
Josh Fadem,['Science Fiction'],1.0
Tanya Chisholm,['Romance'],2.0
Jason Connery,['Family'],5.0
Michael-Leon Wooley,['Western'],3.0
Anne Archer,['War'],13.0
Jan Bos,['TV Movie'],3.0
Jo Brand,['Family'],2.0
Marie Avgeropoulos,['Thriller'],3.0
Tzi Ma,['TV Movie'],13.0
Mayumi Izuka,['Family'],3.0
Fred Willard,['Mystery'],23.0
David Eigenberg,['Family'],7.0
Staci Keanan,['Family'],3.0
Satsuki Yukino,['Crime'],2.0
Eric Jacobson,['Romance'],2.0
Denis Leary,['Drama'],15.0
Ross McCall,['Science Fiction'],2.0
Eva Marie Saint,['Family'],8.0
Aaron Himelstein,['Mystery'],3.0
Tom Payne,['Comedy'],1.0
Sebastian Spence,['War'],3.0
Burn Gorman,['Action'],8.0
Nikki Griffin,['Romance'],3.0
Chelsea Kane,[],1.0
Brooke Nevin,['Mystery'],1.0
Sara Malakul Lane,['Music'],1.0
Jessica Walter,['TV Movie'],7.0
Robin Shou,[],5.0
Chiaki Kuriyama,['Comedy'],6.0
Jordan Fry,['Thriller'],2.0
Laura Mennell,['Science Fiction'],2.0
Stephen Colbert,['Mystery'],3.0
Billy Eichner,['Thriller'],1.0
Linda Emond,['Thriller'],5.0
Sara Paxton,['Family'],10.0
Hank Amos,['Family'],3.0
Marsha Thomason,['Science Fiction'],4.0
Eric Lange,['Science Fiction'],1.0
Jesse Tyler Ferguson,['War'],1.0
Necar Zadegan,['Mystery'],1.0
Jim Beaver,['Romance'],12.0
Diane Ladd,['Science Fiction'],22.0
Martin Cummins,['Romance'],3.0
Monique Coleman,['TV Movie'],3.0
Cheryl Ladd,['Science Fiction'],3.0
Sarah Alexander,['Romance'],3.0
Patrick Fabian,['Romance'],4.0
Max Riemelt,['Romance'],1.0
Raoul Bova,['Mystery'],5.0
Page Kennedy,['Science Fiction'],3.0
Julia Maxwell,['Family'],3.0
Tinsel Korey,['Science Fiction'],4.0
Collin Chou,['Romance'],6.0
Eduardo Verástegui,['Mystery'],2.0
Shannon Lucio,['Science Fiction'],1.0
Michele Scarabelli,['War'],3.0
Marla Sucharetza,['Drama'],7.0
Ken Duken,['History'],4.0
Michael Socha,['Romance'],1.0
Yvette Nicole Brown,['Family'],8.0
Gedeon Burkhard,['Crime'],1.0
Jenny McCarthy-Wahlberg,['Romance'],6.0
Larry Joshua,['War'],11.0
James Tolkan,['Mystery'],15.0
Jim Brown,['Action'],13.0
Nicky Whelan,['War'],1.0
Lee Tockar,['Romance'],2.0
Missy Crider,['Romance'],5.0
Lee Tergesen,['Science Fiction'],9.0
Robbie Coltrane,['Crime'],26.0
DJ Qualls,['Romance'],8.0
John C. McGinley,['Fantasy'],30.0
Luke Bracey,['Romance'],2.0
Alfred Enoch,['Science Fiction'],7.0
David Bradley,['Family'],16.0
Heather Mazur,['War'],2.0
William Petersen,['Thriller'],12.0
Tim Thomerson,['Horror'],15.0
Bruno Bilotta,['War'],5.0
Meg Ryan,['Science Fiction'],25.0
Scott Cohen,['War'],9.0
Jonathan Lipnicki,['Romance'],7.0
Gary Cooper,['Romance'],16.0
Anna Gunn,['Family'],4.0
Scott Gibson,['Family'],7.0
Kelly Macdonald,['Romance'],11.0
Patty McCormack,['TV Movie'],4.0
John Kerr,['Romance'],4.0
Daniella Alonso,['Mystery'],3.0
Vincent Zhao Wenzhuo,['War'],1.0
Jon Tenney,['Family'],13.0
Usher,['Romance'],5.0
Danielle Harris,['Family'],17.0
Bill Goldberg,['Mystery'],6.0
Vincent Regan,['Comedy'],9.0
Marin Ireland,['War'],6.0
Peter O'Toole,['Science Fiction'],20.0
Brenda Strong,['Family'],10.0
Jamie Kennedy,['Science Fiction'],18.0
Emily Kuroda,['Family'],4.0
Kathleen Rose Perkins,['Family'],1.0
Ali Suliman,['Western'],4.0
Nathan Parsons,['War'],1.0
Laura Linney,['Family'],23.0
Bernie Mac,['Romance'],20.0
Hyun Bin,['Crime'],1.0
Talia Balsam,['Romance'],6.0
Son Ye-jin,['Action'],2.0
Anne Parillaud,['Romance'],2.0
Laetitia Casta,['Romance'],2.0
Amy Madigan,['Romance'],10.0
Malcolm Barrett,['Romance'],3.0
Beth Broderick,['Romance'],4.0
Bill Dow,['Science Fiction'],7.0
Ric Reitz,['TV Movie'],14.0
Ron Rifkin,['TV Movie'],11.0
James Duval,['Romance'],12.0
Greg Wise,['Romance'],2.0
Matthew Macfadyen,['Mystery'],8.0
Jim Gaffigan,['Romance'],10.0
Lillete Dubey,['Family'],7.0
Sofia Helin,['Romance'],1.0
William Forsythe,['Family'],21.0
Thekla Reuten,['Science Fiction'],3.0
Ione Skye,['Mystery'],8.0
Barbara Harris,['Science Fiction'],11.0
Susan Misner,['Mystery'],6.0
Lyndsey Marshal,['Romance'],2.0
Archie Kao,['Crime'],2.0
David Spade,['Crime'],18.0
Dagmara Domińczyk,['Science Fiction'],9.0
Maria Canals-Barrera,['Science Fiction'],3.0
Ryan Whitney Newman,['Family'],2.0
Condola Rashad,['Family'],1.0
Taylor Cole,['Family'],3.0
Georgia Engel,['Drama'],5.0
Mike Judge,[],11.0
Chris William Martin,['Science Fiction'],1.0
Trace Adkins,['Family'],3.0
Suzanne Shepherd,['Romance'],11.0
Sandrine Holt,['Thriller'],8.0
Neil Maskell,['Crime'],4.0
Dash Mihok,['Science Fiction'],15.0
Brent Spiner,['Animation'],13.0
Sala Baker,['Romance'],6.0
Clarence Williams III,['Science Fiction'],17.0
Glenn Plummer,['Action'],23.0
Michael Chernus,['Family'],5.0
Jonathan Cohen,['Crime'],1.0
Eddie Cibrian,['Science Fiction'],3.0
Claudia Karvan,['Crime'],2.0
Martha Plimpton,['Romance'],12.0
Thomas Ian Nicholas,['Thriller'],11.0
Kate Fleetwood,['Family'],2.0
Elizabeth Debicki,['Science Fiction'],1.0
James Murray,['Music'],7.0
Lombardo Boyar,['Romance'],5.0
Joel Edgerton,['Family'],13.0
Kevin Weisman,['War'],3.0
Teri Wyble,['Mystery'],2.0
Jill Remez,['Romance'],1.0
Sandy Martin,['Science Fiction'],9.0
Phil Morris,['Mystery'],10.0
Niecy Nash,['TV Movie'],11.0
Debbie Allen,['Romance'],3.0
Ozzy Osbourne,['Romance'],6.0
Angus Sampson,['Family'],2.0
Jillian Bell,['Crime'],2.0
Jeffrey Nordling,['Comedy'],9.0
Oliver Jackson-Cohen,['Action'],3.0
Philip Baker Hall,['Family'],36.0
Diego Boneta,['Science Fiction'],1.0
Sean Flynn,['Family'],1.0
Carice van Houten,['Romance'],6.0
Mark Rolston,['Comedy'],16.0
Peter Horton,['War'],5.0
Judge Reinhold,['Science Fiction'],15.0
Booboo Stewart,['TV Movie'],3.0
Armie Hammer,['Family'],5.0
Julia Sweeney,['Romance'],10.0
Phylicia Rashād,['Romance'],3.0
Louise Fletcher,['Family'],21.0
Kevin Nealon,['Music'],20.0
Roger Craig Smith,['Romance'],3.0
Amy Ryan,['Family'],7.0
Saffron Burrows,['Mystery'],11.0
Michael O'Neill,['Mystery'],13.0
Jeremy Irvine,['War'],2.0
Sasha Roiz,['Family'],6.0
Pam Ferris,[],7.0
Tucker Albrizzi,['War'],3.0
Richard Jenkins,['Family'],52.0
Robert Ri'chard,['Family'],3.0
Lesley-Anne Down,['Science Fiction'],8.0
Michelle Pierce,['Mystery'],2.0
James Badge Dale,['Mystery'],4.0
Margarita Levieva,['Science Fiction'],4.0
Ralph Waite,['Science Fiction'],9.0
Irrfan Khan,['Romance'],11.0
Lee Oakes,['Science Fiction'],3.0
Hannah Gordon,['Romance'],3.0
Phil Davis,[],8.0
Pierre Boulanger,['Romance'],2.0
Zoe Lister-Jones,['Science Fiction'],4.0
Mark Sheppard,['Mystery'],1.0
Roy Dotrice,['War'],8.0
Alicia Coppola,['Mystery'],2.0
Lee Ingleby,[],3.0
Art Malik,['War'],7.0
Laurence Olivier,['Thriller'],14.0
David Walliams,['Mystery'],7.0
Carla Gallo,['Comedy'],10.0
Idina Menzel,['Family'],2.0
Sal Lopez,['Thriller'],7.0
Michael Douglas,['Romance'],30.0
Genie Francis,['Family'],1.0
Stephen Fry,['War'],18.0
Bill Maher,['Family'],10.0
Lili Taylor,['Family'],16.0
Jeremiah Birkett,['Science Fiction'],4.0
Jada Pinkett Smith,['Romance'],17.0
Lynda Boyd,['Family'],11.0
Nia Vardalos,['Science Fiction'],4.0
Mike Henry,['Romance'],7.0
Roma Maffia,['Romance'],9.0
Clyde Kusatsu,['Mystery'],32.0
JB Blanc,['Family'],5.0
Takehito Koyasu,['Science Fiction'],3.0
Anthony Anderson,['Family'],23.0
Marcia Wallace,[],4.0
Ever Carradine,['Family'],6.0
Peter O'Brien,['Romance'],3.0
Christopher Guest,['Romance'],14.0
Rhea Perlman,['Mystery'],5.0
Bianca Bree,['Family'],4.0
Mamoru Miyano,['Romance'],1.0
Tania Gunadi,['Romance'],1.0
Jürgen Prochnow,['Romance'],18.0
Zeljko Ivanek,['Family'],20.0
Tom Baker,['War'],4.0
Sarah Strange,['Romance'],5.0
Mel Blanc,['Family'],15.0
Drea de Matteo,['Family'],5.0
Brooke Langton,['Family'],5.0
Salli Saffioti,['TV Movie'],2.0
Colton Dunn,['Crime'],1.0
Nicole Muñoz,['Comedy'],7.0
Rachelle Lefevre,['Family'],6.0
Jeremy Howard,['Mystery'],9.0
James Best,['Thriller'],11.0
Olga Sosnovska,['Romance'],1.0
Robert Loggia,['Family'],26.0
Helmut Berger,['Science Fiction'],2.0
Jack Shepherd,['Family'],5.0
Glenn Howerton,['War'],5.0
Rose Abdoo,['TV Movie'],6.0
Patrick Malahide,['Family'],14.0
Roslyn Ruff,['Drama'],3.0
Matt Frewer,['Science Fiction'],13.0
Cory Hardrict,['TV Movie'],4.0
Mark Gatiss,['Mystery'],5.0
Sela Ward,['War'],12.0
Henry Ian Cusick,['Romance'],2.0
Jack McBrayer,['Thriller'],7.0
Kyle Gass,['Comedy'],15.0
Laura Benanti,['Mystery'],1.0
Brad Garrett,['Family'],15.0
Jarvis Cocker,['Family'],3.0
Joe Pantoliano,['Romance'],28.0
Jo Champa,['Family'],2.0
Jun Fukuyama,['Mystery'],3.0
Amanda Plummer,['Science Fiction'],17.0
Steve Monroe,['Family'],13.0
Wade Williams,['Romance'],10.0
Lew Temple,['Mystery'],9.0
Paul Haggis,['Romance'],1.0
Marisol Nichols,['Thriller'],7.0
Susan Ward,['Mystery'],5.0
Kim Basinger,['Thriller'],24.0
Susan Chuang,['Music'],6.0
Barry Van Dyke,['Romance'],1.0
Dave Attell,['TV Movie'],2.0
Emily Browning,['Family'],7.0
Lanny Flaherty,['Romance'],12.0
Goran Visnjic,['Science Fiction'],8.0
Arthur Anderson,['Family'],3.0
DeRay Davis,['Mystery'],14.0
Annie Abbott,['Romance'],3.0
Brett Kelly,['Romance'],5.0
CCH Pounder,['Family'],12.0
G.W. Bailey,['Mystery'],12.0
Marguerite Moreau,['Family'],10.0
Laura Haddock,['Family'],1.0
John Reardon,['Family'],4.0
Peter Boyle,['Romance'],26.0
Ng Man-tat,['Family'],8.0
Christina Chong,['Crime'],2.0
Paul Herman,['Romance'],26.0
Jessica Amlee,['Romance'],4.0
Bernard Hill,['Family'],12.0
Amy Sloan,['Romance'],2.0
Tracie Thoms,['Romance'],3.0
Erika Toda,['Science Fiction'],3.0
Joan Jett,['Mystery'],1.0
Kris Marshall,['Romance'],6.0
Anika Noni Rose,['Romance'],7.0
Lake Bell,['Romance'],8.0
Jeremy London,['Mystery'],2.0
Kurtwood Smith,['Family'],23.0
Robert Prosky,['Romance'],22.0
Peter Sohn,['Family'],2.0
Todd Phillips,['Science Fiction'],4.0
Keegan Connor Tracy,['Family'],6.0
Kevin McKidd,['Family'],11.0
Tony Amendola,['Crime'],11.0
E.G. Marshall,['Crime'],13.0
Aaron Hill,['Family'],4.0
Timothy Busfield,['Science Fiction'],6.0
Eloise Mumford,['Science Fiction'],1.0
Sasha Jackson,['TV Movie'],2.0
Annabelle Apsion,['Crime'],2.0
Daniel Auteuil,['Romance'],4.0
Sean Marquette,['Romance'],4.0
Katharine Isabelle,['Mystery'],11.0
Rica Matsumoto,['Romance'],3.0
Kay Panabaker,['Mystery'],4.0
Andre Braugher,['Family'],11.0
Alwara Höfels,['Romance'],1.0
Lola Glaudini,['Romance'],3.0
Lily Tomlin,['War'],12.0
Yeo Jin-goo,['Romance'],1.0
Kevin McDonald,['Crime'],7.0
David Wenham,[],11.0
Teresa Palmer,['Family'],8.0
Elisabeth Harnois,['Science Fiction'],3.0
Barbara Niven,['TV Movie'],4.0
Dean Winters,['Romance'],3.0
Gary Dourdan,['Romance'],8.0
Tamera Mowry-Housley,['Comedy'],2.0
Holliday Grainger,['Mystery'],2.0
A.J. Buckley,['TV Movie'],9.0
Timothy Adams,['Family'],3.0
Geoff Pierson,['Family'],10.0
Alberta Watson,['Science Fiction'],10.0
Joel Grey,['Action'],7.0
Noah Munck,['Romance'],3.0
Graham Greene,['Science Fiction'],12.0
Brooke Dillman,['TV Movie'],1.0
Paul Feig,['Romance'],11.0
Jason Priestley,['Mystery'],8.0
Tomas Arana,['Western'],14.0
Hera Hilmar,['Thriller'],1.0
Bob Balaban,['Family'],28.0
Rod Taylor,['Science Fiction'],10.0
Tony Rock,['Romance'],2.0
Jennifer Freeman,['Science Fiction'],1.0
Struan Rodger,['War'],5.0
Sidharth Malhotra,['Family'],1.0
George Coe,['Romance'],12.0
Stacy Edwards,['Romance'],6.0
Kara Zediker,['Comedy'],2.0
Tim Russ,['Science Fiction'],10.0
Kristin Dattilo,['Music'],1.0
Aunjanue Ellis-Taylor,['Thriller'],13.0
Leslie Hendrix,['Drama'],2.0
Ken Hudson Campbell,['Drama'],9.0
Paula Shaw,['Family'],5.0
George Hearn,['Romance'],6.0
Paul Reubens,['Science Fiction'],18.0
Katherine Waterston,['Crime'],4.0
Laurent Lafitte,['Family'],5.0
Gabriel Basso,['Romance'],3.0
Adrian Hough,['Comedy'],8.0
Bumper Robinson,['Mystery'],5.0
Joe Flanigan,['Family'],2.0
Erin Cahill,['TV Movie'],2.0
Tang Yan,['Science Fiction'],2.0
Jim Meskimen,['Mystery'],9.0
Aaron Hendry,['Thriller'],3.0
Til Schweiger,['War'],17.0
Jennifer Darling,['Family'],17.0
Maxi Iglesias,['War'],1.0
Vincent Lacoste,['Thriller'],2.0
Brandon Jay McLaren,['TV Movie'],6.0
Malcolm Goodwin,['Comedy'],7.0
David Haydn-Jones,['Romance'],1.0
Marcus Henderson,['Family'],1.0
Rod Wilson,['TV Movie'],1.0
Tamala Jones,['Romance'],12.0
Diora Baird,['Crime'],7.0
Ty Burrell,[],10.0
Roy Thinnes,['Science Fiction'],4.0
Keith Allen,['Western'],10.0
David Robinson,['Mystery'],4.0
Demián Bichir,[],5.0
M. Night Shyamalan,['Family'],8.0
Alison Lohman,['Mystery'],10.0
Jason Flemyng,['Thriller'],27.0
Jacqueline MacInnes Wood,[],1.0
Jenifer Lewis,['Mystery'],21.0
Felisha Terrell,['Romance'],2.0
Stepfanie Kramer,[],2.0
Harvey Atkin,['Family'],7.0
Lynne Marie Stewart,['Science Fiction'],16.0
Mark Taylor,['Romance'],2.0
Leos Carax,['Music'],2.0
Danai Gurira,['Romance'],1.0
Tony Way,['Romance'],4.0
Jeff Dunham,['Romance'],2.0
David Lynch,['Mystery'],5.0
Kerr Smith,['Romance'],5.0
Takeshi Aono,['Science Fiction'],9.0
Rani Mukerji,['Mystery'],14.0
June Kyoto Lu,['Animation'],4.0
Neil Flynn,['Romance'],11.0
Rachel Hurd-Wood,['Mystery'],5.0
Ally Maki,['Family'],1.0
Tom Savini,['Romance'],20.0
Chelsea Hobbs,['Family'],1.0
Brent Huff,['Family'],3.0
Michael Wong,['Crime'],4.0
Steve Bacic,['Mystery'],7.0
Brenda Crichlow,['Family'],5.0
Fat Joe,['Romance'],3.0
Jessica Schwarz,['Romance'],1.0
Conrad Vernon,['Romance'],12.0
Sacha Dhawan,['Family'],1.0
Michael Kelly,['Mystery'],14.0
Imani Hakim,['Family'],1.0
Marc Singer,['Family'],3.0
Jeffrey Pierce,['Romance'],2.0
Jay Simpson,['Romance'],4.0
Peggy Lipton,['Romance'],6.0
Dikran Tulaine,['Crime'],3.0
Chris Potter,['Mystery'],4.0
Kathryn Greenwood,['Family'],2.0
Tembi Locke,['Family'],4.0
Bijou Phillips,['TV Movie'],11.0
Tina Casciani,['Mystery'],1.0
Mike Pniewski,['Music'],15.0
Dillon Casey,['Romance'],2.0
John Terlesky,['Romance'],3.0
Bill Kelly,[],2.0
Alexia Fast,['Romance'],1.0
Giannina Facio,['Romance'],9.0
Douglas Hodge,['Family'],5.0
Mary Elizabeth McGlynn,['Romance'],1.0
Graham Wardle,['Mystery'],1.0
Jere Burns,['Science Fiction'],8.0
T.J. Thyne,['Family'],8.0
Salman Khan,['TV Movie'],20.0
Ray Barrett,['Family'],2.0
Paulina Gaitán,['Romance'],2.0
James Gandolfini,['Romance'],27.0
Alan Dale,['Crime'],7.0
Jeffrey DeMunn,['Mystery'],16.0
Enrique Arce,['War'],1.0
Robert Hardy,['Crime'],7.0
Jane Levy,['Science Fiction'],1.0
Kate Maberly,['Fantasy'],2.0
Randolph Mantooth,['Science Fiction'],1.0
Rinko Kikuchi,['Romance'],4.0
Justin Welborn,['Family'],5.0
Johnny Vegas,['Science Fiction'],1.0
Keith Powell,['War'],1.0
Colman Domingo,['Family'],3.0
Amy Hill,['Mystery'],15.0
Telma Hopkins,[],3.0
Natasha Lyonne,['Crime'],13.0
Kimberly Elise,['Family'],7.0
David Selby,['Romance'],10.0
Michael Stuhlbarg,['Romance'],7.0
George MacKay,['Science Fiction'],2.0
Pierre Niney,['Mystery'],1.0
Justin Bartha,['Romance'],8.0
Maribel Verdú,['Mystery'],5.0
Jack Noseworthy,['Romance'],12.0
Mo Rocca,['Family'],1.0
Jefferson Brown,['War'],1.0
Simon Rex,['Mystery'],8.0
Raza Murad,['Comedy'],3.0
Yuriko Ishida,['Family'],2.0
Stephanie Hodge,['Romance'],6.0
Damon Wayans Jr.,['Animation'],3.0
Addison Timlin,['Romance'],1.0
K. Viswanath,['Mystery'],3.0
Helen McCrory,['Action'],13.0
Nazanin Boniadi,['Music'],3.0
Tait Fletcher,['Romance'],1.0
Alice Callahan,['Romance'],1.0
Tom Mardirosian,['Mystery'],6.0
Kathleen Barr,['Science Fiction'],3.0
Luisa Ranieri,['Romance'],1.0
Matt Servitto,['Family'],5.0
Mark Addy,['Family'],10.0
Natasha Leggero,['Comedy'],1.0
Brandon Soo Hoo,['Romance'],2.0
Christian Serratos,['Romance'],4.0
Ian Roberts,[],15.0
Polly Walker,['Romance'],9.0
Brandon T. Jackson,[],8.0
Katsuyuki Konishi,['Family'],3.0
Emerald Fennell,['Family'],3.0
Hart Bochner,['Thriller'],13.0
Mason Vale Cotton,['Crime'],2.0
Lindsay Sloane,['Mystery'],9.0
Lorenzo Lamas,['TV Movie'],2.0
Brianna Brown,['Mystery'],7.0
Brigitte Nielsen,['Family'],6.0
William Hill,['Mystery'],9.0
Steven Anthony Lawrence,['Romance'],8.0
Luisa d'Oliveira,['Romance'],1.0
Nayanthara,['Family'],3.0
Melissa Leo,['Family'],15.0
Howie Dorough,['Thriller'],1.0
Emmanuelle Vaugier,['Romance'],8.0
Martin Mull,['Music'],9.0
Stuart Graham,['Romance'],6.0
Tamsin Greig,['Mystery'],4.0
Portia Doubleday,['Romance'],2.0
Lesley Manville,['Romance'],5.0
Ian McElhinney,['Thriller'],5.0
Jiro Sato,['Romance'],1.0
Darby Stanchfield,['Family'],1.0
Andrew Lincoln,['Family'],7.0
Darcy Rose Byrnes,['Romance'],1.0
Yoon Jin-seo,['Romance'],2.0
Martina Gedeck,['Family'],6.0
Adam Johnson,['Mystery'],1.0
Catherine Corcoran,['War'],1.0
Barbra Streisand,['Thriller'],14.0
Peta Sergeant,['Science Fiction'],2.0
French Stewart,['Thriller'],11.0
France Nuyen,['Romance'],3.0
Ryan Merriman,['Science Fiction'],5.0
Gabriel Iglesias,['Family'],1.0
Coolio,['Family'],6.0
Malcolm Stewart,['Family'],10.0
Kierston Wareing,['War'],2.0
Parker Posey,['Science Fiction'],20.0
Tammy Townsend,['Crime'],2.0
Don Knotts,['Music'],12.0
Ike Barinholtz,['Comedy'],3.0
Clark Johnson,['Crime'],8.0
Joe Morton,['Action'],22.0
Tracey Gold,['Crime'],2.0
Faith Prince,['Romance'],6.0
Anna Sawai,['TV Movie'],1.0
Victor Cruz,['Family'],2.0
Sheila Hancock,['Family'],3.0
Elizabeth Thai,['Crime'],3.0
Jonathan Roumie,['Romance'],2.0
Tom Noonan,['Science Fiction'],17.0
Simon Callow,['Romance'],17.0
Josh Hamilton,['War'],9.0
Jude Ciccolella,['Romance'],17.0
Ryotaro Okiayu,['Crime'],2.0
Prakash Raj,['Action'],13.0
Frances de la Tour,['War'],7.0
Thomas Mann,['Family'],3.0
Julie Cox,['Science Fiction'],3.0
Kristoffer Joner,['Comedy'],4.0
Hiroshi Kamiya,['TV Movie'],2.0
Ophelia Lovibond,['Mystery'],6.0
Taryn Manning,['Science Fiction'],12.0
Ian Gomez,['Family'],6.0
Chris Geere,['Romance'],1.0
Kimberly-Sue Murray,['Mystery'],1.0
Jerry Stiller,['Romance'],14.0
Reginald VelJohnson,['Thriller'],9.0
James Tupper,['Thriller'],4.0
Gordon Liu Chia-hui,['Romance'],6.0
Megan Cavanagh,['Family'],9.0
Patricia Belcher,['Mystery'],12.0
Ricky Martin,['Drama'],1.0
John Cameron Mitchell,['Mystery'],3.0
Henry Rollins,['Crime'],10.0
Kate Vernon,['Family'],4.0
Eddie Griffin,['Music'],19.0
Maggie Cheung,['Romance'],6.0
Garcelle Beauvais,['Romance'],7.0
Joaquim de Almeida,['Thriller'],6.0
Louis Herthum,['Romance'],8.0
John Bradley,['Action'],2.0
Raymond Thiry,[],1.0
Christian Oliver,['War'],2.0
David Cross,['Family'],22.0
Andrea Anders,['TV Movie'],2.0
Matt Lucas,['Comedy'],5.0
Bruce Vilanch,[],3.0
Cree Summer,['Romance'],7.0
Stefanie Scott,['Science Fiction'],3.0
Jim Shield,['Family'],1.0
Marc Blucas,['Family'],15.0
David Bowe,[],15.0
Dax Shepard,['Mystery'],11.0
John Mills,['Romance'],8.0
Brian Geraghty,['Family'],11.0
