Year,Actor,Character,Film,GG_Best_Actor_Drama,GG_Best_Actress_Drama,GG_Best_Supporting_Actor,GG_Best_Supporting_Actress,GG_Best_Actor_Comedy_or_Musical,GG_Best_Actress_Comedy_or_Musical
1961,Maximilian Schell,Hans Rolfe,Judgment at Nuremberg,1.0,0.0,0.0,0.0,0.0,0.0
1961,Warren Beatty,Bud Stamper,Splendor in the Grass,1.0,0.0,0.0,0.0,0.0,0.0
1961,Maurice Chevalier,Pannisse,Fanny,1.0,0.0,0.0,0.0,0.0,0.0
1961,Paul Newman,Fast Eddie Felson,The Hustler,1.0,0.0,0.0,0.0,0.0,0.0
1961,Sidney Poitier,Walter Lee Younger,A Raisin in the Sun,1.0,0.0,0.0,0.0,0.0,0.0
1962,Gregory Peck,Atticus Finch,To Kill a Mockingbird,1.0,0.0,0.0,0.0,0.0,0.0
1962,Laurence Harvey,Wilhelm Grimm/The Cobbler,The Wonderful World of the Brothers Grimm,1.0,0.0,0.0,0.0,0.0,0.0
1962,Burt Lancaster,Robert Franklin Stroud,Birdman of Alcatraz,1.0,0.0,0.0,0.0,0.0,0.0
1962,Jack Lemmon,Joe Clay,Days of Wine and Roses,1.0,0.0,0.0,0.0,0.0,0.0
1962,James Mason,Humbert Humbert,Lolita,1.0,0.0,0.0,0.0,0.0,0.0
1962,Paul Newman,Chance Wayne,Sweet Bird of Youth,1.0,0.0,0.0,0.0,0.0,0.0
1962,Peter O'Toole,T. E. Lawrence,Lawrence of Arabia,1.0,0.0,0.0,0.0,0.0,0.0
1962,Anthony Quinn,Auda ibu Tayi,Lawrence of Arabia,1.0,0.0,0.0,0.0,0.0,0.0
1963,Sidney Poitier,Homer Smith,Lilies of the Field,1.0,0.0,0.0,0.0,0.0,0.0
1963,Marlon Brando,Harrison Carter MacWhite,The Ugly American,1.0,0.0,0.0,0.0,0.0,0.0
1963,Stathis Giallelis,Stavros Topouzoglou,America America,1.0,0.0,0.0,0.0,0.0,0.0
1963,Rex Harrison,Julius Caesar,Cleopatra,1.0,0.0,0.0,0.0,0.0,0.0
1963,Steve McQueen,Rocky Papasano,Love with the Proper Stranger,1.0,0.0,0.0,0.0,0.0,0.0
1963,Paul Newman,Hud Bannon,Hud,1.0,0.0,0.0,0.0,0.0,0.0
1963,Gregory Peck,Captain Josiah Newman,"Captain Newman, M.D.",1.0,0.0,0.0,0.0,0.0,0.0
1963,Tom Tryon,Stephen Fermoyle,The Cardinal,1.0,0.0,0.0,0.0,0.0,0.0
1964,Peter O'Toole,King Henry II,Becket,1.0,0.0,0.0,0.0,0.0,0.0
1964,Richard Burton,Thomas Becket,Becket,1.0,0.0,0.0,0.0,0.0,0.0
1964,Anthony Franciosa,Juan Luis Rodriguez,Rio Conchos,1.0,0.0,0.0,0.0,0.0,0.0
1964,Fredric March,President Lyman,Seven Days in May,1.0,0.0,0.0,0.0,0.0,0.0
1964,Anthony Quinn,Alexis Zorba,Zorba the Greek,1.0,0.0,0.0,0.0,0.0,0.0
1965,Omar Sharif,Yuri Zhivago,Doctor Zhivago,1.0,0.0,0.0,0.0,0.0,0.0
1965,Rex Harrison,Pope Julius II,The Agony and the Ecstasy,1.0,0.0,0.0,0.0,0.0,0.0
1965,Sidney Poitier,Gordon Ralfe,A Patch of Blue,1.0,0.0,0.0,0.0,0.0,0.0
1965,Rod Steiger,Sol Nazerman,The Pawnbroker,1.0,0.0,0.0,0.0,0.0,0.0
1965,Oskar Werner,Willie Schumann,Ship of Fools,1.0,0.0,0.0,0.0,0.0,0.0
1966,Paul Scofield,Sir Thomas More,A Man for All Seasons,1.0,0.0,0.0,0.0,0.0,0.0
1966,Richard Burton,George,Who's Afraid of Virginia Woolf?,1.0,0.0,0.0,0.0,0.0,0.0
1966,Michael Caine,Alfie,Alfie,1.0,0.0,0.0,0.0,0.0,0.0
1966,Steve McQueen,Machinist's Mate 1st Class Jake Holman,The Sand Pebbles,1.0,0.0,0.0,0.0,0.0,0.0
1966,Max von Sydow,Reverend Abner Hale,Hawaii,1.0,0.0,0.0,0.0,0.0,0.0
1967,Rod Steiger,Police Chief Bill Gillespie,In the Heat of the Night,1.0,0.0,0.0,0.0,0.0,0.0
1967,Alan Bates,Gabriel Oak,Far from the Madding Crowd,1.0,0.0,0.0,0.0,0.0,0.0
1967,Warren Beatty,Clyde Barrow,Bonnie and Clyde,1.0,0.0,0.0,0.0,0.0,0.0
1967,Paul Newman,"Lucas ""Luke"" Jackson",Cool Hand Luke,1.0,0.0,0.0,0.0,0.0,0.0
1967,Sidney Poitier,Detective Virgil Tibbs,In the Heat of the Night,1.0,0.0,0.0,0.0,0.0,0.0
1967,Spencer Tracy,Matt Drayton,Guess Who's Coming to Dinner,1.0,0.0,0.0,0.0,0.0,0.0
1968,Peter O'Toole,King Henry II,The Lion in Winter,1.0,0.0,0.0,0.0,0.0,0.0
1968,Alan Arkin,John Singer,The Heart Is a Lonely Hunter,1.0,0.0,0.0,0.0,0.0,0.0
1968,Alan Bates,Yakov Bok,The Fixer,1.0,0.0,0.0,0.0,0.0,0.0
1968,Tony Curtis,Albert DeSalvo,The Boston Strangler,1.0,0.0,0.0,0.0,0.0,0.0
1968,Cliff Robertson,Charlie Gordon,Charly,1.0,0.0,0.0,0.0,0.0,0.0
1969,John Wayne,Rooster Cogburn,True Grit,1.0,0.0,0.0,0.0,0.0,0.0
1969,Alan Arkin,"Abraham ""Popi"" Rodriguez",Popi,1.0,0.0,0.0,0.0,0.0,0.0
1969,Richard Burton,King Henry VIII,Anne of the Thousand Days,1.0,0.0,0.0,0.0,0.0,0.0
1969,Dustin Hoffman,"Enrico ""Ratso"" Rizzo",Midnight Cowboy,1.0,0.0,0.0,0.0,0.0,0.0
1969,Jon Voight,Joe Buck,Midnight Cowboy,1.0,0.0,0.0,0.0,0.0,0.0
1970,George C. Scott,George S. Patton,Patton,1.0,0.0,0.0,0.0,0.0,0.0
1970,Melvyn Douglas,Tom Garrison,I Never Sang for My Father,1.0,0.0,0.0,0.0,0.0,0.0
1970,James Earl Jones,Jack Jefferson,The Great White Hope,1.0,0.0,0.0,0.0,0.0,0.0
1970,Jack Nicholson,Robert Eroica Dupea,Five Easy Pieces,1.0,0.0,0.0,0.0,0.0,0.0
1970,Ryan O'Neal,Oliver Barret IV,Love Story,1.0,0.0,0.0,0.0,0.0,0.0
1971,Gene Hackman,"Detective Jimmy ""Popeye"" Doyle",The French Connection,1.0,0.0,0.0,0.0,0.0,0.0
1971,Peter Finch,Daniel Hirsh,Sunday Bloody Sunday,1.0,0.0,0.0,0.0,0.0,0.0
1971,Malcolm McDowell,Alex DeLarge,A Clockwork Orange,1.0,0.0,0.0,0.0,0.0,0.0
1971,Jack Nicholson,Jonathan Fuerst,Carnal Knowledge,1.0,0.0,0.0,0.0,0.0,0.0
1971,George C. Scott,Dr. Herbert Bock,The Hospital,1.0,0.0,0.0,0.0,0.0,0.0
1972,Marlon Brando,Vito Corleone,The Godfather,1.0,0.0,0.0,0.0,0.0,0.0
1972,Michael Caine,Milo Tindle,Sleuth,1.0,0.0,0.0,0.0,0.0,0.0
1972,Laurence Olivier,Andrew Wyke,Sleuth,1.0,0.0,0.0,0.0,0.0,0.0
1972,Al Pacino,Michael Corleone,The Godfather,1.0,0.0,0.0,0.0,0.0,0.0
1972,Jon Voight,Ed,Deliverance,1.0,0.0,0.0,0.0,0.0,0.0
1973,Al Pacino,Frank Serpico,Serpico,1.0,0.0,0.0,0.0,0.0,0.0
1973,Robert Blake,John Wintergreen,Electra Glide in Blue,1.0,0.0,0.0,0.0,0.0,0.0
1973,Jack Lemmon,Harry Stoner,Save the Tiger,1.0,0.0,0.0,0.0,0.0,0.0
1973,Steve McQueen,"Henri ""Papillon"" Charrière",Papillon,1.0,0.0,0.0,0.0,0.0,0.0
1973,Jack Nicholson,"Signalman 1st Class Billy L. ""Badass"" Buddusky",The Last Detail,1.0,0.0,0.0,0.0,0.0,0.0
1974,Jack Nicholson,"J. J. ""Jake"" Gittes",Chinatown,1.0,0.0,0.0,0.0,0.0,0.0
1974,James Caan,Axel Freed,The Gambler,1.0,0.0,0.0,0.0,0.0,0.0
1974,Gene Hackman,Harry Caul,The Conversation,1.0,0.0,0.0,0.0,0.0,0.0
1974,Dustin Hoffman,Lenny Bruce,Lenny,1.0,0.0,0.0,0.0,0.0,0.0
1974,Al Pacino,Michael Corleone,The Godfather Part II,1.0,0.0,0.0,0.0,0.0,0.0
1975,Jack Nicholson,"Randle Patrick ""Mac"" McMurphy",One Flew Over the Cuckoo's Nest,1.0,0.0,0.0,0.0,0.0,0.0
1975,Gene Hackman,"Detective Jimmy ""Popeye"" Doyle",French Connection II,1.0,0.0,0.0,0.0,0.0,0.0
1975,Al Pacino,Sonny Wortzik,Dog Day Afternoon,1.0,0.0,0.0,0.0,0.0,0.0
1975,Maximilian Schell,Arthur Goldman,The Man in the Glass Booth,1.0,0.0,0.0,0.0,0.0,0.0
1975,James Whitmore,Harry S. Truman,"Give 'em Hell, Harry!",1.0,0.0,0.0,0.0,0.0,0.0
1976,Peter Finch (posthumous),Howard Beale,Network,1.0,0.0,0.0,0.0,0.0,0.0
1976,David Carradine,Woody Guthrie,Bound for Glory,1.0,0.0,0.0,0.0,0.0,0.0
1976,Robert De Niro,Travis Bickle,Taxi Driver,1.0,0.0,0.0,0.0,0.0,0.0
1976,Dustin Hoffman,"""Babe"" Levy",Marathon Man,1.0,0.0,0.0,0.0,0.0,0.0
1976,Sylvester Stallone,Rocky Balboa,Rocky,1.0,0.0,0.0,0.0,0.0,0.0
1977,Richard Burton,Dr. Martin Dysart,Equus,1.0,0.0,0.0,0.0,0.0,0.0
1977,Marcello Mastroianni,Gabriele,A Special Day,1.0,0.0,0.0,0.0,0.0,0.0
1977,Al Pacino,Bobby Deerfield,Bobby Deerfield,1.0,0.0,0.0,0.0,0.0,0.0
1977,Gregory Peck,Douglas MacArthur,MacArthur,1.0,0.0,0.0,0.0,0.0,0.0
1977,Henry Winkler,Jack Dunne,Heroes,1.0,0.0,0.0,0.0,0.0,0.0
1978,Jon Voight,Luke Martin,Coming Home,1.0,0.0,0.0,0.0,0.0,0.0
1978,Brad Davis,Billy Hayes,Midnight Express,1.0,0.0,0.0,0.0,0.0,0.0
1978,Robert De Niro,Michael Vronsky,The Deer Hunter,1.0,0.0,0.0,0.0,0.0,0.0
1978,Anthony Hopkins,"Corky Withers / ""Fats""",Magic,1.0,0.0,0.0,0.0,0.0,0.0
1978,Gregory Peck,Dr. Josef Mengele,The Boys from Brazil,1.0,0.0,0.0,0.0,0.0,0.0
1979,Dustin Hoffman,Ted Kramer,Kramer vs. Kramer,1.0,0.0,0.0,0.0,0.0,0.0
1979,Jack Lemmon,Jack Godell,The China Syndrome,1.0,0.0,0.0,0.0,0.0,0.0
1979,Al Pacino,Arthur Kirkland,...And Justice for All,1.0,0.0,0.0,0.0,0.0,0.0
1979,Jon Voight,Billy Flynn,The Champ,1.0,0.0,0.0,0.0,0.0,0.0
1979,James Woods,Gregory Powell,The Onion Field,1.0,0.0,0.0,0.0,0.0,0.0
1980,Robert De Niro,Jake LaMotta,Raging Bull,1.0,0.0,0.0,0.0,0.0,0.0
1980,John Hurt,John Merrick,The Elephant Man,1.0,0.0,0.0,0.0,0.0,0.0
1980,Jack Lemmon,Scottie Templeton,Tribute,1.0,0.0,0.0,0.0,0.0,0.0
1980,Peter O'Toole,Eli Cross,The Stunt Man,1.0,0.0,0.0,0.0,0.0,0.0
1980,Donald Sutherland,Calvin Jarrett,Ordinary People,1.0,0.0,0.0,0.0,0.0,0.0
1981,Henry Fonda,Norman Thayer,On Golden Pond,1.0,0.0,0.0,0.0,0.0,0.0
1981,Warren Beatty,John Reed,Reds,1.0,0.0,0.0,0.0,0.0,0.0
1981,Timothy Hutton,Brian Moreland,Taps,1.0,0.0,0.0,0.0,0.0,0.0
1981,Burt Lancaster,Lou Pascal,Atlantic City,1.0,0.0,0.0,0.0,0.0,0.0
1981,Treat Williams,Daniel Ciello,Prince of the City,1.0,0.0,0.0,0.0,0.0,0.0
1982,Ben Kingsley,Mahatma Gandhi,Gandhi,1.0,0.0,0.0,0.0,0.0,0.0
1982,Albert Finney,George Dunlap,Shoot the Moon,1.0,0.0,0.0,0.0,0.0,0.0
1982,Richard Gere,Zack Mayo,An Officer and a Gentleman,1.0,0.0,0.0,0.0,0.0,0.0
1982,Jack Lemmon,Ed Horman,Missing,1.0,0.0,0.0,0.0,0.0,0.0
1982,Paul Newman,Frank Galvin,The Verdict,1.0,0.0,0.0,0.0,0.0,0.0
1983,Tom Courtenay,Norman,The Dresser,1.0,0.0,0.0,0.0,0.0,0.0
1983,Robert Duvall,Mac Sledge,Tender Mercies,1.0,0.0,0.0,0.0,0.0,0.0
1983,Tom Conti,Gowan McGland,"Reuben, Reuben",1.0,0.0,0.0,0.0,0.0,0.0
1983,Richard Farnsworth,Bill Miner,The Grey Fox,1.0,0.0,0.0,0.0,0.0,0.0
1983,Albert Finney,Sir,The Dresser,1.0,0.0,0.0,0.0,0.0,0.0
1983,Al Pacino,Tony Montana,Scarface,1.0,0.0,0.0,0.0,0.0,0.0
1983,Eric Roberts,Paul Snider,Star 80,1.0,0.0,0.0,0.0,0.0,0.0
1984,F. Murray Abraham,Antonio Salieri,Amadeus,1.0,0.0,0.0,0.0,0.0,0.0
1984,Jeff Bridges,"Starman (""Scott Hayden"")",Starman,1.0,0.0,0.0,0.0,0.0,0.0
1984,Albert Finney,Geoffrey Firmin,Under the Volcano,1.0,0.0,0.0,0.0,0.0,0.0
1984,Tom Hulce,Wolfgang Amadeus Mozart,Amadeus,1.0,0.0,0.0,0.0,0.0,0.0
1984,Sam Waterston,Sydney Schanberg,The Killing Fields,1.0,0.0,0.0,0.0,0.0,0.0
1985,Jon Voight,Oscar Manheim,Runaway Train,1.0,0.0,0.0,0.0,0.0,0.0
1985,Harrison Ford,John Book,Witness,1.0,0.0,0.0,0.0,0.0,0.0
1985,Gene Hackman,Harry MacKenzie,Twice in a Lifetime,1.0,0.0,0.0,0.0,0.0,0.0
1985,William Hurt,Luis Molina,Kiss of the Spider Woman,1.0,0.0,0.0,0.0,0.0,0.0
1985,Raul Julia,Valentin Arregui,Kiss of the Spider Woman,1.0,0.0,0.0,0.0,0.0,0.0
1986,Bob Hoskins,George,Mona Lisa,1.0,0.0,0.0,0.0,0.0,0.0
1986,Harrison Ford,Allie Fox,The Mosquito Coast,1.0,0.0,0.0,0.0,0.0,0.0
1986,Dexter Gordon,Dale Turner,Round Midnight,1.0,0.0,0.0,0.0,0.0,0.0
1986,William Hurt,James Leeds,Children of a Lesser God,1.0,0.0,0.0,0.0,0.0,0.0
1986,Jeremy Irons,Father Gabriel,The Mission,1.0,0.0,0.0,0.0,0.0,0.0
1986,Paul Newman,Fast Eddie Felson,The Color of Money,1.0,0.0,0.0,0.0,0.0,0.0
1987,Michael Douglas,Gordon Gekko,Wall Street,1.0,0.0,0.0,0.0,0.0,0.0
1987,John Lone,Puyi,The Last Emperor,1.0,0.0,0.0,0.0,0.0,0.0
1987,Jack Nicholson,Francis Phelan,Ironweed,1.0,0.0,0.0,0.0,0.0,0.0
1987,Nick Nolte,Lee Umstetter,Weeds,1.0,0.0,0.0,0.0,0.0,0.0
1987,Denzel Washington,Steve Biko,Cry Freedom,1.0,0.0,0.0,0.0,0.0,0.0
1988,Dustin Hoffman,Raymond Babbitt,Rain Man,1.0,0.0,0.0,0.0,0.0,0.0
1988,Gene Hackman,Rupert Anderson,Mississippi Burning,1.0,0.0,0.0,0.0,0.0,0.0
1988,Tom Hulce,Dominick Luciano,Dominick and Eugene,1.0,0.0,0.0,0.0,0.0,0.0
1988,Edward James Olmos,Jaime Escalante,Stand and Deliver,1.0,0.0,0.0,0.0,0.0,0.0
1988,Forest Whitaker,Charlie Parker,Bird,1.0,0.0,0.0,0.0,0.0,0.0
1989,Tom Cruise,Ron Kovic,Born on the Fourth of July,1.0,0.0,0.0,0.0,0.0,0.0
1989,Daniel Day-Lewis,Christy Brown,My Left Foot,1.0,0.0,0.0,0.0,0.0,0.0
1989,Jack Lemmon,Jake Tremont,Dad,1.0,0.0,0.0,0.0,0.0,0.0
1989,Al Pacino,Frank Keller,Sea of Love,1.0,0.0,0.0,0.0,0.0,0.0
1989,Robin Williams,John Keating,Dead Poets Society,1.0,0.0,0.0,0.0,0.0,0.0
2000,Tom Hanks,Chuck Noland,Cast Away,1.0,0.0,0.0,0.0,0.0,0.0
2000,Javier Bardem,Reinaldo Arenas,Before Night Falls,1.0,0.0,0.0,0.0,0.0,0.0
2000,Russell Crowe,Maximus Decimus Meridius,Gladiator,1.0,0.0,0.0,0.0,0.0,0.0
2000,Michael Douglas,Grady Tripp,Wonder Boys,1.0,0.0,0.0,0.0,0.0,0.0
2000,Geoffrey Rush,Marquis de Sade,Quills,1.0,0.0,0.0,0.0,0.0,0.0
2001,Russell Crowe,John Nash,A Beautiful Mind,1.0,0.0,0.0,0.0,0.0,0.0
2001,Will Smith,Muhammad Ali,Ali,1.0,0.0,0.0,0.0,0.0,0.0
2001,Kevin Spacey,Quoyle,The Shipping News,1.0,0.0,0.0,0.0,0.0,0.0
2001,Billy Bob Thornton,Ed Crane,The Man Who Wasn't There,1.0,0.0,0.0,0.0,0.0,0.0
2001,Denzel Washington,Detective Alonzo Harris,Training Day,1.0,0.0,0.0,0.0,0.0,0.0
2002,Jack Nicholson,Warren R. Schmidt,About Schmidt,1.0,0.0,0.0,0.0,0.0,0.0
2002,Adrien Brody,Władysław Szpilman,The Pianist,1.0,0.0,0.0,0.0,0.0,0.0
2002,Michael Caine,Thomas Fowler,The Quiet American,1.0,0.0,0.0,0.0,0.0,0.0
2002,Daniel Day-Lewis,"William ""Bill the Butcher"" Cutting",Gangs of New York,1.0,0.0,0.0,0.0,0.0,0.0
2002,Leonardo DiCaprio,"Frank Abagnale, Jr.",Catch Me If You Can,1.0,0.0,0.0,0.0,0.0,0.0
2003,Sean Penn,Jimmy Markum,Mystic River,1.0,0.0,0.0,0.0,0.0,0.0
2003,Russell Crowe,Captain Jack Aubrey,Master and Commander: The Far Side of the World,1.0,0.0,0.0,0.0,0.0,0.0
2003,Tom Cruise,Captain Nathan Algren,The Last Samurai,1.0,0.0,0.0,0.0,0.0,0.0
2003,Ben Kingsley,Massoud Behrani,House of Sand and Fog,1.0,0.0,0.0,0.0,0.0,0.0
2003,Jude Law,W. P. Inman,Cold Mountain,1.0,0.0,0.0,0.0,0.0,0.0
2004,Leonardo DiCaprio,Howard Hughes,The Aviator,1.0,0.0,0.0,0.0,0.0,0.0
2004,Javier Bardem,Ramón Sampedro,The Sea Inside,1.0,0.0,0.0,0.0,0.0,0.0
2004,Don Cheadle,Paul Rusesabagina,Hotel Rwanda,1.0,0.0,0.0,0.0,0.0,0.0
2004,Johnny Depp,J. M. Barrie,Finding Neverland,1.0,0.0,0.0,0.0,0.0,0.0
2004,Liam Neeson,Alfred Kinsey,Kinsey,1.0,0.0,0.0,0.0,0.0,0.0
2005,Philip Seymour Hoffman,Truman Capote,Capote,1.0,0.0,0.0,0.0,0.0,0.0
2005,Russell Crowe,James J. Braddock,Cinderella Man,1.0,0.0,0.0,0.0,0.0,0.0
2005,Terrence Howard,DJay,Hustle & Flow,1.0,0.0,0.0,0.0,0.0,0.0
2005,Heath Ledger,Ennis Del Mar,Brokeback Mountain,1.0,0.0,0.0,0.0,0.0,0.0
2005,David Strathairn,Edward R. Murrow,"Good Night, and Good Luck",1.0,0.0,0.0,0.0,0.0,0.0
2006,Forest Whitaker,Idi Amin,The Last King of Scotland,1.0,0.0,0.0,0.0,0.0,0.0
2006,Leonardo DiCaprio,Danny Archer,Blood Diamond,1.0,0.0,0.0,0.0,0.0,0.0
2006,Leonardo DiCaprio,"William ""Billy"" Costigan, Jr.",The Departed,1.0,0.0,0.0,0.0,0.0,0.0
2006,Peter O'Toole,Maurice Russell,Venus,1.0,0.0,0.0,0.0,0.0,0.0
2006,Will Smith,Chris Gardner,The Pursuit of Happyness,1.0,0.0,0.0,0.0,0.0,0.0
2007,Daniel Day-Lewis,Daniel Plainview,There Will Be Blood,1.0,0.0,0.0,0.0,0.0,0.0
2007,George Clooney,Michael Clayton,Michael Clayton,1.0,0.0,0.0,0.0,0.0,0.0
2007,James McAvoy,Robbie Turner,Atonement,1.0,0.0,0.0,0.0,0.0,0.0
2007,Viggo Mortensen,Nikolai Luzhin,Eastern Promises,1.0,0.0,0.0,0.0,0.0,0.0
2007,Denzel Washington,Frank Lucas,American Gangster,1.0,0.0,0.0,0.0,0.0,0.0
2008,Mickey Rourke,"Randy ""The Ram"" Robinson",The Wrestler,1.0,0.0,0.0,0.0,0.0,0.0
2008,Leonardo DiCaprio,Frank Wheeler,Revolutionary Road,1.0,0.0,0.0,0.0,0.0,0.0
2008,Frank Langella,Richard Nixon,Frost/Nixon,1.0,0.0,0.0,0.0,0.0,0.0
2008,Sean Penn,Harvey Milk,Milk,1.0,0.0,0.0,0.0,0.0,0.0
2008,Brad Pitt,Benjamin Button,The Curious Case of Benjamin Button,1.0,0.0,0.0,0.0,0.0,0.0
2009,Jeff Bridges,"Otis ""Bad"" Blake",Crazy Heart,1.0,0.0,0.0,0.0,0.0,0.0
2009,George Clooney,Ryan Bingham,Up in the Air,1.0,0.0,0.0,0.0,0.0,0.0
2009,Colin Firth,George Falconer,A Single Man,1.0,0.0,0.0,0.0,0.0,0.0
2009,Morgan Freeman,Nelson Mandela,Invictus,1.0,0.0,0.0,0.0,0.0,0.0
2009,Tobey Maguire,Captain Sam Cahill,Brothers,1.0,0.0,0.0,0.0,0.0,0.0
1990,Jeremy Irons,Claus von Bülow,Reversal of Fortune,1.0,0.0,0.0,0.0,0.0,0.0
1990,Kevin Costner,Lt. John J. Dunbar / Dances with Wolves,Dances with Wolves,1.0,0.0,0.0,0.0,0.0,0.0
1990,Richard Harris,Bull McCabe,The Field,1.0,0.0,0.0,0.0,0.0,0.0
1990,Al Pacino,Michael Corleone,The Godfather Part III,1.0,0.0,0.0,0.0,0.0,0.0
1990,Robin Williams,Dr. Malcolm Sayer,Awakenings,1.0,0.0,0.0,0.0,0.0,0.0
1991,Nick Nolte,Tom Wingo,The Prince of Tides,1.0,0.0,0.0,0.0,0.0,0.0
1991,Warren Beatty,Bugsy Siegel,Bugsy,1.0,0.0,0.0,0.0,0.0,0.0
1991,Kevin Costner,Jim Garrison,JFK,1.0,0.0,0.0,0.0,0.0,0.0
1991,Robert De Niro,Max Cady,Cape Fear,1.0,0.0,0.0,0.0,0.0,0.0
1991,Anthony Hopkins,Dr. Hannibal Lecter,The Silence of the Lambs,1.0,0.0,0.0,0.0,0.0,0.0
1992,Al Pacino,Lieutenant Colonel Frank Slade,Scent of a Woman,1.0,0.0,0.0,0.0,0.0,0.0
1992,Tom Cruise,"Lt. Daniel Kaffee, USN, JAG Corps",A Few Good Men,1.0,0.0,0.0,0.0,0.0,0.0
1992,Robert Downey Jr.,Charlie Chaplin,Chaplin,1.0,0.0,0.0,0.0,0.0,0.0
