name,genre_mean_weighted,number_of_movies
Stephen Moyer,['Comedy'],15.0
David O'Hara,['Science Fiction'],21.0
Raven-Symoné,['Romance'],10.0
Madeleine Madden,['Romance'],1.0
Kendall Ryan Sanders,['Thriller'],4.0
Allison Munn,['Family'],1.0
Nick Chinlund,['Family'],19.0
Stella Stevens,['Family'],11.0
Andy Allo,[],2.0
V.J. Foster,['Science Fiction'],9.0
Jisshu Sengupta,[],14.0
Cecily Strong,['Crime'],4.0
Peter Jurasik,['Science Fiction'],8.0
Helen Shaver,['Romance'],14.0
Adrian Martinez,['Romance'],24.0
Flea,[],25.0
Amber Midthunder,['Family'],7.0
David Patrick Kelly,['Romance'],21.0
Alisha Newton,['Family'],3.0
Kim You-jung,['Family'],4.0
Jack Kilmer,['Science Fiction'],6.0
Greg Evigan,['Thriller'],8.0
Michael Goodwin,['Romance'],10.0
Zhu Zhu,['Crime'],6.0
Patricia Bethune,['Music'],2.0
Stacey Travis,['War'],19.0
Derek Luke,['Crime'],17.0
Rachel Bay Jones,['Science Fiction'],1.0
Jaime Murray,['Science Fiction'],5.0
Mike White,['Horror'],14.0
Matt Doran,['Romance'],6.0
Gara Takashima,['War'],3.0
Jacob Scipio,['Drama'],9.0
LL Cool J,['Mystery'],20.0
Rufus,['War'],12.0
Eric Bauza,['Science Fiction'],16.0
Cathy Moriarty,['War'],22.0
Laurence Fox,['Mystery'],9.0
John Bishop,['Romance'],11.0
Bianca Kajlich,['Family'],4.0
Alison Pill,['Romance'],15.0
Paula Malcomson,['Family'],12.0
Nick Brimble,['Thriller'],15.0
Christine Adams,['Romance'],8.0
Mike Binder,['Romance'],5.0
Shirley Rumierk,['Documentary'],3.0
Deji LaRay,['Thriller'],2.0
Sam Underwood,['Mystery'],1.0
Adrian Pasdar,['TV Movie'],7.0
Fran Brill,['Science Fiction'],6.0
Samantha Boscarino,['Romance'],2.0
Emilia Schüle,['Science Fiction'],4.0
Sid Haig,['Romance'],31.0
Elizabeth Vargas,['Comedy'],1.0
Kazuhiko Inoue,['Family'],16.0
Kenneth Mitchell,['Mystery'],4.0
Gwen Stefani,['Thriller'],5.0
Kimberley Sustad,['Crime'],1.0
Charlie Dell,['Mystery'],10.0
Lanie McAuley,['Romance'],2.0
Zhou Dongyu,['Science Fiction'],14.0
Anna Chancellor,['TV Movie'],17.0
Jenny Mollen,['Family'],5.0
Erin Brown,['TV Movie'],11.0
Louise Stratten,['Family'],7.0
Robert Townsend,['Romance'],11.0
Ikuko Tani,['Romance'],3.0
Charlie Yeung,['Science Fiction'],5.0
Anna Khaja,['Science Fiction'],4.0
Peter McRobbie,['Horror'],28.0
Warren Mitchell,['Family'],4.0
Terry Kiser,['Drama'],15.0
Hugh Parker,['Romance'],3.0
Corinne Massiah,['Romance'],1.0
Bernie McInerney,['Romance'],13.0
Paula Garcés,['Crime'],11.0
William Brent,['Romance'],7.0
Erica Peeples,['Family'],4.0
Vincent Spano,['Documentary'],11.0
"James A. Watson, Jr",['Comedy'],2.0
Matthew Libatique,['Romance'],2.0
Daniel Lapaine,['Crime'],12.0
Caitlyn Jenner,['Romance'],1.0
Paul Shaffer,['Thriller'],6.0
Dixie Carter,['Science Fiction'],1.0
Rita Moreno,['Family'],11.0
Mamukkoya,['Comedy'],16.0
Alphonso McAuley,['Comedy'],5.0
Ewen Bremner,['Family'],26.0
Paul Sorvino,['Family'],39.0
Valene Kane,['Romance'],4.0
Nelsan Ellis,['Comedy'],9.0
Lee Ross,['Science Fiction'],9.0
Seol In-a,['Music'],1.0
Barack Obama,['Science Fiction'],32.0
Simon Yam,['Mystery'],33.0
Tony King,['War'],6.0
Colin Hanks,['Thriller'],20.0
Kelly Bishop,['TV Movie'],9.0
K Callan,['Science Fiction'],5.0
Matt Biedel,['Family'],3.0
James Dean,['Romance'],5.0
Amy Redford,['Mystery'],2.0
Jolene Kay,['Family'],1.0
Amira Casar,['Mystery'],11.0
Lauren Lee Smith,['Drama'],12.0
Jung Jin-young,['Romance'],8.0
Sadie Calvano,['Science Fiction'],1.0
Gabrielle Miller,['Romance'],2.0
Matthew MacCaull,['Romance'],5.0
Edward Albert,['Action'],7.0
Vanessa Bayer,['Mystery'],5.0
Mio Imada,['Family'],1.0
Deborah Strang,['Family'],6.0
Barry Jackson,['History'],4.0
Yannick Bisson,['Mystery'],2.0
Alyson Stoner,['TV Movie'],8.0
Brighton Sharbino,['Romance'],3.0
LeBron James,['Romance'],7.0
Alfre Woodard,['TV Movie'],36.0
Victoria Pratt,['Family'],6.0
Yuma Uchida,['Family'],3.0
Garry Chalk,['Family'],31.0
Troian Bellisario,['Romance'],2.0
Paul Collins,['Family'],8.0
Colin Friels,['TV Movie'],9.0
Erin Richards,['Romance'],2.0
Deepti Naval,['Family'],7.0
Mary Mara,['Mystery'],11.0
Mozhan Marnò,['Family'],4.0
Charlie Schlatter,['Mystery'],6.0
Henry Czerny,['Romance'],17.0
Youki Kudoh,['Mystery'],6.0
Rowan Blanchard,['Romance'],3.0
Zach Braff,['War'],12.0
Gina Ravera,['Thriller'],7.0
Frank Schorpion,['Romance'],10.0
Michael Hanrahan,['Family'],1.0
Brad Hall,['Thriller'],4.0
Garwin Sanford,['Mystery'],10.0
Madalyn Horcher,['Mystery'],1.0
Edward Furlong,['Family'],22.0
Sheri Moon Zombie,['Romance'],10.0
Zara Phythian,['Romance'],5.0
Joe Ranft,['TV Movie'],14.0
Kerri Green,['Thriller'],5.0
Stephen Wallem,['Thriller'],1.0
Eric Christian Olsen,['Action'],17.0
César Domboy,['Science Fiction'],6.0
Daniel Samonas,['Romance'],3.0
Marilyn Monroe,['Romance'],11.0
Yuri Yamaoka,['Romance'],1.0
Cha Tae-hyun,['TV Movie'],6.0
Julie Ann Emery,['Comedy'],8.0
Jessie Mei Li,['Romance'],2.0
Ramon Tikaram,['Romance'],6.0
Veronica Cartwright,['Romance'],24.0
Martin Feifel,['Mystery'],2.0
Brett Rice,[],28.0
Rebecca Schull,['Science Fiction'],7.0
Kim Min-jung,['Family'],2.0
James C. Mathis III,['Romance'],1.0
Jeff Hiller,['Music'],3.0
Riley Voelkel,['Mystery'],1.0
Kevin J. O'Connor,['Family'],26.0
Lynn Lowry,['Family'],21.0
Joan Van Ark,['Drama'],1.0
Olivia Hack,['Action'],4.0
Cho Yeo-jeong,['Thriller'],3.0
Charles Halford,['Mystery'],10.0
Kris Kristofferson,['TV Movie'],38.0
Caity Lotz,['Family'],3.0
Kim Hye-yoon,['Thriller'],3.0
Edward Herrmann,['Mystery'],28.0
Jessica Chaffin,['Action'],3.0
Louis Armstrong,['Family'],6.0
Josie Loren,['Mystery'],2.0
Mylène Demongeot,['Thriller'],4.0
Ben Gazzara,['Family'],25.0
Miriam Giovanelli,['Crime'],2.0
Galadriel Stineman,['Romance'],3.0
Barbara Sukowa,['Crime'],13.0
Jacob Hopkins,['Romance'],3.0
Vic Polizos,['Romance'],18.0
Won Bin,['Thriller'],3.0
John Beasley,['Family'],15.0
Harry Peacock,['Science Fiction'],3.0
Sophie Monk,['Thriller'],4.0
Kevin Williamson,['War'],2.0
Megan Byrne,['Thriller'],4.0
Mandy Patinkin,['Family'],18.0
Maxwell Perry Cotton,['War'],6.0
Chaz Bono,['Romance'],1.0
Courtney Henggeler,['Mystery'],3.0
Tom Green,['Family'],13.0
Emma de Caunes,['Horror'],4.0
Adam Cheng,['Romance'],4.0
Connor Price,['TV Movie'],3.0
Michael Trevino,['Crime'],3.0
Jan Bijvoet,['Family'],9.0
Kim Hye-ok,['Romance'],2.0
Jamie Babbit,['Family'],1.0
Tom Wu,['Science Fiction'],16.0
Lars von Trier,['Romance'],4.0
Matt Cornett,['Action'],2.0
Zayn Malik,['Mystery'],3.0
Nathan Mitchell,['Family'],1.0
Taylor Spreitler,['TV Movie'],2.0
Nat Wolff,['Family'],18.0
Laura Birn,['TV Movie'],15.0
Ana Ortiz,['Horror'],5.0
H.M. Wynant,['Romance'],6.0
Andrew Wilson,['Romance'],20.0
Maya Erskine,['Romance'],3.0
Richard Curtis,['Mystery'],3.0
Judy Davis,['Family'],14.0
Jason Dohring,['Mystery'],3.0
Max Casella,['Science Fiction'],20.0
Reiko Aylesworth,['Crime'],8.0
Myles Jeffrey,['Science Fiction'],8.0
Sarah Polley,['Family'],23.0
Samuel Larsen,['TV Movie'],2.0
Mackenzie Gray,['Romance'],7.0
Brahmanandam,['Family'],31.0
Hu Jun,['Comedy'],14.0
Anne Ramsay,['Music'],7.0
Steve Forrest,['War'],9.0
Scott Mechlowicz,['War'],5.0
Debbie Reynolds,['TV Movie'],18.0
Owain Yeoman,['Romance'],5.0
Julie Pearl,['Mystery'],2.0
Bernard White,['Romance'],11.0
Dan Mintz,['Science Fiction'],2.0
Nancy Young,['Romance'],7.0
Liu Ye,['Music'],9.0
Kerris Dorsey,['Mystery'],6.0
Mandeep Dhillon,['Romance'],2.0
Patricia Place,['War'],7.0
Caitlin Stasey,['Romance'],4.0
Jackée Harry,['Romance'],6.0
Allan Graf,['Science Fiction'],32.0
Camille Claris,['TV Movie'],3.0
Joel Palmer,['Science Fiction'],2.0
Victor Alfieri,['Mystery'],6.0
James Nesbitt,['Family'],13.0
Ayelet Zurer,['Family'],10.0
Matilda Ziegler,['Family'],2.0
Mary Badham,['Mystery'],3.0
Max Minghella,['Action'],14.0
David Robb,['Romance'],6.0
Mickey Rooney,['Mystery'],30.0
Xu Qing,['Thriller'],5.0
Alexandra Park,['Romance'],2.0
Jason Simpson,['Drama'],2.0
Camille Razat,['Romance'],3.0
Peter Lawford,['Family'],8.0
Chris Morris,['Comedy'],2.0
Florian David Fitz,['Romance'],3.0
Fumihiko Tachiki,['Music'],20.0
Chris Claremont,['Romance'],4.0
Leon Rippy,['Crime'],24.0
Danielle Rose Russell,[],3.0
Li Qin,['Comedy'],2.0
Kei Tanaka,['Science Fiction'],2.0
Sarah Silverman,['War'],34.0
Cherry Jones,['Family'],21.0
David Giuntoli,['Romance'],2.0
Brittney Powell,['Science Fiction'],5.0
Lilan Bowden,['Family'],1.0
Mike Houston,['Mystery'],9.0
Danny Ramirez,['War'],2.0
Scott Michael Morgan,['Romance'],5.0
Will Estes,['TV Movie'],7.0
Adam Godley,['Science Fiction'],11.0
Sasa Handa,['TV Movie'],1.0
Kadeem Hardison,['War'],12.0
Zuleyka Silver,['Thriller'],2.0
Anthony Lemke,['Western'],7.0
Birce Akalay,['Thriller'],2.0
Aaron Kwok,['Romance'],13.0
Michael Papajohn,['Mystery'],61.0
Win Morisaki,[],1.0
Matthew Marsden,['War'],9.0
Craig Walker,['Family'],13.0
Moon Unit Zappa,['War'],6.0
Eric Johnson,['Mystery'],10.0
Lawrence Mandley,['Romance'],2.0
Nishi Munshi,['Family'],1.0
Dennis Christopher,['Romance'],7.0
Anthony Delon,['Comedy'],2.0
Tom Poston,[],5.0
Kristine DeBell,['War'],10.0
Kalpalatha,['Western'],3.0
Whip Hubley,['Family'],9.0
Brian Krause,['Western'],8.0
Yu Aoi,['Action'],8.0
Stephen Amell,['Romance'],7.0
Tommy Chong,['Thriller'],19.0
Crystal Allen,['War'],4.0
Nicole Vicius,['Romance'],4.0
Saranya Pradeep,['Family'],2.0
Elizabeth Carling,[],1.0
John Finn,['TV Movie'],24.0
Jeon Yeo-been,['Romance'],2.0
Michael Strahan,['History'],4.0
Benjamin Walker,['Science Fiction'],10.0
Mimsy Farmer,['Action'],2.0
Adelaide Clemens,['Family'],5.0
Pat Morita,['Mystery'],23.0
Andrea Martin,['Family'],24.0
John Glover,['Mystery'],19.0
Thomas Sadoski,['Romance'],6.0
David Morrissey,['Family'],16.0
Anton Yelchin,['Mystery'],25.0
Ryan Malgarini,['Science Fiction'],4.0
Dave Matthews,['Thriller'],6.0
Roseanne Barr,['Science Fiction'],11.0
Shin Min-a,['Family'],1.0
Tobias Santelmann,['Romance'],6.0
Shido Nakamura,['Family'],13.0
Frank Ashmore,['Romance'],5.0
Maryann Plunkett,['Family'],9.0
Rachel Kimsey,['Crime'],1.0
Zachary Knighton,['War'],5.0
Jean Marsh,['Mystery'],7.0
Emma Laird,['Romance'],2.0
Nancy Linehan Charles,['Mystery'],9.0
Oliver Robins,['Science Fiction'],4.0
Jake Richardson,['Family'],11.0
Farah Zeynep Abdullah,['Romance'],3.0
Tom Burke,['TV Movie'],10.0
Park Ji-min,['War'],7.0
Bill Prady,['Family'],1.0
Ellen Kennedy,[],6.0
Sheila Atim,['Romance'],3.0
Josie Totah,['Mystery'],4.0
Joanna Scanlan,[],12.0
Alden Ehrenreich,['Family'],12.0
Georg Stanford Brown,['Family'],5.0
Mary Hart,['Music'],6.0
Lee Armstrong,['Romance'],5.0
Kenji Nomura,['Romance'],3.0
Simon Merrells,['Science Fiction'],4.0
Mark Gibbon,['Family'],9.0
Dave Florek,['Family'],3.0
Kiowa Gordon,['Family'],3.0
Luca Luhan,['Science Fiction'],1.0
Whitney Anderson,['Thriller'],2.0
Kelly Lynch,['Science Fiction'],22.0
Kolton Stewart,['Family'],4.0
David L. Lander,['Thriller'],17.0
Owen Teale,['War'],6.0
Chad Allen,['Mystery'],5.0
Kim Shaw,['Family'],5.0
Elnaaz Norouzi,['Family'],1.0
Keenan Tracey,['Family'],3.0
Ben McKenzie,['War'],6.0
Freema Agyeman,['TV Movie'],2.0
Matt Lintz,['Romance'],8.0
Stine Stengade,['Thriller'],2.0
Phil Fondacaro,['Mystery'],17.0
Doon Mackichan,['Crime'],2.0
Spencer Breslin,['Science Fiction'],12.0
Janice Dickinson,['Family'],2.0
Douglas Tait,['War'],9.0
Francis Lawrence,['Family'],1.0
Jarrad Paul,['Family'],6.0
Joseph Mawle,['Drama'],7.0
Guinevere Turner,['Science Fiction'],8.0
Laura Sohn,['War'],1.0
Bojana Novaković,['Thriller'],12.0
Darren E. Scott,['Family'],4.0
Akiva Schaffer,['Romance'],8.0
Terence Harvey,[],12.0
Alice Pol,['History'],5.0
Cameron Daddo,['Mystery'],2.0
Kathryn Kohut,['Mystery'],1.0
Loretta Fox,['Music'],2.0
Jorma Tommila,['Mystery'],8.0
Artie Lange,['Romance'],11.0
John Ralston,['Mystery'],6.0
John Stockwell,['Romance'],9.0
Rockmond Dunbar,['Family'],2.0
Roger Rees,['Science Fiction'],18.0
Charlie McDermott,['Romance'],10.0
Gülçin Santırcıoğlu,['Family'],1.0
Eva Habermann,['Mystery'],8.0
Cary Grant,['Mystery'],25.0
Hala Finley,['Western'],1.0
Song Il-gook,['Mystery'],1.0
Mika Kanai,['Comedy'],4.0
James DuMont,['Science Fiction'],26.0
Beau Mirchoff,['Mystery'],7.0
Earl Boen,['Romance'],23.0
Vladimir Mashkov,[],15.0
Blake Anderson,['TV Movie'],6.0
Roman Mitichyan,['Science Fiction'],15.0
Sia,['War'],7.0
Jimmy Buffett,['Drama'],5.0
Tegan Moss,['Comedy'],7.0
Jeremy Bobb,['Family'],6.0
Paras Patel,['Family'],4.0
Rolando Molina,['Science Fiction'],11.0
Leila Kenzle,['Romance'],2.0
Elizabeth Ann Bennett,['Mystery'],2.0
Michael Shanks,['Crime'],8.0
Bobby Tisdale,['TV Movie'],7.0
Olivia Brown,['Mystery'],4.0
Kevork Malikyan,['Family'],11.0
Priscilla Barnes,['Science Fiction'],13.0
Josh Blacker,['Romance'],3.0
Michael Lombard,['Crime'],6.0
Froy Gutierrez,['Mystery'],1.0
Leslie Odom Jr.,['Music'],6.0
Fred Travalena,['Mystery'],3.0
Kenichi Suzumura,['Family'],13.0
Blake Harrison,['Mystery'],3.0
Denden,[],6.0
Rozonda 'Chilli' Thomas,['Comedy'],3.0
Rune Temte,['Romance'],6.0
Jilon VanOver,['Mystery'],4.0
David Marshall Grant,['Romance'],12.0
Laurie Metcalf,['Family'],25.0
Rich Sommer,['TV Movie'],6.0
Riccardo Scamarcio,['Romance'],14.0
Patrick O'Kane,['Mystery'],6.0
Geneviève Bujold,['Science Fiction'],16.0
Jochen Nickel,['Romance'],9.0
Dale Pavinski,['Romance'],3.0
William Chan Wai-Ting,['Mystery'],4.0
Robert Wuhl,['Mystery'],14.0
Mitchell Whitfield,['Comedy'],8.0
Shannon Woodward,['War'],8.0
John Hennigan,['Mystery'],4.0
Jeff Perry,['Romance'],8.0
Joel Murray,['Romance'],11.0
Spencer Garrett,['Family'],25.0
Francis Capra,['Music'],10.0
Jan Munroe,['Mystery'],6.0
Brian Tee,['Romance'],14.0
Joe Nieves,['Family'],2.0
Ian Abercrombie,['Crime'],22.0
Michelle Reis,['Crime'],5.0
Jonathan Majors,['Science Fiction'],9.0
William B. Davis,['Crime'],19.0
Vincent Perez,['Family'],26.0
Mike O'Malley,['Romance'],12.0
Jesse L. Martin,['Romance'],6.0
Shriya Saran,['Mystery'],15.0
Linnea Quigley,['Romance'],60.0
Devan Chandler Long,['Comedy'],1.0
Ma Chunrui,['Romance'],1.0
Marie Iitoyo,['Romance'],1.0
Gene Barry,['Thriller'],6.0
Ai Maeda,['Thriller'],12.0
Hwang Bo-ra,['Family'],2.0
Holmes Osborne,['Science Fiction'],29.0
Eugenia Yuan,[],6.0
Noriaki Sugiyama,['Crime'],14.0
Jamal Mixon,[],10.0
William Hurt,['Mystery'],53.0
Suniel Shetty,['Crime'],15.0
Joanne Kelly,['Romance'],4.0
Ashley Olsen,['Comedy'],4.0
Mary Mouser,['Romance'],7.0
Miles Robbins,['Science Fiction'],6.0
Tom Papa,['Horror'],11.0
Alun Armstrong,['Family'],22.0
Barbara Windsor,['Mystery'],5.0
Shanola Hampton,['Thriller'],3.0
Alan Thicke,['Family'],8.0
Vanessa Hudgens,['Family'],19.0
Selina Cadell,['Science Fiction'],9.0
Dean Devlin,['Romance'],4.0
Uzo Aduba,['TV Movie'],3.0
Raffaello Degruttola,['Romance'],12.0
Pat Skipper,['Romance'],14.0
Ellen Hollman,['Thriller'],6.0
Brian Van Holt,['Science Fiction'],12.0
Tom Ackerley,['Family'],1.0
D.J. Cotrona,['War'],5.0
Landry Allbright,['War'],3.0
Amy Hohn,['Comedy'],6.0
Clark Gregg,['War'],33.0
Maury Chaykin,['Romance'],46.0
Tatsuya Fuji,['Family'],3.0
Lee Chung-ah,['Romance'],1.0
John Williams,['Science Fiction'],10.0
Ahn So-hee,['Family'],3.0
Terrence Mann,['Mystery'],6.0
Matt Nolan,['Romance'],9.0
Marko Zaror,['Romance'],6.0
Christopher Shyer,['Romance'],4.0
Natalia Oreiro,['Fantasy'],4.0
Anna Maguire,['Science Fiction'],3.0
Katy Mixon,['Family'],11.0
Rebecca Breeds,['Mystery'],1.0
Thomas Turgoose,['War'],5.0
Sam Shepard,['TV Movie'],38.0
Tom Guiry,[],13.0
Bebe Neuwirth,['Comedy'],16.0
Cara Gee,['War'],3.0
Jason Scott Lee,['Science Fiction'],16.0
Lauren McKnight,['Family'],3.0
Billy Lush,['Romance'],2.0
Ken Sansom,['TV Movie'],12.0
Peter Kwong,['Family'],12.0
Richard Dixon,['War'],9.0
Heike Makatsch,['Thriller'],14.0
Christine Elise,['Family'],5.0
Marc Warren,['Comedy'],7.0
Jan Broberg,['Romance'],8.0
Tim Post,['History'],16.0
Sanjeev Bhaskar,['Romance'],11.0
Ken Stott,['TV Movie'],17.0
Saul Rubinek,['Science Fiction'],25.0
Christianne Hirt,['Science Fiction'],3.0
Romany Malco,['TV Movie'],19.0
Yukari Tamura,['Romance'],8.0
Paul Sloan,['Crime'],10.0
Eva Marcille,['War'],2.0
Ken Ogata,['Romance'],4.0
Elise Gatien,['Romance'],4.0
Alex Hirsch,['Crime'],3.0
Emma D'Arcy,['Family'],2.0
Sophia Ali,['Family'],6.0
James Kirk,[],9.0
Daisy McCrackin,['War'],3.0
Sharon Angela,['Comedy'],3.0
Adam Carolla,['Romance'],5.0
Lois Smith,['Mystery'],29.0
Sean Cullen,['Thriller'],8.0
Masami Nagasawa,['Family'],13.0
Rupert Evans,['Romance'],5.0
Ray McKinnon,['Science Fiction'],22.0
Devrim Lingnau,['Romance'],1.0
Alex Datcher,['Music'],3.0
Gia Mantegna,['Romance'],9.0
Madeleine Arthur,['Mystery'],2.0
Allison Hossack,['History'],4.0
Marc Wootton,['Romance'],3.0
Arthur Acuña,['TV Movie'],2.0
Dawnn Lewis,['Crime'],6.0
Alicia Agneson,['Romance'],1.0
Erica Gimpel,['Romance'],6.0
Valerie Cruz,['Family'],6.0
Steven Weber,['Family'],14.0
Francie Swift,['Family'],8.0
Bodhi Elfman,['War'],15.0
Justin Salinger,['Family'],7.0
Tyler Labine,['Romance'],16.0
Nicholas Turturro,['Mystery'],22.0
Venantino Venantini,['Crime'],10.0
Shakira Barrera,['Crime'],2.0
Song Hye-kyo,['Thriller'],4.0
Carly Simon,['Family'],2.0
Lisa Ray,['Crime'],3.0
D.L. Hughley,['Mystery'],9.0
Emma Tate,['History'],7.0
Meadow Williams,['Mystery'],14.0
Mabel Escaño,['Romance'],8.0
Kazue Ikura,['TV Movie'],3.0
Spencer Tracy,['Romance'],20.0
Shirley Jones,['Family'],9.0
Les Tremayne,['Family'],11.0
Kevin Greutert,['Romance'],1.0
Andrew Dice Clay,['Romance'],12.0
David Harewood,['Science Fiction'],8.0
Kirby Howell-Baptiste,['Family'],4.0
Ximena Romo,['Mystery'],2.0
Mahima Chaudhry,['Mystery'],2.0
Austin Basis,['Romance'],4.0
Robert Altman,['Thriller'],3.0
Kevin Janssens,['War'],8.0
Olivia Côte,['Family'],5.0
Laurence Mason,['Mystery'],9.0
Will Rothhaar,['Mystery'],12.0
Brooke Adams,['Romance'],10.0
Douglas McGrath,['Thriller'],8.0
Rupert Graves,['Science Fiction'],14.0
Meta Golding,['Romance'],4.0
Sibel Taşçıoğlu,['Science Fiction'],1.0
Shuntaro Yanagi,['Family'],1.0
Robert Ryan,['Romance'],24.0
Marshall Allman,['Science Fiction'],9.0
Tracy Scoggins,['Romance'],4.0
Chukwudi Iwuji,['Comedy'],4.0
Rosie Huntington-Whiteley,['Comedy'],3.0
Ken Tremblett,['TV Movie'],5.0
Boris Karloff,['Science Fiction'],27.0
Kate French,['Mystery'],4.0
Beau Billingslea,['TV Movie'],14.0
Lee Jae-wook,['Romance'],1.0
Matt Lauria,['Family'],5.0
Laz Alonso,['History'],18.0
Lara Cox,['Romance'],1.0
Erik Athavale,[],8.0
Emily Kusche,['Crime'],2.0
Jonas Armstrong,['Crime'],2.0
Aymen Hamdouchi,['History'],8.0
Hrithik Roshan,['Family'],15.0
Aitana Sánchez-Gijón,['Mystery'],6.0
Ed Ackerman,['Mystery'],6.0
Kellie Shanygne Williams,['Drama'],1.0
Ge You,['Romance'],7.0
Kate Beahan,['Thriller'],8.0
Harmony Korine,['Comedy'],10.0
Larry Sullivan,['TV Movie'],10.0
Olivia Steele-Falconer,[],3.0
Antony Alda,['War'],1.0
Leah Gibson,['War'],3.0
Lee Jin-wook,['Mystery'],3.0
Yu Jun-sang,['Crime'],8.0
Chris Sanders,['Crime'],13.0
Vanessa Grasse,['TV Movie'],2.0
Jaime Ray Newman,['Mystery'],7.0
Ryan Kiera Armstrong,['Romance'],5.0
Gino Conforti,['Thriller'],3.0
Josiane Balasko,['Family'],15.0
Mike Flanagan,['Family'],1.0
Mark Rendall,['Family'],8.0
Murathan Muslu,['Science Fiction'],3.0
Tim Kelleher,['Family'],14.0
Peter MacNeill,['Comedy'],20.0
Bruce Holman,['Comedy'],10.0
Mara Hobel,['Thriller'],4.0
Larry Sellers,['Thriller'],4.0
Alex Meneses,['Science Fiction'],4.0
Sheryl Lee,['Romance'],14.0
Benz Antoine,['Science Fiction'],9.0
August Zirner,['Science Fiction'],8.0
Darrell Hammond,['Family'],9.0
Frankie Ryan Manriquez,['TV Movie'],2.0
Xavier Dolan,['Family'],11.0
John Agar,['Romance'],12.0
Greg Hsu,['Documentary'],3.0
Waleed Zuaiter,['Science Fiction'],7.0
Ray Charles,['Science Fiction'],4.0
Malachi Barton,['Crime'],1.0
Kim Rae-won,['Mystery'],2.0
Hidetaka Yoshioka,['War'],7.0
Yoo Seung-mok,['Romance'],11.0
Herman Tømmeraas,['Music'],1.0
Sarah Ramos,['Crime'],4.0
Kelly AuCoin,['Crime'],4.0
Miranda Raison,['Romance'],6.0
Emilio Rivera,['Thriller'],24.0
Damion Poitier,['Romance'],10.0
Rukiya Bernard,['Thriller'],6.0
Ellen Greene,['Mystery'],11.0
Carlos Ponce,['War'],10.0
Chris Hardwick,['TV Movie'],9.0
Wayne Robson,['War'],21.0
Jenny Gago,['Science Fiction'],10.0
Amaia Salamanca,['Family'],4.0
Curtis Caravaggio,['Crime'],6.0
Natsuna Watanabe,['Family'],1.0
Jim Byrnes,['Family'],10.0
Aaron Dean Eisenberg,['Mystery'],1.0
Linda Porter,['Science Fiction'],4.0
Allen Evangelista,['Mystery'],2.0
Sandra Hüller,['Romance'],4.0
Jean Louisa Kelly,['Science Fiction'],9.0
Christopher Fairbank,['Action'],25.0
Travis T. Flory,['Science Fiction'],4.0
Nancy Carroll,['Family'],3.0
Frank Deal,['Mystery'],8.0
Kaho Minami,['Family'],2.0
Geoff Morrell,['War'],6.0
Kim Hae-sook,['Romance'],10.0
Ricardo Chavira,['Romance'],5.0
Jonathan Hyde,['Mystery'],12.0
Dedee Pfeiffer,['Mystery'],13.0
Takako Honda,['War'],9.0
India de Beaufort,['Thriller'],3.0
Andrew Knott,['Comedy'],5.0
Austin Lin,['Romance'],1.0
Jared Padalecki,['Science Fiction'],6.0
RonReaco Lee,['Mystery'],5.0
Rip Taylor,['Mystery'],11.0
Joe Piscopo,['Mystery'],6.0
Dennis Chan Kwok-San,['Mystery'],13.0
Jonathan Holmes,['Science Fiction'],6.0
Qin Lan,['War'],3.0
Sidney Sheldon,['Family'],2.0
Dora Bryan,['Thriller'],2.0
Meaghan Jette Martin,['Family'],1.0
Gethin Anthony,['War'],3.0
Ebony Jo-Ann,['War'],4.0
Michael Muhney,['Romance'],3.0
Joan Rivers,['Comedy'],10.0
Ron Canada,['Drama'],21.0
Rae Dawn Chong,['TV Movie'],18.0
Arye Gross,['Mystery'],12.0
Hideyuki Tanaka,['Thriller'],2.0
James McTeigue,['Romance'],1.0
Viva Bianca,['Mystery'],4.0
Jill Flint,['Comedy'],6.0
Samantha Ferris,['Science Fiction'],5.0
Park Byung-eun,['Mystery'],8.0
Volker Bruch,['Science Fiction'],9.0
Katie Findlay,['TV Movie'],3.0
Tyner Rushing,['Romance'],2.0
Gregory Alan Williams,['Mystery'],26.0
Harris Yulin,['Romance'],24.0
Cam Clarke,['TV Movie'],11.0
Poppy Drayton,['Science Fiction'],2.0
Tobe Hooper,['Thriller'],4.0
Sophie Duez,['Mystery'],2.0
Demetri Martin,['Crime'],10.0
Manon Azem,['Family'],1.0
Logan Browning,['Horror'],3.0
Gene Jones,['Comedy'],8.0
Boris Kodjoe,['Music'],11.0
Özcan Deniz,[],1.0
Uhm Jung-hwa,['Romance'],4.0
Gabriel Byrne,['Family'],33.0
Jonathan Cake,['Romance'],2.0
Rocky Carroll,['Mystery'],8.0
Lee Ki-woo,['Romance'],2.0
Jonas Karlsson,['Mystery'],6.0
Paulina Andreeva,['Romance'],4.0
Mihiro,['Romance'],1.0
Birkett Turton,['TV Movie'],7.0
Billie Joe Armstrong,['Romance'],3.0
Andrea Sawatzki,['Crime'],6.0
Ben Robson,['Fantasy'],1.0
Lucas Till,['Action'],19.0
Holly Deveaux,['Family'],2.0
Nobunaga Shimazaki,['Thriller'],2.0
Miyuki Sawashiro,['Mystery'],14.0
Jennifer Westfeldt,['Family'],5.0
Trevor St. John,['Science Fiction'],9.0
Veronica Hamel,['Science Fiction'],5.0
Ryan Beil,['TV Movie'],5.0
Lisa Emery,['Romance'],9.0
Walter Perez,[],6.0
