name,popularity,career_length,number_of_movies,interval,start_date_1,end_date_1,start_date_2,end_date_2,count_interval_1,count_interval_2,avg_budget_0,avg_budget_1,std_budget_0,std_budget_1,avg_revenue_0,avg_revenue_1,avg_imdb_rating_0,avg_imdb_rating_1,avg_order_0,avg_order_1,std_order_0,std_order_1,avg_popularity_0,avg_popularity_1,Popularity (%)
Matt Frewer,19.26,34,64,6205,1983,2000,2000,2017,31,33,17692204.301075265,26062184.343434345,15188762.180465812,36173906.540409185,38296304.55443548,53154385.04103534,5.690322580645162,6.090909090909091,7.483870967741935,4.909090909090909,9.35283627066845,4.017866434901144,19.19129032258064,19.194424242424244,69.17276025911845
Arnold Vosloo,23.979,39,52,6935,1984,2003,2003,2023,32,20,14911158.854166664,29420187.500000007,22558612.46816228,47322269.11829963,47308933.8064236,71533955.17916667,5.228125,5.765,3.96875,3.85,3.695304241534112,3.876531955240406,17.261125,18.562850000000005,69.16868406052302
Brian Bloom,17.743,38,39,6935,1984,2003,2003,2022,27,12,4539583.333333333,13296354.166666666,6755171.8441145895,29672333.34716349,6941292.779589373,26700836.139945652,5.04074074074074,6.041666666666668,2.888888888888889,9.833333333333334,3.909469352390929,7.243771270700243,12.312703703703706,12.688916666666666,69.1679734861973
Erik King,14.817,31,16,5475,1987,2002,2002,2018,12,4,24023437.5,40234375.0,13199984.987809092,34624890.709439434,19529143.666666668,101394044.5,5.733333333333333,5.725,13.5,22.25,10.586941642104833,13.808964479641476,15.232166666666666,15.9675,69.16562274342132
Peter Kwong,15.556,37,24,6570,1977,1995,1995,2014,18,6,9074721.059027778,8635434.479166666,10504628.537366545,11700592.255818477,9637323.25,2733999.25,5.65,4.2,12.22222222222222,10.333333333333334,9.454896177557693,4.6785562825394,16.372222222222224,16.495,69.16537440098134
Michael McGrady,14.573,30,31,5475,1984,1999,1999,2014,22,9,20965992.424242426,13855314.814814812,21423604.721399736,7585584.421459506,27843453.78712121,10540898.79537037,5.913636363636363,5.777777777777778,16.727272727272727,11.11111111111111,15.93789600058991,5.384018417593652,21.392090909090907,18.027444444444445,69.14028729365303
Roselyn Sánchez,43.234,31,25,5475,1992,2007,2007,2023,15,10,20796296.296296295,10332638.88888889,21266878.83680945,4444276.74379791,45022819.86759259,37541720.834027775,5.266666666666667,5.630000000000001,4.933333333333334,3.3,5.347481234708127,4.360045871318328,30.69299999999999,29.496,69.11815749867878
Lorna Scott,16.703,37,42,6570,1983,2000,2000,2020,9,33,15907372.044871794,26071066.81993007,5147828.375306993,25171434.87920678,44575284.04807692,76717469.88286713,5.677777777777777,5.978787878787879,15.22222222222222,20.818181818181817,9.294894390384169,11.912444589090615,8.798333333333332,12.16651515151515,69.11337087659345
Don Swayze,20.22,35,40,6205,1984,2001,2001,2019,26,14,503846.1538461539,822321.4285714285,859273.2927980344,928542.6678238258,43037.87740384616,29007.866071428572,5.096153846153846,4.992857142857143,5.461538461538462,8.0,3.713082580352975,6.708203932499369,14.762076923076922,16.76671428571429,69.09207998896088
Hal Williams,14.296,38,18,6935,1974,1993,1993,2012,10,8,7100000.0,10906250.0,2922327.8392404914,12940330.306352308,30228143.68125,45441627.46875,6.44,6.1875,11.4,15.25,7.964923100695952,16.338222057494505,11.98,12.166875,69.08684433610594
Candi Milo,17.867,37,61,6570,1985,2003,2003,2022,27,34,8249628.124279834,13875574.83856209,6974662.282476334,26520814.99987612,8368451.6654321,11699270.122549018,6.196296296296295,6.358823529411764,9.407407407407408,14.117647058823527,9.17427667654093,20.505041999587423,11.404962962962962,11.247294117647057,69.03535725693207
Loletta Lee,15.035,37,71,6570,1984,2002,2002,2021,60,11,148222.7181818182,1131882.5752066115,85576.42624229076,2305225.3883497464,249466.4317045455,1310752.9697314051,5.95,5.5,3.6,4.2727272727272725,5.033885179461287,3.9563736630888986,17.4331,17.549090909090907,69.03157028863775
Leslie Hope,14.306,39,57,6935,1981,2000,2000,2020,35,22,2942045.0522648077,8865727.328159645,1342859.0233733223,15830472.006541615,3735410.195731707,10544753.250277162,5.722857142857143,5.895454545454545,3.942857142857143,4.954545454545454,6.462829354493752,6.7249688929816065,14.808457142857144,15.741954545454549,69.010823716934
Cyndi Lauper,16.867,38,36,6935,1985,2003,2003,2023,20,16,1817443.75,1057539.0625,3994698.530058894,1151530.9287724032,5441972.159375,1478808.34765625,7.0200000000000005,6.9125,9.4,20.4375,14.64377000638838,24.89218941254465,10.9562,12.075625,69.0090067202162
Rosario Dawson,61.56,28,106,5110,1995,2009,2009,2023,38,68,31525074.51929825,23601801.20588235,35613634.71989707,29772519.649463203,50123793.09502923,38592480.14487336,6.389473684210526,6.288235294117648,4.026315789473684,4.955882352941177,4.4217574626127725,7.0239795648432555,41.508078947368425,42.3649705882353,69.0
Dylan McDermott,33.097,34,44,6205,1987,2004,2004,2021,22,22,13122443.181818182,19925974.02597403,12657511.01248853,22043602.489003535,29950456.852272723,28330641.45941558,5.995454545454546,5.877272727272728,3.863636363636364,4.2272727272727275,5.1987363372392945,6.044770979809501,20.779772727272725,20.19659090909091,69.0
Dolph Lundgren,53.963,38,106,6935,1985,2004,2004,2023,29,77,11893195.87643678,15819952.38095238,8004175.84588785,27074448.9091761,40964745.90110153,70130362.54599567,5.117241379310344,5.4012987012987015,1.9310344827586208,4.922077922077922,5.771099426020821,13.359918960954772,61.9728275862069,53.91531168831169,69.0
Molly Shannon,20.752,34,87,6205,1989,2006,2006,2023,37,49,25130706.318995047,21609640.198332857,26103688.713883247,28971108.367623,61141936.29986678,66083125.39429434,5.897297297297297,6.148979591836735,10.864864864864863,8.46938775510204,12.978489817953069,11.80643553462769,16.549837837837835,14.230040816326529,69.0
Jimmy Smits,24.498,38,43,6935,1984,2003,2003,2022,30,13,17550270.06172839,40007033.475783475,19753776.622666568,53779084.720764145,75790458.25524691,189747618.82621083,6.016666666666667,6.892307692307692,7.8,9.307692307692308,13.395023951701868,8.108728586525807,19.1914,20.287615384615385,69.0
Evan Rachel Wood,26.116,29,46,5110,1994,2008,2008,2023,24,22,15590625.0,14863636.363636363,17804659.73286558,29798711.769814737,30219039.92864584,99823219.42727274,6.191666666666666,6.418181818181818,4.75,5.681818181818182,7.501388760311875,15.918503708909906,26.356000000000005,27.78004545454545,69.0
Mariska Hargitay,26.142,37,27,6570,1985,2003,2003,2022,17,10,5493750.0,8902500.0,6318304.334955514,17983444.035417687,14230240.814839572,9005627.522727273,5.6117647058823525,6.909999999999999,5.470588235294118,32.7,5.922217858189751,41.91908873055329,30.13282352941177,30.7586,69.0
Rashida Jones,26.218,22,45,4015,1998,2009,2009,2020,12,32,15381835.316091953,25779319.191810343,11480467.464818234,33830950.36657411,35478154.3829023,102617277.03502154,6.066666666666666,6.646875,14.5,6.96875,18.33712082089225,9.567145521915092,25.05325,24.0525625,69.0
Felicity Huffman,29.606,31,31,5475,1988,2003,2003,2019,15,16,11148611.111111114,12931770.833333334,8649235.497508323,16960762.51253199,10203839.627777774,9109235.947916668,6.326666666666667,6.2875,8.866666666666667,3.3125,15.894932805422265,3.1567140747935976,14.7536,16.511,69.0
Taye Diggs,31.727,25,44,4380,1998,2010,2010,2023,25,19,13448448.731034484,7823956.678765881,11155120.114463083,3728162.766874888,32605409.028275862,21445286.112522688,6.312,5.515789473684211,5.72,6.421052631578948,9.34888228613453,9.252685467779123,28.83664,23.05268421052632,69.0
Hayden Panettiere,34.433,27,35,4745,1996,2009,2009,2023,25,10,33348552.631578952,25338815.789473686,30005562.784695704,7008126.836680595,70978210.32697369,72261423.8743421,6.239999999999998,6.13,9.04,6.2,24.661678774973943,8.219489035213808,36.31464,35.4924,69.0
Peter Frechette,18.208,26,16,4745,1982,1995,1995,2008,10,6,6585000.0,19329166.666666668,2801036.6384608396,18152020.328709666,13525348.5,41439151.875,5.7299999999999995,6.216666666666666,6.5,17.833333333333332,2.80178514522438,18.324998105199235,9.468100000000002,9.497333333333335,68.99385985891396
Terry Serpico,32.747,26,25,4745,1995,2008,2008,2021,14,11,41712797.61904763,27339646.46464647,27032710.066125944,16977820.57484215,112809065.01785712,65474268.22727274,6.478571428571428,5.763636363636364,28.642857142857142,17.181818181818183,18.782998174097855,22.262149621838496,23.904428571428575,22.808363636363637,68.97284689977614
Steve Bacic,18.833,30,78,5475,1993,2008,2008,2023,25,53,17636612.903225806,3896043.822276325,27564120.97151589,4161422.300016125,37173955.82870968,17278264.681375533,4.8999999999999995,5.958490566037736,9.44,4.245283018867925,10.564393025630958,4.246666441256783,15.19744,13.300358490566042,68.97220942736499
Scott Adkins,25.013,33,65,5840,1990,2006,2006,2023,11,54,27876828.772495367,23382561.885865457,17446052.767575912,34768151.99251794,58495181.03142392,77709060.12859032,5.3545454545454545,5.77962962962963,12.727272727272728,5.148148148148148,12.563228515942932,10.625628360343034,23.150363636363632,25.864833333333337,68.97024197988259
Nick Chinlund,16.189,32,48,5840,1990,2006,2006,2022,27,21,34005416.666666664,12672500.0,29021868.464828633,13711335.67679191,73929335.14351852,31262736.25,5.792592592592592,5.2333333333333325,7.888888888888889,7.476190476190476,7.6610285226392,8.92625366742103,11.473333333333333,9.15795238095238,68.96837199906014
Joey Diaz,22.501,23,28,4015,1998,2009,2009,2021,11,17,47992454.54545455,17294470.588235293,51789739.035245605,13150216.348556433,126975435.26515152,26709960.6004902,6.036363636363637,4.994117647058824,19.09090909090909,14.647058823529411,17.753127998158753,14.045896099282306,12.640636363636364,13.590764705882355,68.96711767956728
Joshua Malina,21.979,26,22,4745,1992,2005,2005,2018,14,8,23575892.85714286,6984375.0,14953969.152008932,9429878.44152166,61369676.76785714,5392406.640625,5.807142857142857,6.55,15.285714285714286,11.25,14.259976815391749,19.070592544543548,16.142571428571433,12.733625,68.9601891291979
Jay Underwood,24.755,32,42,5840,1986,2002,2002,2018,34,8,3683676.470588235,4146437.5,8560364.44891629,5957037.673193258,5089684.022624435,5088872.360576923,5.617647058823529,6.3625,3.676470588235294,10.625,5.051037099304134,6.498797965777979,15.359735294117646,24.8065,68.95596693737687
Jeff Kober,23.903,35,43,6205,1986,2003,2003,2021,28,15,9722883.5978836,12185956.79012346,8731569.21275767,15490671.574405467,14565235.397321433,30475055.97500001,5.203571428571427,5.680000000000001,4.964285714285714,5.8,3.8589612116025553,5.935205697081329,20.638392857142858,21.2874,68.94983222193665
Stacy Edwards,18.999,34,30,6205,1988,2005,2005,2022,22,8,18374999.999999996,8229910.714285715,22771597.6046375,7388205.0445486,16291333.012987006,27298884.89732143,5.35,6.0125,6.7272727272727275,7.375,8.258229053946012,6.5942683445549894,8.453136363636363,8.356625000000001,68.94976772737645
William Zabka,25.73,37,34,6570,1984,2002,2002,2021,21,13,4580687.830687831,5240170.940170942,5045145.284697219,9248645.123905957,25856443.71164021,14012722.871794868,4.99047619047619,5.1923076923076925,5.142857142857143,6.153846153846154,3.059500648420764,4.185067848841675,21.089142857142853,20.968384615384615,68.93640589098266
Zelda Rubinstein,14.405,27,24,4745,1981,1994,1994,2008,14,10,7122321.428571428,3873750.0,5878193.335350166,4985343.988883817,18610786.05357143,3959311.15625,5.971428571428572,5.17,14.785714285714286,9.8,16.005260614777217,11.311940593903415,12.338,11.844399999999998,68.93532632659513
Ken Davitian,21.944,32,50,5840,1991,2006,2006,2023,15,34,11998427.901960786,8651194.463667821,19590577.208732527,16427294.96872532,48816925.44289215,19600035.98432093,5.106666666666667,5.294117647058823,12.733333333333333,11.264705882352942,8.835282803748967,15.488722317581328,9.820133333333334,10.081735294117646,68.90570240984057
Robin Thomas,20.633,38,46,6935,1983,2002,2002,2021,26,20,10590256.410256408,12536395.833333336,12782801.32064397,39059593.2074638,15919599.107051283,26484791.787500005,5.800000000000001,6.105,10.653846153846152,6.75,18.18271010453508,7.048936089935842,10.62453846153846,11.057049999999998,68.892761074916
Robert Cicchini,16.507,34,26,6205,1989,2006,2006,2023,20,6,29094178.125,22505218.75,31834389.7393045,25367786.074930236,63317330.7625,48048466.291666664,5.885,6.3500000000000005,14.4,12.333333333333334,10.589617556833677,15.488346873985256,14.50165,19.095166666666664,68.87681275429938
Randy Orton,20.577,22,217,4015,2001,2012,2012,2023,120,97,89029.48265702734,71500.19029530183,458504.6509540831,404485.9320460586,705923.2486007462,2313028.0999160134,6.91,6.52680412371134,8.608333333333333,9.556701030927837,10.825352829764435,11.09747725782473,7.871199999999999,7.968257731958763,68.8727621471106
Carla Gallo,19.369,29,25,5110,1994,2008,2008,2023,5,19,43792500.0,26802192.982456136,53861407.56608576,15457157.375260709,178305134.225,71334825.97222222,6.6,6.231578947368421,16.8,16.736842105263158,14.524462124292244,17.820278529523776,14.593,15.596263157894738,68.84550943787269
Finola Hughes,17.143,38,25,6935,1982,2001,2001,2020,18,7,2748842.5925925924,1414186.507936508,4934312.709516385,1235921.2031499282,6715492.335648147,3223281.7579365075,5.144444444444444,5.742857142857142,4.444444444444445,7.714285714285714,3.890475866669244,5.969309261650337,11.189666666666666,12.182714285714283,68.82981555342421
Dayton Callie,29.638,35,24,6205,1984,2001,2001,2019,10,14,12387500.0,6879464.285714285,26177045.944395635,5378462.043566138,21330964.25625,11204347.450892856,5.13,5.357142857142857,13.6,9.357142857142858,7.405403432629447,6.454313539432844,13.198,13.071142857142856,68.82396239476297
Kevin Gage,16.857,37,38,6570,1986,2004,2004,2023,18,20,19026421.84343434,5968261.136363637,22780639.33824216,5415092.813845045,41117792.15151515,7553115.9045454515,5.855555555555556,4.834999999999999,12.0,5.75,18.18118685772619,5.5305967128330735,10.066277777777778,9.9479,68.801770474255
Vincent Perez,15.635,38,70,6935,1985,2004,2004,2023,32,38,7311146.53125,6259834.320175438,8604683.32031668,7824446.057286331,4501855.336805556,2595150.684941521,5.940625000000001,6.11842105263158,4.4375,5.552631578947368,13.050233474922967,6.247935947263546,11.80559375,9.793710526315788,68.7965635739807
Zach Grenier,17.557,35,42,6205,1987,2004,2004,2022,29,13,31465344.827586208,38671923.07692308,22656139.971662797,40346870.55057495,78889173.98557694,79517593.21893491,6.36896551724138,6.261538461538461,15.172413793103448,11.461538461538462,17.724070843828493,9.06909701734738,9.876827586206897,10.574769230769231,68.79428349669247
Michael Reilly Burke,17.131,24,15,4380,1994,2006,2006,2018,7,8,18104761.904761907,16090000.0,21460107.16530757,17372857.182014324,28943652.142857146,35373803.575,5.242857142857142,6.0375,7.571428571428571,11.0,11.914662549710313,16.948451256678293,10.247571428571431,17.213124999999998,68.78510865730087
Bobby Brown,21.207,34,26,6205,1989,2006,2006,2023,12,14,15093750.0,2812500.0,18088333.961999744,3773364.712030895,45037082.52916667,8947434.666071426,5.866666666666667,6.764285714285715,11.083333333333334,10.071428571428571,8.722177989979848,23.550748504071816,10.461916666666667,6.546857142857143,68.76962946338074
Katheryn Winnick,67.831,20,39,3650,2001,2011,2011,2021,28,11,18096118.012422357,12121739.130434783,20910090.19583824,16219529.78938542,41641009.71661491,15116994.150197629,5.525,5.7272727272727275,5.357142857142857,3.909090909090909,7.987554094224544,3.752684989190962,59.11982142857143,62.185181818181825,68.73724819191315
Bill Goldberg,19.784,30,78,5475,1992,2007,2007,2022,45,33,7803382.616487453,2632423.020527859,18577335.94679364,5941045.562119926,10086708.269444443,2509349.7196969697,6.002222222222223,6.5242424242424235,7.288888888888889,10.12121212121212,13.075205071214793,10.18244947537875,10.068844444444444,9.921848484848484,68.7358297130445
Miguel Ferrer,17.889,35,69,6205,1982,1999,1999,2017,44,25,12461841.76672384,26608442.45283019,13369011.036698015,42474897.22539032,37832152.54154159,106700008.51193395,5.918181818181818,6.1,4.681818181818182,6.8,4.088635731972259,6.729041536504289,12.877681818181816,13.05244,68.73503782596168
Mark Brandon,34.561,35,54,6205,1988,2004,2004,2023,11,43,19761363.636363637,2368459.302325581,25267347.750506803,5378666.095857542,24033727.318181816,4231471.427325581,5.3181818181818175,6.230232558139535,15.090909090909092,11.674418604651162,6.868300642736038,9.352828027064325,20.784363636363636,17.459279069767444,68.72924171119354
Jeff Chase,14.546,22,34,4015,2001,2012,2012,2023,18,16,49830092.59259259,35047916.666666664,39960166.09977197,41666779.947762676,93435919.69675928,95179688.77864584,5.633333333333334,5.687500000000001,20.27777777777778,21.625,17.561971401473492,15.173476035503532,15.522833333333333,14.535125,68.710611561452
Frances Bay,14.192,36,59,6570,1978,1996,1996,2014,39,20,7064777.3941562325,10515966.283139538,5865377.040152048,16601862.491986915,25411339.48747763,24708905.181976747,6.102564102564102,5.6,12.256410256410255,10.6,7.570922609895246,5.499090833947008,17.94658974358974,13.78525,68.70825071184684
Reggie Lee,29.179,22,27,4015,1999,2010,2010,2021,17,10,62596089.57219251,45190909.09090909,81207215.93133378,70026489.08487216,252594899.0584893,153425729.61818185,6.229411764705882,5.99,13.176470588235292,11.7,12.64090137384406,9.089004345911604,29.14958823529412,27.1221,68.69883949906611
Claire Forlani,31.355,27,44,4745,1993,2005,2005,2020,24,20,20491172.072916668,12528107.8375,23311803.75984237,11082213.20165062,32220260.59226191,15164139.21339286,5.883333333333334,5.455,3.6666666666666665,6.65,4.8362060428489695,11.472902858474834,35.510416666666664,34.5435,68.6954245157659
Andy Buckley,22.194,30,28,5475,1992,2007,2007,2022,6,22,19712604.166666664,34572320.07575758,2878020.833333334,33463992.490731385,113721580.96875,199289006.07386363,4.483333333333333,5.877272727272726,8.166666666666666,11.5,3.1841621957571333,8.32711889496656,9.947333333333331,24.653727272727277,68.68941663674673
Michael Reid MacKay,14.721,28,13,5110,1987,2001,2001,2015,11,2,29895104.895104896,60000000.0,31451103.17693191,50000000.0,103925293.38461538,260347719.0,5.872727272727272,6.75,19.0,28.0,7.49545316720865,13.0,17.432909090909092,20.247,68.64832245623315
Charlotte Lewis,18.172,33,26,5840,1986,2002,2002,2019,16,10,6760000.0,2495600.0,10379020.666710325,2265308.773655371,7478094.30078125,2139556.675,4.9875,4.17,3.125,10.2,1.9324531042175384,7.846018098373213,11.1565625,2.8754,68.64218043449739
Eddie Izzard,18.174,30,86,5475,1993,2008,2008,2023,43,43,29012162.67441861,23325572.151162792,37751801.3566714,32414665.658165056,53585291.47774086,54794351.57242525,6.73953488372093,6.541860465116278,7.837209302325581,4.534883720930233,10.768019473180626,5.204420469979308,23.454139534883723,23.605395348837213,68.63448646518978
Monique Edwards,14.188,26,11,4745,1996,2009,2009,2022,7,4,4590909.090909091,13772727.272727272,0.0,15512691.418362008,27973788.09090909,83921364.27272728,5.628571428571428,6.925,12.714285714285714,34.5,8.361720358092512,31.06847276581197,2.7771428571428567,17.304,68.63333956208842
Lukas Haas,28.649,39,70,6935,1983,2002,2002,2022,30,40,15103101.851851854,27922800.92592592,11881866.847251149,34578878.37969516,34144979.46558642,77697531.59884259,6.053333333333334,5.745,5.033333333333333,5.525,6.809225767703372,7.014226614531355,18.951199999999996,18.407525,68.62372176731144
Ron Canada,15.339,37,44,6570,1983,2001,2001,2020,23,21,15559472.049689448,29103061.2244898,12017705.974365838,27451183.57550289,50387256.48408386,75778013.68835035,5.4173913043478255,6.5285714285714285,12.304347826086955,7.285714285714286,10.625788083749654,4.7423407636279515,9.402391304347828,9.78752380952381,68.58591583362971
Carol Ann Susi,14.47,35,18,6205,1976,1993,1993,2011,10,8,17550000.0,23835937.5,12492022.454350617,27628357.00579829,51700319.31875,54681243.8671875,5.77,5.737499999999999,14.6,15.0,8.345058418010026,4.358898943540674,12.697500000000002,14.66275,68.52265185992987
Charlotte Cornwell,21.108,36,14,6570,1974,1992,1992,2010,9,5,16855555.55555556,39251428.571428575,3272239.0653621005,24748228.714188736,21103906.888888884,70190540.68571429,6.722222222222222,6.140000000000001,10.22222222222222,13.6,12.505801123014672,7.812809993849845,5.964888888888889,5.509,68.49911168644016
Claudia Schiffer,15.058,26,21,4745,1994,2007,2007,2020,18,3,12072916.666666666,5812500.0,11169081.090037502,0.0,30925789.433333337,13616287.583333334,5.905555555555555,6.699999999999999,20.944444444444443,16.0,29.264070162387455,10.98483803552272,8.850555555555555,9.730333333333332,68.49894108472364
Joel Tobeck,22.62,32,25,5840,1990,2006,2006,2022,13,12,52491452.991453,81962962.96296297,29070679.22127795,117427903.04806656,223960044.7692308,312574234.8333333,6.007692307692308,6.616666666666667,11.076923076923077,10.0,13.680202081624484,10.606601717798211,19.143846153846155,21.828999999999997,68.49141592636396
Rachel Hayward,17.041,34,54,6205,1985,2002,2002,2019,19,35,2040858.7257617728,2253195.488721805,2563829.7606445313,3489967.5209039147,4372233.110630194,14798272.919360902,4.852631578947369,5.502857142857143,7.947368421052632,8.085714285714285,5.3849076052331215,6.100919970774565,10.26336842105263,10.363885714285711,68.4856754552302
Natalia Tena,30.616,21,25,3650,2002,2012,2012,2023,12,12,85635416.91666667,22793751.25,84852382.18304071,20043589.080998626,474855177.8512731,117409442.51620369,6.741666666666667,6.133333333333333,12.166666666666666,1.0,10.89214803832967,0.816496580927726,17.617166666666666,22.009083333333336,68.48290352256693
Jay Johnston,18.138,24,20,4380,1997,2008,2008,2021,15,5,33254166.666666668,8675000.0,35313679.675477356,10624661.759322034,74644455.96666667,18707787.025,5.413333333333333,6.159999999999999,21.466666666666665,16.4,17.469465424626545,12.15894732285653,16.717933333333335,9.266000000000002,68.44158394448567
Charles S. Dutton,22.37,30,71,5475,1985,2000,2000,2015,35,36,16407337.66233766,14864248.73737374,14779991.31132504,11951311.497970438,44760408.72168831,30011482.92152777,6.3428571428571425,5.894444444444444,6.857142857142857,4.027777777777778,11.179427169436488,4.675504198070283,26.60531428571429,17.24863888888889,68.43934338556923
Jason Priestley,19.018,37,65,6570,1986,2004,2004,2023,32,34,2585000.0,941617.6470588236,5224474.255846228,1523801.7088597438,4186992.6525,1157542.8211764707,5.8125,5.938235294117647,6.65625,6.264705882352941,10.367043259169897,9.549588298884968,13.85946875,13.023970588235294,68.41507431167528
Christine Neubauer,16.302,37,89,6570,1984,2002,2002,2021,35,54,0.0,0.0,0.0,0.0,178233.18512720158,524289.9249112128,5.002857142857143,4.472222222222221,3.1142857142857143,0.8148148148148148,3.3955553181132756,2.037373709551862,4.267828571428572,5.385962962962964,68.40410218301682
Alan Rosenberg,25.532,35,37,6205,1979,1996,1996,2014,22,15,4207266.758116881,11107568.073809529,4186883.488441048,22570981.837464456,8108292.466991341,29239106.725396823,5.831818181818182,6.380000000000001,7.545454545454546,10.266666666666667,4.153063192909243,10.754637242707084,16.870090909090912,17.427,68.39898792108912
David Koechner,28.724,26,97,4745,1997,2010,2010,2023,46,51,20448319.613526568,9268036.93536674,19636650.07623658,10174699.30732617,45919444.70360305,23765524.08908254,5.758695652173913,5.984313725490196,10.717391304347826,6.137254901960785,11.988514509780966,6.333910008347808,29.87904347826088,21.768490196078435,68.39750429797473
Emmanuelle Vaugier,18.537,28,58,5110,1995,2009,2009,2023,28,30,4054273.025510203,1356786.028571428,6115277.01068257,1982676.090837328,21156135.69270834,4108789.890277776,4.678571428571429,5.166666666666666,4.321428571428571,2.7,6.071323528503081,10.06363088883265,15.97075,15.4346,68.38082478453708
Clifton Powell,32.064,39,129,6935,1984,2003,2003,2023,31,97,6425803.601769914,2647655.340297418,9781454.857828652,6035808.729904809,20672990.180113465,9827335.914475184,5.787096774193548,5.571134020618557,9.32258064516129,3.7938144329896906,8.585009804320002,4.200977167450589,14.41567741935484,13.751948453608248,68.37978686227088
JD Cullum,14.512,33,13,5840,1986,2002,2002,2019,7,6,26505494.50549451,66807692.30769231,3472353.591417911,69092679.23211113,22394338.31868132,85988501.1923077,6.071428571428571,7.1000000000000005,8.142857142857142,25.5,5.890150893739515,23.30057223903882,13.91642857142857,15.476166666666666,68.36792739299383
Laz Alonso,15.442,21,30,3650,2000,2010,2010,2021,23,7,38846195.652173914,21942857.14285714,48407770.28513112,12224899.315139825,252750410.82841623,59502518.77551021,5.4739130434782615,5.757142857142857,5.0,6.857142857142857,4.433077250967265,6.833291853200799,16.64708695652174,18.074857142857145,68.3677839637902
Cheri Oteri,18.326,26,43,4745,1997,2010,2010,2023,21,21,27586364.638447966,7203373.01587302,35942244.68524865,19132161.508008353,95095761.53064372,23664710.378968257,6.019047619047619,5.680952380952382,12.80952380952381,14.761904761904765,13.218382033470151,20.34676705782065,11.828714285714286,8.705095238095238,68.35968430522409
Jill Hennessy,26.737,34,33,6205,1988,2005,2005,2022,20,13,13978544.117647056,2185113.122171946,16691509.339379717,4783209.515907677,15821438.398529408,23498387.05203619,5.565,5.953846153846154,7.0,5.0,10.26645021416848,5.038314736557789,26.195149999999995,21.198769230769237,68.3525149140544
Megan Cavanagh,18.411,27,32,4745,1992,2005,2005,2019,27,5,15656250.0,6656250.0,14788355.45880359,4004197.0168811623,30544872.39351852,11666451.025,5.7333333333333325,5.5200000000000005,10.296296296296296,14.8,10.46268436207251,11.303096920755832,14.745111111111113,10.9762,68.34829129718713
Shu Qi,39.748,24,89,4380,1995,2006,2006,2019,57,32,3886208.2432107665,10880862.0505137,2510081.1329890112,15220324.938535538,11356964.870614037,38195108.58984375,5.912280701754386,5.981249999999999,1.6666666666666667,4.78125,1.6578715305161336,11.103868624830715,28.871280701754387,28.37840625,68.34495435916543
Ernie Reyes Jr.,15.107,37,20,6570,1985,2003,2003,2022,11,9,20665340.90909091,46225694.44444445,24531085.387930095,53702412.27095051,58267503.70454545,154666092.31944445,5.5181818181818185,5.533333333333333,6.090909090909091,14.88888888888889,4.252369295827818,12.766661831543422,13.379999999999995,12.371555555555556,68.34456973746879
Vanessa Williams,23.26,36,83,6570,1987,2005,2005,2023,42,41,9683099.235963045,5257829.450309429,17295663.444821704,10526857.708056647,18938674.37828714,12647924.808654897,6.100000000000001,5.985365853658537,4.690476190476191,5.121951219512195,7.738241756854611,7.421771276162398,15.936309523809522,13.388951219512196,68.33549987856253
Jason Gedrick,25.459,35,35,6205,1983,2000,2000,2018,17,18,9459713.62229102,4787682.748538013,17313589.858729698,8119530.985470341,30481431.326625384,10061698.83991228,5.564705882352942,5.238888888888889,8.352941176470589,1.7222222222222223,13.402989905551092,1.909204475271065,13.839882352941176,13.479166666666666,68.31355107571851
Jennifer Morrison,48.599,25,49,4380,1994,2006,2006,2019,15,34,20931025.252525263,13182955.659536542,26919699.51030836,24625571.65130983,51900419.29393938,30545147.094919786,5.8133333333333335,6.3470588235294105,4.0,8.0,3.4641016151377544,13.668340404444304,35.9444,33.209117647058825,68.29982988785622
Chris Hardwick,15.378,27,33,4745,1996,2009,2009,2023,9,24,33063676.470588233,14884620.098039215,60010642.75087162,22171179.42315245,74915053.84722222,35275591.682291664,5.433333333333334,6.675000000000001,9.0,16.083333333333332,9.092121131323903,13.322651971569158,10.854666666666668,9.189625,68.28829475721184
Myles Jeffrey,15.922,21,17,3650,1997,2007,2007,2018,14,3,32261919.64285714,710000.0,26226574.12891172,982954.7293746544,62694622.54464286,23405992.416666668,5.735714285714287,6.800000000000001,11.214285714285714,14.333333333333334,12.599198225219226,16.858891488535722,9.191,9.471,68.28755311795197
Jason London,23.689,32,97,5840,1991,2007,2007,2023,36,60,5194194.23349623,1452110.3700874485,11888484.11842608,1237108.4924751138,3785146.24307699,497902.2129115229,5.430555555555556,4.915000000000001,2.9166666666666665,4.0,4.542240024970548,9.264628073124864,17.22672222222222,16.108833333333333,68.27077678813704
Amanda Donohoe,23.147,35,36,6205,1986,2003,2003,2021,28,8,4350446.428571428,2382812.5,9123059.500214364,3282616.9027878884,17259552.81071429,7552633.15625,5.742857142857143,6.074999999999999,2.0,6.75,2.49284690951645,11.497282287566918,16.76892857142857,16.959249999999997,68.26000397303153
Richard Griffiths,21.71,38,53,6935,1976,1995,1995,2014,27,26,27941316.31631632,70983627.85862787,23983475.278502338,88011291.03771853,89098435.50825827,281955380.7177105,6.681481481481482,6.988461538461537,9.074074074074074,8.576923076923077,6.638417515163093,9.3527991569907,18.00011111111111,21.1786923076923,68.2559168179722
