name,popularity,career_length,number_of_movies,interval,start_date_1,end_date_1,start_date_2,end_date_2,count_interval_1,count_interval_2,avg_budget_0,avg_budget_1,std_budget_0,std_budget_1,avg_revenue_0,avg_revenue_1,avg_imdb_rating_0,avg_imdb_rating_1,avg_order_0,avg_order_1,std_order_0,std_order_1,avg_popularity_0,avg_popularity_1,Popularity (%)
B. J. Harrison,17.963,28,41,5110,1995,2008,2008,2023,8,33,8839375.0,16539363.636363637,10128530.430021672,36626122.7612108,21873839.471874997,64334043.055984855,5.6625,6.036363636363637,21.125,11.484848484848484,8.880280119455692,10.108865632254815,12.35175,13.93439393939394,55.17904608021219
Chad L. Coleman,14.999,30,18,5475,1993,2008,2008,2023,7,11,6602741.071428572,23561519.602272727,5444899.388546961,31678738.70915088,23810515.98214286,58083228.38068182,5.742857142857143,6.254545454545454,12.285714285714286,6.363636363636363,8.03055389860297,7.035917298505218,10.30142857142857,10.700272727272726,55.17559162543323
Stella Gonet,21.571,36,16,6570,1987,2005,2005,2023,9,7,2072916.6666666667,3937500.0,904152.265630322,5740991.584648074,809619.6111111111,2760234.875,6.722222222222221,7.028571428571429,6.333333333333333,8.857142857142858,4.521553322083512,5.248906591678239,14.987111111111112,13.900285714285715,55.15801886297729
James Denton,23.301,29,26,5110,1993,2007,2007,2022,10,16,20996878.0,3699252.5,26113793.966923993,4402755.561379288,42805320.9875,8142316.4921875,6.4799999999999995,6.0875,6.5,1.0,4.944694126030447,1.0606601717798212,17.1625,17.580624999999998,55.14968700757096
Gigi Leung Wing-Kei,14.573,27,47,4745,1995,2008,2008,2022,30,17,3000000.0,12352941.176470589,2449489.742783178,23928671.398113452,0.0,0.0,6.0233333333333325,5.458823529411766,2.8,3.823529411764706,3.037542866638538,4.105022664086565,6.941733333333334,7.564,55.13127158851256
Eric Szmanda,18.363,21,8,3650,2000,2010,2010,2021,4,4,343750.0,125000.0,378886.11415569193,0.0,0.0,0.0,5.3,5.075,8.0,6.25,7.3484692283495345,7.013380069552769,13.2425,2.30525,55.131179314549
Will Sasso,22.684,28,46,5110,1994,2008,2008,2022,13,33,7428525.641025642,7673484.848484848,3552750.697197392,10485590.803442849,18072095.7974359,12126941.11818182,5.830769230769231,5.593939393939394,13.153846153846152,5.484848484848484,5.489096238434238,4.533519685037104,14.24561538461538,13.437666666666669,55.131058110790725
Michael Stuhlbarg,18.684,24,36,4380,1998,2010,2010,2022,10,27,45315750.0,48653981.481481485,22980473.94800638,63269855.13277871,96834316.905,148530185.31435186,6.840000000000001,7.044444444444445,4.8,5.703703703703703,5.1146847410177685,5.46242935247011,34.312599999999996,33.03507407407407,55.126706280156675
Joan Gregson,20.434,22,20,4015,1999,2010,2010,2021,11,9,4898863.636363637,12054166.666666666,6504988.152776959,24459864.375702854,23796990.181818184,66528310.909722224,5.4363636363636365,5.966666666666667,11.090909090909092,9.444444444444445,6.694021015456397,5.871042139387959,10.363909090909091,7.884444444444444,55.11121617615679
Linda Porter,15.372,29,10,5110,1988,2002,2002,2017,5,5,6381120.0,12424960.0,4759966.429461451,13787520.0,53663753.04,27007917.68,6.3,6.44,22.2,8.4,11.720068259186888,6.887670143089026,12.876600000000002,6.6378,55.10782325110486
Michelle Jenner,18.2,23,27,4015,2000,2011,2011,2023,9,18,7200261.695075758,5879885.006313132,9154880.408259746,4947381.28002877,3959350.123106061,7229032.157512626,5.544444444444445,6.066666666666666,6.111111111111111,3.111111111111111,6.805952369383802,4.306182750016911,10.51777777777778,11.095333333333334,55.096907164154075
Retta,15.032,21,25,3650,2002,2012,2012,2023,7,18,11803572.276785716,20569907.528935183,9110642.6164092,22293027.552292407,37390648.14285714,47558547.91975309,5.357142857142857,6.0777777777777775,20.857142857142858,10.666666666666666,13.684491445517768,6.708203932499369,13.56657142857143,12.723555555555556,55.09244295179336
Dave Matthews,15.81,36,27,6570,1985,2003,2003,2021,10,17,10106250.0,20806985.29411765,8251718.571000831,30659408.632500347,23963949.525,51686949.955882356,7.45,7.523529411764706,10.2,6.764705882352941,15.759441614473529,6.795581711365683,5.3479,8.328176470588234,55.08796033679633
Yuko Miyamura,22.838,27,33,4745,1996,2009,2009,2023,20,13,379687.5,86538.46153846153,954904.844326779,129807.69230769233,13543496.747610295,27016693.690893658,6.825,7.384615384615385,7.3,7.0,11.345042970390196,8.593378488473194,7.614350000000002,7.634076923076924,55.087607493452865
Christine Chatelain,17.592,25,25,4380,1996,2008,2008,2021,8,17,16875000.0,3554248.366013072,18035121.98461657,3091222.3338202,35466754.375,6676094.94117647,6.012499999999999,5.888235294117647,12.875,6.0588235294117645,6.450532923720334,4.952368277611574,14.276625000000005,6.856705882352941,55.0847936836741
Yuriko Ishida,18.648,35,37,6205,1988,2005,2005,2023,13,24,2901442.3076923075,1983072.9166666667,6096946.229745049,4389382.786598513,18567702.301282052,8034590.734623016,6.569230769230769,6.458333333333333,4.538461538461538,4.0,3.815260543888382,3.488074922742725,7.423384615384616,7.923041666666667,55.080323552508546
Parminder Nagra,31.04,25,16,4380,1996,2008,2008,2021,8,8,7281276.0859375,6387507.453125,8967846.480463985,5160589.492166486,22727802.90625,22687622.65625,6.5625,5.575,6.0,5.0,6.244997998398398,4.716990566028302,34.967,36.152874999999995,55.075476840396
Alfie Allen,25.449,23,28,4015,1998,2009,2009,2021,12,16,16222916.666666666,15994921.875,10166269.203296209,19005086.338456288,38256040.807291664,39209000.9140625,6.3999999999999995,5.862500000000001,12.5,4.9375,12.386148177164143,5.104761870058191,23.34716666666667,19.673125,55.072841728260705
Joanna Page,15.064,22,14,4015,1999,2010,2010,2021,8,6,23839285.714285716,45357142.857142866,7985457.924584295,57978634.93428884,66673625.35714286,65726110.61904762,6.675,6.566666666666666,8.125,18.0,6.352902879786531,17.194960502038576,9.834625,9.6325,55.06642349279972
James Marsters,17.974,24,18,4380,1999,2011,2011,2023,11,7,11289346.590909092,5602232.142857143,13195964.4349921,2287101.6951031326,33442768.539772727,13709457.910714284,5.518181818181818,6.128571428571429,3.0,1.2857142857142858,3.541956316141483,0.880630571852711,13.35090909090909,6.121428571428572,55.05950943349896
Jurnee Smollett,33.159,32,19,5840,1991,2007,2007,2023,8,11,16302083.333333334,17407196.96969697,12924161.971811213,18490507.315018658,25322499.84375,35360141.98295455,6.699999999999999,6.4818181818181815,4.75,2.909090909090909,3.960744879438715,2.4291616756158887,20.897125000000003,20.11363636363637,55.05910374686145
Kelly AuCoin,15.385,30,15,5475,1993,2008,2008,2023,3,12,30444444.444444448,16388888.888888886,27970001.56693455,12957075.382552028,46493104.62222222,45599209.36666667,7.433333333333334,6.166666666666667,8.333333333333334,16.083333333333332,2.8674417556808756,15.638938227670346,14.538333333333334,12.287583333333336,55.04968983996986
Bam Margera,17.571,24,52,4380,1998,2010,2010,2022,37,14,1410022.522522522,2948065.4761904753,2131411.3358349605,5350768.878808278,9295172.766704204,19020857.49553571,6.816216216216216,6.842857142857143,2.243243243243243,7.785714285714286,2.0847633271002044,12.868447411226818,9.206621621621622,11.607357142857142,55.03640092373859
Dean Marshall,14.327,30,12,5475,1993,2008,2008,2023,5,7,16666666.666666666,42857142.85714286,0.0,64153302.787178464,61454167.86666666,171878725.07142857,6.34,6.500000000000001,7.8,15.142857142857142,7.652450587883596,9.402561526802478,7.401000000000001,6.907285714285714,55.01997433517215
Eric Bana,37.654,25,36,4380,1997,2009,2009,2022,13,23,63195128.96634615,64218486.25326086,49561641.82547593,72010071.0550198,197573904.3221154,77222702.62880434,7.053846153846153,6.882608695652174,2.3076923076923075,4.130434782608695,4.374482217880902,10.313791306561903,24.66453846153846,24.03152173913043,55.0
Abigail Breslin,22.964,21,42,3650,2002,2012,2012,2023,22,20,29567176.897290215,18383076.923076928,29030156.078350507,22467063.39782513,90587836.6695804,39070163.56538461,6.318181818181818,5.984999999999999,3.5454545454545454,4.25,4.6974584300959314,6.832825184358224,26.536,22.0572,55.0
Cole Sprouse,22.515,23,20,4015,1999,2010,2010,2022,17,3,12190629.595588235,7719752.083333333,17383159.27797899,508941.57889814506,33664408.823529415,44275865.333333336,5.3882352941176475,5.966666666666666,10.176470588235292,0.6666666666666666,20.179300093143343,0.4714045207910317,19.415,18.71466666666667,55.0
Justin Long,41.217,24,79,4380,1999,2011,2011,2023,45,34,29048761.022927698,14271568.62745098,22707552.6941928,18240192.059802964,85037741.18968254,34540068.74789916,5.9222222222222225,5.717647058823529,8.177777777777777,5.323529411764706,12.827555216778691,9.77909110487116,28.25855555555555,27.839058823529413,55.0
Ginnifer Goodwin,20.416,21,24,3650,2002,2012,2012,2023,14,10,23750000.0,19825000.0,15327816.683589162,44422657.50717758,58207750.01785714,121733079.45,6.257142857142858,7.13,5.785714285714286,4.6,7.153206787653967,5.314132102234569,22.408428571428573,18.2351,55.0
Tilda Swinton,57.292,37,117,6570,1986,2003,2003,2023,39,78,19699634.804598253,38880676.980697826,9867961.26596812,56910814.367417894,56676066.496065006,122364309.68475504,6.512820512820513,6.855128205128207,1.5897435897435896,5.205128205128205,2.249990868562082,9.93744404836237,34.46323076923076,35.68946153846154,55.0
Patrick Wilson,58.609,37,58,6570,1986,2003,2003,2023,4,54,28868829.535714287,39068993.04232804,3985566.996965688,48056766.941781454,107192457.0736607,154501138.33145943,7.475,6.248148148148148,14.0,6.888888888888889,13.285330255586423,11.47084333924844,1.27875,49.36214814814815,55.0
Natasha Lyonne,18.691,37,82,6570,1986,2004,2004,2023,25,57,14427909.254545456,13126270.1010101,13040679.727234472,20425979.358883623,53953064.55727274,30315495.39573366,5.900000000000001,5.814035087719299,7.12,6.5964912280701755,9.778834286355403,8.761678220088843,22.51772,18.06401754385965,55.0
Jeffrey Wright,37.156,33,81,5840,1990,2006,2006,2023,28,52,37632536.61744505,44632825.44378698,33942770.65128864,54168557.312463425,91285708.25858516,149658661.56065086,6.628571428571428,6.823076923076924,7.285714285714286,5.6923076923076925,9.403104133579442,6.862771534598442,29.430642857142853,31.329269230769235,55.0
Kristin Scott Thomas,31.154,38,84,6935,1985,2004,2004,2023,41,43,12808012.485652797,17330852.73597811,16274971.476620495,29221758.967928704,49805670.89580344,43760555.16612517,6.470731707317073,6.451162790697674,2.073170731707317,2.2325581395348837,2.2887875574298735,2.859803288911836,22.906048780487804,22.181093023255816,55.0
Matthew Rhys,31.93,26,34,4745,1997,2009,2009,2023,21,14,11998903.50877193,29531484.962406013,8036801.894158354,41790044.3614276,14949808.984962398,33453638.084586453,6.1571428571428575,6.878571428571429,6.0476190476190474,4.928571428571429,12.065204556812636,4.920282885512721,19.13423809523809,22.816642857142856,55.0
Scott Caan,30.115,27,39,4745,1996,2009,2009,2023,30,9,29538421.521739133,10040469.082125602,31835633.63905908,9450677.032323042,72542142.21458334,19670921.979166668,6.0166666666666675,5.444444444444445,4.566666666666666,4.0,3.9638645564930974,4.189935029992179,33.582366666666665,25.27122222222222,55.0
Jeffrey Donovan,30.013,28,35,5110,1995,2009,2009,2023,16,19,22078125.0,14680921.05263158,19247228.64588237,12210292.36391121,67900052.7627467,31819641.910664823,6.25625,6.247368421052631,6.4375,5.842105263157895,7.52469891424235,5.631333000040108,23.891,23.149473684210523,55.0
Robert Gant,17.15,25,16,4380,1996,2007,2007,2021,8,8,2341406.25,728906.25,4028569.769738193,237704.2193534593,1607526.9609375,559139.8125,5.775,5.8625,7.75,3.5,8.569568250501305,3.968626966596886,8.370750000000001,8.54725,54.98867728220983
Shinichi Tsutsumi,17.244,33,53,5840,1989,2005,2005,2022,13,40,389812.8898128896,538412.1621621621,494701.54808074795,1861794.1789037993,6434745.752988567,10264953.959163854,6.461538461538461,6.425,2.3846153846153846,3.1,3.627638806938952,4.352011029397788,5.568923076923076,5.687375,54.98105694135191
Keesha Sharp,21.398,22,16,4015,2001,2012,2012,2023,5,10,7593762.9,3109424.45,6047167.269690078,3113763.703105034,21571165.5125,6018413.15,5.58,5.279999999999999,9.2,4.8,8.818163074019441,4.6,19.5054,17.710599999999996,54.97472758408692
Wai Ching Ho,14.374,33,20,5840,1990,2006,2006,2023,5,15,20806250.0,40093750.0,8904120.35941788,52189323.82042646,13626909.4,41995361.95,6.5,6.099999999999999,18.6,12.533333333333331,8.890444308357148,12.542549802793513,19.011,11.0066,54.97344210971179
Ryan Simpkins,16.619,20,27,3650,2003,2013,2013,2023,11,16,9802169.4214876,5967684.65909091,11095121.44653033,9458255.646721376,15187856.004132234,6183049.181818182,6.3999999999999995,5.99375,8.454545454545455,5.8125,8.585014812965845,7.010873251599975,9.633454545454544,7.894562499999999,54.969697935300935
Colin Ferguson,17.088,26,28,4745,1996,2008,2008,2022,16,12,761979.1666666666,722604.1666666669,1142262.6419271363,1208788.2180775898,7359838.28125,1962623.5416666667,5.80625,5.850000000000001,4.8125,2.5,4.7198881077839125,3.5237290853109955,12.0815625,11.688916666666666,54.93745509245852
Hera Hilmar,19.011,28,18,5110,1995,2009,2009,2023,4,14,8657812.5,18985714.285714287,4132564.973683868,24432362.8401774,7582866.5625,18054444.19642857,6.225,6.128571428571428,5.25,7.928571428571429,4.14578098794425,11.138506476660696,18.372,17.99128571428572,54.93550661408385
Lesley Sharp,14.375,35,35,6205,1987,2004,2004,2022,19,16,4711305.401662049,7104646.381578948,7259174.207334468,13853282.091852158,27159707.814058173,14659030.31825658,6.915789473684211,6.7625,4.631578947368421,4.1875,3.198857136636367,6.2171009120007055,12.153684210526317,13.246125,54.926054761426535
Lana Parrilla,19.335,22,8,4015,2000,2011,2011,2022,6,2,3875000.0,17218750.0,1285941.6135009136,12781250.0,117833.25,530249.625,5.283333333333332,6.699999999999999,6.333333333333333,3.0,7.586537784494028,2.0,18.778666666666663,22.433,54.914095948202906
Guinevere Turner,15.755,29,37,5110,1994,2008,2008,2023,20,17,1326270.9270833335,453639.893382353,2444342.3478227877,115160.96005377802,5720748.449851191,1498213.0656512603,6.295,6.08235294117647,6.55,4.411764705882353,6.4534874292896856,5.1227155428417035,7.09075,7.920764705882353,54.91236984993138
Robert Ri'chard,19.436,26,25,4745,1997,2010,2010,2023,9,16,13119593.75,3496296.875,12592064.54741196,1415007.2376726614,22056285.136574075,6641911.6171875,5.911111111111111,5.61875,3.6666666666666665,3.875,2.0548046676563256,4.044672421840859,15.08977777777778,13.349375,54.907579839837304
Alice Braga,23.672,21,37,3650,2002,2012,2012,2023,18,19,32178781.765873015,45597478.87406015,29805457.015299384,49475248.058530696,75375762.6845238,58947920.9962406,6.311111111111111,6.278947368421052,2.3333333333333335,2.6315789473684212,2.4037008503093262,3.1323528455508445,30.26088888888889,30.001631578947364,54.8967739864388
Amanda Tapping,23.009,23,20,4015,1995,2005,2005,2018,8,12,1667968.75,2169270.8333333335,692442.7259426859,2523536.934745419,556250.0,1066145.8333333333,5.8125,6.566666666666666,4.875,1.5,3.950870157319777,2.362907813126304,19.763625,22.60225,54.87385624096459
RonReaco Lee,15.351,34,18,6205,1989,2006,2006,2023,9,9,8750000.0,3500000.0,10402740.691225983,1237436.8670764582,22164069.472222224,21333674.715277776,6.377777777777777,5.444444444444445,7.777777777777778,4.222222222222222,5.26577582714346,2.3934065809486684,11.224333333333336,9.896444444444445,54.8650781914769
Matthias Schoenaerts,16.209,30,50,5475,1992,2007,2007,2022,14,36,8231564.825630254,14606125.218137257,4975578.285709409,18382265.28421536,9081318.013918068,15112371.964767158,6.321428571428571,6.477777777777778,2.7857142857142856,2.361111111111111,4.345417478358608,3.3595037478917575,17.75242857142857,16.01183333333334,54.8445246794455
Richie Jen,21.04,28,41,5110,1994,2008,2008,2022,19,22,2179342.1052631577,2380704.5454545454,3352443.1430974086,6146679.06947818,1471360.6013157896,2006494.697386363,6.105263157894737,5.704545454545455,2.263157894736842,1.8636363636363635,3.3378547359385107,3.1085725245674856,11.260736842105263,11.286227272727272,54.827606466401804
Sasha Alexander,28.433,27,18,4745,1993,2005,2005,2020,5,13,17375000.0,30740384.615384616,0.0,38383297.82307857,42349002.3,89058453.9423077,6.659999999999999,5.999999999999999,4.6,5.6923076923076925,4.223742416388575,5.253344947373499,24.9924,34.14653846153847,54.82018109441056
Jessica Schwarz,18.826,26,46,4745,1997,2010,2010,2023,21,25,3790625.0666666655,1364625.1800000004,12668899.08235396,1819499.8650000864,9382264.96904762,3337875.97,6.299999999999999,5.816,4.571428571428571,2.64,6.980049314680675,3.9179586521554817,12.34752380952381,9.5936,54.787568309516786
Vanessa Marshall,30.666,20,26,3650,2000,2010,2010,2020,10,16,20761950.0,21648218.75,24306769.911590476,46668942.44075053,42715254.275,97859313.8984375,6.880000000000001,6.80625,8.1,11.4375,8.203048213926332,15.636370862511544,12.0141,18.796375,54.78453366655058
Christopher Eccleston,16.72,31,57,5475,1991,2006,2006,2022,28,29,15186667.639372822,19591019.743481923,18367548.02367652,43109315.73062256,44110355.100174226,45429268.59629942,6.9678571428571425,6.9206896551724135,3.5,3.206896551724138,5.704008615501408,4.56659014375306,13.691571428571432,13.92903448275862,54.77128635035249
Forrie J. Smith,18.895,36,8,6570,1987,2005,2005,2023,6,2,10458333.333333334,14531250.0,6563855.6800777465,7468750.0,15935705.625,6945719.375,6.533333333333332,4.25,23.0,12.5,8.04155872120988,7.5,20.4375,21.428,54.76893612388926
Judy Gold,16.969,28,22,5110,1995,2009,2009,2023,10,12,43125.0,12500.0,85943.7497727438,8838.834764831845,0.0,0.0,6.18,6.800000000000001,8.8,9.75,7.372923436466705,8.926785535678562,5.1607,5.435,54.76033354889132
Michael Greyeyes,30.47,30,27,5475,1993,2008,2008,2023,18,9,5740530.303030303,6865530.303030303,6890359.751630319,5636802.101917361,4057345.913510101,3171463.8143939395,6.349999999999999,6.622222222222223,8.722222222222221,3.2222222222222223,5.515690301872725,3.0469576001782417,15.152111111111113,16.230777777777778,54.753182528476486
Richard Ayoade,30.703,20,21,3650,2003,2013,2013,2023,6,15,29927083.333333332,48458333.333333336,17026725.953670274,35115936.45420203,46874766.375,91036679.34666666,6.45,6.886666666666667,11.5,6.266666666666667,13.46291201783626,4.552898954390367,23.80816666666667,25.574600000000007,54.74420028760499
Ashley Williams,22.937,30,41,5475,1993,2008,2008,2023,4,37,2843750.0,3734374.054054054,0.0,6276254.979137944,5287178.75,4351364.991891894,6.3,6.045945945945946,7.5,3.3783783783783785,9.013878188659971,5.020774955534962,17.293,17.871783783783787,54.729742600338845
Mehdi Nebbou,14.339,22,47,4015,2001,2011,2011,2023,23,24,11740045.582047688,7528405.577956989,18321306.83236763,14315438.087907538,18495386.468706176,13746751.494035617,6.1695652173913045,6.354166666666667,8.173913043478262,4.291666666666667,11.400427810100291,3.8349181506548766,12.404260869565215,11.540083333333332,54.72449000359845
Tracie Thoms,19.154,20,46,3650,2002,2012,2012,2022,17,27,22721666.666666668,6804462.962962963,23333104.754832774,13550106.366895568,51022263.01960784,14917532.397839507,6.664705882352941,5.970370370370371,7.529411764705882,8.592592592592593,5.402805883861192,12.77804615928562,11.916647058823528,9.895703703703704,54.71897302736976
Neil Maskell,19.599,24,46,4380,1997,2008,2008,2021,13,32,15158798.076923072,16934459.635416664,16905848.930254184,35061426.638905436,25097152.67692308,29907584.4171875,6.176923076923076,5.921875,12.615384615384617,6.21875,11.262862469457628,5.498490559917331,16.844384615384616,15.9961875,54.718177881425476
David Dencik,27.937,20,60,3650,2003,2013,2013,2023,34,25,14455681.306149732,20350197.874090903,16823049.107143145,47393307.24352038,34965201.616978616,49500156.87090909,6.408823529411765,6.132000000000001,6.0588235294117645,6.8,7.549605273945621,7.520638270785265,21.311117647058825,18.1364,54.673850214855406
Jenna Dewan,17.769,21,22,3650,2002,2012,2012,2023,15,7,8681944.444444444,3946428.571428572,7877540.252648588,1000053.144846316,20059546.11944444,7425666.226190477,5.366666666666665,5.4142857142857155,4.8,1.1428571428571428,4.182503237695499,0.8329931278350429,17.389799999999997,16.62414285714286,54.6685597457797
Kate McKinnon,28.744,37,31,6570,1986,2004,2004,2023,1,29,6500000.0,49832758.620689675,0.0,39618204.13103265,5715174.0,162963364.3193966,5.7,6.210344827586208,37.0,8.517241379310345,0.0,8.688560412702689,0.6,35.858000000000004,54.63993011405084
Birkett Turton,15.289,21,26,3650,1998,2008,2008,2019,17,8,16832352.94117647,23093750.0,15945861.450697616,48459597.78194099,29870092.001470592,45612754.440625004,5.8,6.6625,7.411764705882353,6.5,5.811336016578103,5.678908345800274,13.856235294117647,14.258500000000002,54.62379579724305
Vincent M. Ward,15.126,23,24,4015,2000,2011,2011,2023,5,19,34637500.0,6884868.421052632,28754141.006122928,4303898.895928108,177954362.325,28618391.601973683,6.6,5.189473684210526,41.8,4.2631578947368425,33.228903081504214,3.0923012255933435,15.712,3.8330000000000015,54.61547450210051
Charmaine Sheh,14.252,23,14,4015,2000,2011,2011,2023,6,8,1142857.142857143,3000000.0,0.0,4913538.149119955,6347643.2857142845,15869108.214285713,5.383333333333333,5.15,4.833333333333333,3.25,9.044642367476756,1.920286436967152,11.551833333333336,15.2515,54.60743480415622
Britt Robertson,28.819,20,35,3650,2003,2013,2013,2023,18,17,13727585.891812865,25968237.229102165,7787332.461234172,41978549.79079159,23931231.36915205,45884169.321207434,5.655555555555555,6.305882352941175,6.277777777777778,2.8823529411764706,7.444651738407434,3.0847319063827983,23.202111111111112,24.027058823529412,54.59355998930949
Brian Littrell,19.058,22,14,4015,1998,2009,2009,2020,9,5,2285714.285714286,8228571.428571428,0.0,11885714.285714284,9002951.57142857,32410625.657142855,6.166666666666667,6.94,4.0,11.0,4.109609335312651,12.441864811996632,7.971444444444444,10.691,54.583825104237384
Sullivan Stapleton,23.005,28,24,5110,1994,2007,2007,2022,11,13,9086022.727272728,24191346.153846152,8305440.334677781,32387286.061481822,16309795.090909092,44202339.307692304,5.972727272727273,6.3538461538461535,5.818181818181818,3.1538461538461537,4.932603624091104,3.301425189826914,13.217545454545457,13.784923076923077,54.55928913523075
Lee Dong-wook,26.504,20,8,3650,2001,2011,2011,2021,6,2,0.0,0.0,0.0,0.0,2026081.875,8104327.5,6.266666666666667,7.05,10.0,9.0,15.0,8.0,20.688833333333335,22.84,54.53388939936106
Junko Takeuchi,24.99,24,50,4380,1997,2009,2009,2021,20,30,21267.105882352946,45192.6,10633.552941176473,159967.83558759926,5109621.881617647,6551092.894362747,6.369999999999999,6.886666666666667,2.0,5.0,3.255764119219941,5.767726299562651,13.5457,14.291666666666664,54.527158640376314
Dree Hemingway,21.034,22,25,4015,2001,2012,2012,2023,5,20,4019444.569444445,5602778.152777778,2684307.290670813,10650245.286177669,1793305.7388888889,3882901.541666667,5.44,5.59,10.8,5.05,9.019977827023745,8.089962917096715,10.7518,11.241500000000002,54.52310904357523
Jeffrey Pierce,18.808,20,8,3650,2000,2010,2010,2020,4,4,9456250.0,7231250.0,4557690.10163043,5965712.57793233,7172681.8125,3461139.8125,5.475,5.75,8.5,10.0,6.34428877022476,3.605551275463989,12.996250000000002,11.247,54.51435575451073
Karoline Herfurth,24.858,22,41,4015,2000,2011,2011,2022,24,17,7345416.666666667,2707647.0588235296,12531628.977367183,4539281.530882282,20544373.804166663,14673782.64264706,6.283333333333334,6.023529411764706,3.9583333333333335,1.5294117647058822,6.464513172355328,1.193987242952026,22.539666666666665,28.166588235294117,54.51380886941278
Kris Marshall,19.151,28,26,5110,1993,2007,2007,2021,15,11,8588534.446666667,4293984.863636363,11627726.916438317,3316818.493815296,31003019.675,11617134.227272728,6.466666666666667,5.699999999999999,6.066666666666666,2.8181818181818183,5.755770051773167,2.5519397904760366,15.486533333333332,17.357090909090907,54.5078193767377
Johnny Vegas,18.707,20,33,3650,2001,2011,2011,2021,12,21,3433843.2647058815,7662456.392156864,1574503.9958647413,12528073.349711291,3999742.6706495094,6569354.955532213,6.016666666666667,6.123809523809523,9.583333333333334,4.523809523809524,16.600493633892004,4.934031941709949,13.477250000000003,14.25304761904762,54.504696027036125
Constance Zimmer,33.697,23,15,4015,1997,2008,2008,2020,7,8,2514285.7142857136,5733333.333333333,606540.3172605964,9171937.878357248,4879629.095238096,9303188.175,6.1,5.8375,7.142857142857143,6.25,6.081084758226504,3.8649062084350767,30.270714285714288,23.764125,54.501486868679166
Nora Zehetner,14.192,22,24,4015,2001,2012,2012,2023,16,8,4944042.96875,995703.125,7926936.006985741,1471757.79746679,27960139.40625,6990034.8515625,5.706250000000001,6.5875,7.1875,2.75,9.180269263480238,2.7271780286589284,14.3886875,11.206875,54.50090895909488
Jayam Ravi,21.939,30,33,5475,1993,2008,2008,2023,10,23,263633.4588235294,849511.6879795397,114766.9176470588,1451913.575541403,500000.0,625000.0,5.88,5.839130434782609,1.3,0.782608695652174,2.8301943396169813,1.955071926601488,7.060300000000001,8.692826086956524,54.49642162278757
Yoko Maki,15.2,22,52,4015,2001,2012,2012,2023,28,25,6111428.571428572,1140800.0,15662003.546865923,2613901.176402811,22700930.054597,6017697.371621622,6.217857142857143,6.3839999999999995,8.035714285714286,3.32,9.48864788974226,4.221089906647334,11.580607142857144,12.08912,54.492799349286756
Courtney Ford,20.781,20,11,3650,1998,2008,2008,2018,2,9,12515000.0,6840202.191919191,12485000.0,6629693.304029332,3980678.227272727,1087322.9090909092,6.85,5.9,45.0,6.111111111111111,44.0,9.206814438162931,18.765,16.06988888888889,54.4755816287041
Michael Patrick McGill,16.348,21,24,3650,2001,2011,2011,2022,8,16,3996093.75,7097656.25,1161562.6996737788,8867162.548147712,5051027.421875,10058639.77734375,5.949999999999999,5.83125,11.5,13.375,13.35102992281869,7.865073108369686,5.588,7.565750000000001,54.47498575418017
Ellar Coltrane,14.256,20,19,3650,2002,2012,2012,2022,4,15,1069406.25,2391516.6666666665,530819.4459321244,4267280.450529614,3396363.125,10090422.45,5.6000000000000005,6.2266666666666675,9.0,3.0,6.519202405202649,2.756809750418044,15.10875,11.9278,54.47077121275593
Vincent Zhao Wenzhuo,19.793,29,25,5110,1993,2007,2007,2022,13,12,1858974.3589743588,6400462.962962963,1111829.9778416834,7646977.689896872,1814325.1538461535,594828.5,5.953846153846154,5.658333333333334,1.4615384615384617,0.6666666666666666,2.92510051412793,1.1785113019775793,15.197538461538464,15.192666666666668,54.46841632431335
John Patrick Amedori,15.239,21,19,3650,2000,2010,2010,2021,10,9,31945312.5,12534722.222222222,28122586.398172133,9725179.237811595,57748715.00625,18587891.541666668,6.659999999999999,5.4444444444444455,14.1,4.888888888888889,15.610573339887296,3.314763086705844,13.398700000000002,13.108,54.45379461381006
Stuart Greer,14.759,20,15,3650,1995,2005,2005,2015,8,7,22600000.0,17628571.42857143,15906523.81886124,12566931.01365806,56078186.36666667,34472339.276190475,6.6875,6.6,28.625,13.142857142857142,22.977910588214936,3.757984696561687,6.462625,6.365285714285714,54.44684062825333
Dave Florek,15.782,24,11,4380,1989,2001,2001,2013,8,3,12340909.09090909,25878787.878787875,9320260.300341172,24127340.47321371,50822438.63636364,45118284.45454546,6.6625,6.166666666666667,19.125,7.333333333333333,14.802343564449515,4.0276819911981905,8.45675,10.585,54.445577951399244
Lola Glaudini,19.089,24,14,4380,1998,2010,2010,2022,6,8,12809523.809523812,5125000.0,17974030.14454989,1086647.859901528,31165761.85714285,16103812.160714287,6.133333333333334,5.9375,9.333333333333334,6.125,6.823163163486241,4.567206476611277,20.604,18.73525,54.386875581466796
Brett Butler,15.25,25,11,4380,1993,2005,2005,2018,4,7,4204552.2727272725,3766254.5454545454,3346003.3054153137,4652709.499311374,2070.818181818182,5029.129870129872,6.324999999999999,5.685714285714285,6.5,9.571428571428571,4.387482193696061,9.22507673769311,10.15125,9.784,54.38097323622377
Neil Brown Jr.,16.919,21,14,3650,2000,2010,2010,2021,7,8,32171428.57142857,27400000.0,25037213.12000053,16302453.803032229,77468075.0,89430784.625,6.3,5.6625,15.857142857142858,5.625,10.301575072754256,4.8202048711647105,14.239571428571429,13.39775,54.37741550966824
