name,popularity,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0,Popularity (%)
Travis Fimmel,55.475,17,22,20219696.59090909,11160673.772727272,33122857.867404383,5.759090909090909,2.863636363636364,3.034580314631731,54.83963636363635,51.413982047228494
Cheyenne Jackson,16.671,16,31,3075432.64516129,1919354.838709677,5409216.707640628,6.038709677419356,7.032258064516129,6.864983006194422,13.092612903225808,51.41261336652703
David Lengel,17.742,15,11,35330187.0,39090909.09090909,63561644.44559392,5.218181818181818,14.090909090909092,10.457311886944296,8.756727272727273,51.40594061016806
Louis Cancelmi,18.176,13,20,45015478.35,29700000.0,66607882.416422755,6.375,7.6,6.575712889109438,16.8699,51.40500969765277
Megan Charpentier,16.677,14,21,84759354.04761904,13638095.23809524,22733036.086392317,5.657142857142857,9.523809523809524,8.255555402959747,15.052857142857144,51.403680463499754
Emory Cohen,28.973,15,27,6079066.740740741,7100000.0,13947016.141786717,5.896296296296297,4.518518518518518,6.384996130225169,26.461259259259265,51.403206958319956
Frank Deal,15.367,13,12,103328315.25,33916666.75,62065097.947526924,5.916666666666668,20.083333333333332,20.393864818180543,16.792916666666667,51.393911218295656
Sasha Pieterse,17.075,17,14,35721160.64285714,18442857.14285714,41724688.0376203,5.75,9.285714285714286,11.547594501692124,13.183714285714288,51.39320878574973
Katie McGrath,55.263,11,10,182108094.9,34000000.0,64645185.43557594,5.74,7.7,5.550675634551167,40.9217,51.39118440160268
Matt Bush,14.759,14,19,6150205.368421053,5736842.105263158,13556439.935023917,5.889473684210526,8.526315789473685,13.112342201359,17.35147368421053,51.381538220590876
Jackie Moore,22.225,16,28,778097.7857142857,375005.3571428571,1854650.405271806,4.475,6.785714285714286,9.951156224483746,10.61067857142857,51.378062978975066
Jon Cor,20.328,16,25,5796582.8,1460000.0,4791492.460601394,5.664,5.36,7.488017093997582,7.421320000000001,51.37177374940715
Marshall Allman,15.451,19,16,6266202.0625,5741500.0,14595338.06562904,5.925000000000001,8.6875,10.651987783977225,16.394125000000003,51.366739610310425
Jennie Silfverhjelm,26.122,17,30,2238899.3,349933.4,1326581.1680624397,6.033333333333333,5.133333333333334,4.544104850120527,34.15423333333332,51.350359722525525
Sophia Di Martino,60.797,15,21,4422441.285714285,1238095.238095238,5536930.22999948,6.380952380952382,5.0,7.861903319777204,29.473,51.34930853408922
Ingrid Bolsø Berdal,16.53,16,24,21232634.166666668,6291666.666666667,21938321.051428605,5.916666666666667,3.5,4.795831523312719,16.671833333333336,51.34525958651173
Abbey Lee,14.304,12,20,42556216.15,21100000.0,44270644.90155977,5.794999999999999,2.95,2.6358110706194404,18.57545,51.33998129245012
Regina Cassandra,17.761,18,35,184285.7142857143,536542.8571428572,2997766.324094916,5.7628571428571425,2.0285714285714285,2.772164850650782,12.074142857142856,51.33575359478913
Dillon Casey,18.768,18,20,9962390.25,1900000.0,6564297.372910524,5.74,6.55,8.133111335768128,7.4366,51.33465963808933
Zhou Dongyu,16.121,13,37,37814825.08108108,3378.3783783783783,20270.270270270274,5.748648648648649,3.135135135135135,4.400013281074319,15.999918918918912,51.33178955872982
Eliza Coupe,29.769,16,16,16367538.375,6187500.0,12679800.61948925,5.80625,10.0625,15.789508977482486,17.0098125,51.32481968420347
Ryan Devlin,17.552,17,6,21835948.833333332,16833333.333333332,23807678.499920055,5.166666666666667,13.166666666666666,14.837078178970714,12.012666666666666,51.319615482982286
Alexandra Breckenridge,45.707,18,19,4571535.421052632,1863194.7368421052,5425095.694375372,5.542105263157895,4.947368421052632,6.8014989385895195,24.737842105263155,51.31392210306636
Ed Skrein,17.098,10,22,86854331.72727273,25756159.0,53409136.4087294,6.218181818181819,3.227272727272727,4.044432966007587,22.99977272727273,51.31391172001025
Tiya Sircar,16.55,17,21,27305040.04761905,10857142.857142856,21972462.66685322,5.909523809523809,6.0,5.451081150953975,12.672809523809525,51.31280825422767
Devon Aoki,29.233,14,12,89284261.33333333,24925000.0,37292249.52989562,5.766666666666666,6.666666666666667,8.137703743822469,22.79825,51.30840088425281
Jack Reynor,15.037,13,23,57315221.47826087,26203466.695652176,53203328.87439724,6.334782608695653,4.304347826086956,3.23613809842233,13.988260869565211,51.30623380405537
Jamie Denbo,15.179,19,14,80961528.6,34429599.333333336,38673475.279845305,5.653333333333335,19.266666666666666,13.954529332402757,17.58446666666667,51.30360550185004
Melina Kanakaredes,30.704,18,9,49191064.55555555,29666666.666666668,33826353.95992631,6.177777777777777,7.777777777777778,8.010795185633746,29.764666666666667,51.30357552635961
Michael Urie,16.873,18,18,8293422.555555556,1188888.888888889,4573582.219769057,5.944444444444445,6.611111111111111,10.371643440377277,14.434777777777777,51.30330614870637
Zach McGowan,14.89,18,17,34616310.64705882,15882352.94117647,48876654.30080233,5.047058823529412,2.9411764705882355,2.645097312460837,9.692764705882354,51.29740696819106
Paul Rust,21.952,15,16,23142237.375,6125000.125,17105828.640225247,5.78125,11.6875,13.05621858540979,16.782187500000003,51.292219849688045
Mathew Horne,16.829,18,22,5272351.409090909,3181818.1818181816,14580922.665768584,6.504545454545456,4.5,8.338028980084397,13.093681818181818,51.276610380022355
Betsy Sodaro,14.168,13,26,49144080.038461536,16615385.115384616,43834546.18227413,6.403846153846154,15.76923076923077,15.069857056919162,12.415653846153846,51.26933876083922
Shunya Shiraishi,16.518,13,26,398686.6538461539,0.0,0.0,5.865384615384617,9.807692307692308,11.867924550488796,11.581923076923074,51.26303025197732
Maxi Iglesias,18.932,14,11,2422386.9166666665,1908952.8333333333,3503080.722174432,5.083333333333333,12.333333333333334,17.96447110889219,15.455166666666663,51.262241140752295
Alwara Höfels,19.098,15,36,7037002.189189189,135135.13513513515,810810.810810811,6.102702702702702,4.351351351351352,4.551306413079811,10.84589189189189,51.26036907272887
Teach Grant,16.629,17,29,16344029.103448275,3924137.9310344825,14684302.084372722,5.46896551724138,8.310344827586206,4.243481396666251,8.614551724137932,51.25853677664362
Annaleigh Ashford,25.05,15,20,92691187.75,13000000.0,34815226.553908855,6.635,9.75,10.690533195308827,24.88659999999999,51.256860789480776
Zena Grey,23.982,19,13,27776641.692307692,18153846.153846152,22145831.8837312,5.753846153846154,6.0,5.218310955737424,22.08346153846154,51.25361242515978
Christie Laing,17.949,14,20,24895168.15,9500000.0,23764469.27663229,5.880000000000001,12.85,16.05389360871686,13.2464,51.252828088246716
Brooklyn Decker,20.803,15,17,35481444.64705882,20823529.411764707,51240190.21652443,6.411764705882353,6.764705882352941,7.588919257821241,17.937470588235293,51.25266961916267
Meghan Heffern,21.672,18,25,3452653.64,2260000.0,4978192.44304597,5.72,6.16,6.271714279206285,18.63988,51.248692589831485
Isabela Merced,30.685,7,15,68596398.53333333,28500000.0,53794361.53848592,6.006666666666665,3.4,4.144072071445348,35.57626666666667,51.244951995779765
Natasha Leggero,18.596,14,30,19538418.766666666,2500000.0,8216852.601006462,6.253333333333334,7.433333333333334,7.195754921402541,15.86956666666667,51.242076823833976
Ed Westwick,17.434,17,17,11362695.23529412,9877258.823529411,18859569.871929396,5.288235294117647,5.235294117647059,8.264234862022695,21.75817647058824,51.24079430588787
Sakura Ando,17.482,17,38,322811.94736842107,394736.84210526315,2401090.4724861397,6.3736842105263145,2.8157894736842106,2.5940748595079715,11.461815789473684,51.23787866538394
Dichen Lachman,22.653,16,10,115546796.1,27950000.0,54372074.633951575,5.08,6.1,4.678675026115834,22.4662,51.23395274916338
Joanna Kulig,14.602,16,29,9195205.0,2107371.724137931,9128243.605730465,5.831034482758621,4.379310344827586,4.908920754366647,17.747206896551724,51.224273153882834
Kim Shaw,15.767,14,21,26374778.52380952,6824450.714285715,18271839.615623213,5.895238095238096,6.9523809523809526,11.737105145145826,15.635238095238094,51.22012743129077
Bethany Brown,17.157,12,33,3505905.6666666665,2090909.0909090908,7993799.249811131,6.039393939393939,8.454545454545455,7.12269488109283,13.279727272727271,51.21877420572077
Austin Butler,64.46,14,12,61383548.916666664,23681250.0,33287367.9822767,5.808333333333334,5.833333333333333,5.727613425813194,40.94433333333333,51.21168803136803
Adelaide Clemens,15.816,13,19,41028468.7368421,14715789.47368421,39617756.02930817,5.789473684210527,2.6842105263157894,4.713392247839603,16.076315789473682,51.2082552628815
Danielle Bisutti,23.57,19,14,40240788.64285714,7142857.142857143,20416579.89708064,5.792857142857144,8.928571428571429,10.753499667644986,14.020642857142857,51.20746009351133
Andrea Savage,35.774,16,16,16761292.8125,12395625.0,23023901.431107957,5.85625,9.0,7.0710678118654755,18.9104375,51.20059963137251
Chris Geere,18.427,18,14,49996177.71428572,21392857.14285714,48717911.99322475,5.535714285714285,6.214285714285714,4.228788604461624,16.74642857142857,51.20015200017459
Zach Gilford,30.713,17,18,8776123.444444444,3527777.777777778,7591062.402263714,5.788888888888888,5.166666666666667,9.82768199187038,33.01927777777778,51.199554402199915
Lyndsy Fonseca,37.92,18,23,9870127.652173912,5608695.652173913,11362559.151555153,6.030434782608695,1.434782608695652,1.7402170518425653,22.22752173913044,51.19903826903612
Nazneen Contractor,19.526,16,12,44667502.166666664,19441666.666666668,52001561.80881066,5.541666666666668,6.5,7.365459931328117,18.606416666666664,51.18867945366287
Benjamin Walker,15.819,18,16,20198100.6875,20093755.625,33785264.68570709,6.23125,6.5,7.339959127951599,15.613437499999998,51.185432402874156
Katia Winter,24.247,18,22,25727.545454545456,784090.9090909091,2269029.947097757,5.340909090909091,4.954545454545454,8.704634464296866,17.71590909090909,51.155799600708946
Douglas Booth,14.858,17,20,31075195.45,17275000.15,45589329.04329148,6.445,3.25,4.481908075808784,17.431500000000007,51.15122691321585
Nadine Velazquez,29.588,16,20,18805451.65,7850000.0,13443492.849702416,5.255,4.55,4.488596662655267,21.3294,51.14996195625642
Jeremy Davidson,16.674,18,7,52993905.428571425,32900000.0,50375192.30732524,5.985714285714287,8.0,8.451542547285166,12.24457142857143,51.14974871692549
Megyn Price,25.368,19,8,59610158.5,20585625.0,44189115.701543234,5.75,5.5,5.07444578254611,22.25425,51.14956695471177
Emilie de Ravin,30.505,17,15,23170631.266666666,9598333.333333334,24840230.25031952,5.8933333333333335,3.8,5.443038367186719,22.491933333333332,51.14257077940799
Jack Dylan Grazer,14.846,8,15,119556655.86666666,36603014.86666667,57962224.24141344,6.38,5.6,8.22840608299485,12.255000000000004,51.13473395174507
Taissa Farmiga,35.907,12,22,37888138.36363637,7243516.954545454,13802468.26790544,6.313636363636363,2.363636363636364,3.1701083225750355,38.46059090909092,51.11908141323743
Aisha Hinds,27.208,18,15,79236943.0,30533333.333333332,59657764.69906402,6.633333333333334,11.066666666666666,7.85252967025418,19.755733333333335,51.11305648707664
Denise Gough,18.311,14,23,16352562.08695652,11739130.43478261,41927699.043352515,6.64782608695652,6.391304347826087,6.825394592414055,14.817652173913045,51.10746977723252
Eve Hewson,36.177,15,12,25165555.916666668,16291666.666666666,28453513.501069695,6.241666666666667,4.5,5.766281297335398,44.178083333333326,51.102742348828166
Bijou Phillips,18.775,11,29,3999126.793103448,4534482.75862069,11182106.26825422,5.558620689655172,6.0344827586206895,6.910675193424523,19.43851724137931,51.09957353886941
Zachery Ty Bryan,21.736,19,18,9818184.166666666,5888888.888888889,19779026.17782811,5.166666666666668,4.0,5.0,11.72072222222222,51.09830050289611
Melissa Rauch,22.508,17,15,33458259.533333335,10353333.333333334,27237128.254563767,6.053333333333333,9.4,11.92644121270046,22.595866666666662,51.09112786541929
Rita Ora,21.706,19,13,203754252.3846154,37846153.84615385,54089450.34896596,5.892307692307693,18.46153846153846,26.55506726847319,18.17184615384615,51.09086671720953
Rhys Coiro,14.57,14,28,10838439.107142856,4590357.142857143,8185846.444644935,5.521428571428571,7.428571428571429,7.423074889580902,15.879642857142857,51.086472993457534
Kayvan Novak,18.315,17,21,48724301.76190476,25046083.42857143,49063857.42744264,6.747619047619047,6.571428571428571,4.304719763805532,19.770333333333333,51.085740881142435
Ali Wong,26.033,11,18,81230145.66666667,36833333.333333336,59957623.9244574,6.53888888888889,9.166666666666666,9.65084912786895,21.175222222222224,51.07902817225873
Vincent Lacoste,18.928,14,36,2754544.0833333335,3375117.0833333335,10563700.094435977,5.925000000000001,2.4444444444444446,3.427377070041596,11.495166666666666,51.07691809891113
Nora Arnezeder,21.597,15,19,22384646.47368421,10282025.10526316,26614383.8123712,5.826315789473684,3.1052631578947367,3.1605252202110377,23.41978947368421,51.07680074006373
Bobby Edner,14.545,16,14,65171408.571428575,12357142.857142856,30391744.985527005,5.635714285714286,6.785714285714286,6.815723118837286,8.9775,51.07310413488295
Scott Porter,26.246,14,14,27550774.07142857,15467857.142857144,31370696.10288544,5.9642857142857135,8.714285714285714,10.957245296596946,17.163571428571426,51.0730230726022
Jaime Winstone,20.742,17,23,12692744.173913045,4773885.652173913,19112964.950725447,5.956521739130435,5.217391304347826,4.231933690397852,10.64608695652174,51.06268569455047
Bo Burnham,18.159,14,14,19286754.785714287,10000000.0,20636306.424773376,6.678571428571426,9.357142857142858,16.325296509480278,15.846999999999998,51.051549599734
Kasumi Arimura,18.064,12,38,2421249.736842105,0.0,0.0,6.228947368421052,2.710526315789474,4.04519139314844,21.865710526315784,51.02641381489424
Skylar Astin,21.094,16,21,44638190.333333336,12633333.333333334,35293778.39861856,6.404761904761905,4.857142857142857,4.921146926767166,19.018238095238093,51.021654417747875
Fiona Gubelmann,25.371,17,16,7387500.0,3375000.0,12815396.01416983,5.63125,6.0625,11.21086944665756,15.931625,51.01304008917176
Roberto 'Sanz' Sanchez,17.983,19,25,9454026.44,3170400.0,14877824.97006871,4.568,5.64,3.260429419570373,8.7634,51.00669099754049
Dakota Goyo,14.4,8,11,131488336.36363636,49978077.54545455,63217803.69437184,6.363636363636363,9.909090909090908,13.466824863375422,16.583090909090906,51.00461891049492
Josh Holloway,65.252,15,11,68702832.81818181,22863636.363636363,40775488.9102236,5.636363636363637,4.363636363636363,3.255002507266937,44.79263636363636,51.00303241633483
Jared Padalecki,15.355,19,14,28773862.0,12500000.0,17524472.684139255,6.378571428571428,7.142857142857143,10.676122509447646,26.83142857142857,51.0
Paula Patton,29.23,15,21,99491084.09523807,29457142.85714286,46189501.70793371,6.071428571428571,2.619047619047619,2.869813175870355,35.86209523809523,51.0
Katherine Langford,34.294,5,7,54173458.428571425,8142859.571428572,14267129.383908251,6.357142857142857,2.857142857142857,3.4404555939406554,35.065714285714286,51.0
Rob Riggle,23.749,19,57,68284004.91228071,22024562.807017542,27556659.999949817,5.989473684210527,8.87719298245614,7.011444717954582,30.396912280701756,51.0
Daniel Kaluuya,43.941,17,26,111425447.15384616,22002538.46153846,43269548.800540626,6.711538461538462,4.461538461538462,5.492867887828369,29.729307692307692,51.0
Karen Gillan,73.852,15,50,208837327.0,41230000.0,86447163.63189714,6.919999999999999,4.42,5.440919040015207,58.15696,51.0
Mackenzie Foy,42.011,9,12,226762404.5,49333333.75,59989350.56417192,6.641666666666668,7.0,12.13122692338523,42.959833333333336,50.99576350421567
Kelly Brook,25.003,18,15,18778314.8,9533333.333333334,15649778.131192643,4.713333333333334,4.2,6.220396557562334,20.15793333333333,50.99510486436754
Harvey Guillén,37.845,15,19,36191108.7368421,16868421.05263158,34500893.23987178,5.852631578947368,5.7368421052631575,3.9449115160933705,21.191315789473684,50.99450706586839
Sam Daly,14.263,18,17,2972411.7647058824,3764705.882352941,13594027.2860794,5.870588235294117,9.117647058823527,9.560226141437896,6.891117647058824,50.99362877276517
Halston Sage,18.041,11,16,68069971.8125,25437500.0,50230678.810364485,5.88125,8.0625,9.38395405732573,27.655,50.98394016757222
Tinsel Korey,19.894,13,17,125050452.64705884,14652795.76470588,30526043.59569178,4.6,9.941176470588236,12.182294713980198,6.719823529411764,50.979303320390166
Kate French,15.445,17,11,91614907.0909091,13031818.181818182,28700667.340414297,5.3999999999999995,15.545454545454543,23.807422969102557,9.735363636363637,50.979257694317276
Alice Pol,15.746,15,31,1208972.9032258063,1280645.161290323,5814354.836472581,5.693548387096774,3.967741935483871,3.9389197059005574,15.101096774193543,50.97653933317967
Carla Jiménez,16.479,16,17,34187164.4117647,15117647.05882353,27689204.421985317,5.91764705882353,12.941176470588236,11.684432016880129,15.516,50.973412594761534
Mahima Chaudhry,15.468,19,31,164027.61290322582,0.0,0.0,5.441935483870967,2.774193548387097,3.4892431698038613,9.26122580645161,50.97300196053299
Ruth Wilson,14.3,15,19,25234858.63157895,16157894.736842103,48296521.78594747,6.63157894736842,1.7894736842105263,2.607256016105439,16.147000000000002,50.9657586410447
Kimberly-Sue Murray,18.426,13,21,12271349.714285716,7428571.428571428,21097441.570397265,5.823809523809524,6.523809523809524,7.675682365317278,25.036238095238097,50.96450526120787
Jakob Oftebro,16.38,18,29,2616066.5862068967,3589826.724137931,6991136.428213206,6.134482758620689,4.9655172413793105,5.268532208216354,20.93031034482758,50.961042010574864
Virginia Williams,14.466,19,11,1308554.2727272727,4272727.2727272725,10305258.226140575,5.345454545454547,10.272727272727272,17.792188833054645,5.788636363636363,50.95854667831193
Louisa Krause,14.483,16,34,1182311.3529411764,1008823.5294117648,3890740.716341724,6.149999999999999,3.4705882352941178,3.0315526415823824,13.283176470588238,50.95366933054285
Sung Dong-il,15.238,16,36,5736072.416666667,1783399.4444444445,4939837.601470284,6.3,3.5,3.730504880933232,12.98375,50.95301085864354
Erin Cummings,22.765,14,18,6393682.555555556,6500000.0,13876438.864332432,5.772222222222222,8.833333333333334,13.259168735465868,21.52155555555556,50.94918675734955
Jennette McCurdy,20.572,17,16,3367408.3125,5875000.0,18223868.277618777,5.15,4.8125,8.740843423262998,11.7210625,50.946948032997014
Julia Garner,28.081,13,22,4614387.5,4709095.045454546,14031615.80271745,6.386363636363638,5.136363636363637,10.38922280121199,23.04740909090909,50.94472704309167
Machine Gun Kelly,16.547,11,29,6546284.24137931,3486206.896551724,7009044.606936198,6.272413793103448,8.344827586206897,10.838233289256255,19.245896551724137,50.9430405371664
Nathalie Emmanuel,38.648,11,17,286230616.2941176,67235294.11764705,104576191.98840553,6.205882352941177,7.117647058823529,6.927204282360249,37.73217647058824,50.93668488465452
Tim Kang,20.227,19,10,56268767.8,25500000.0,34598410.36810795,6.0600000000000005,11.1,8.802840450672726,19.1731,50.935301180825576
Kiele Sanchez,37.552,17,11,24602318.181818184,7636363.636363637,15656963.175142508,6.027272727272727,9.181818181818182,15.40258645232961,26.44363636363636,50.93459982435308
Joshua Bitton,14.659,17,7,49644616.85714286,14285714.285714284,34992710.611188255,5.799999999999999,8.571428571428571,10.472510176063574,5.591142857142857,50.93290056831222
Michael Sirow,14.951,16,26,170092.1923076923,2123076.923076923,5731982.318690031,4.699999999999999,8.76923076923077,6.576810615322786,7.460384615384616,50.93264145710089
Matt Nable,20.954,16,19,18752310.842105266,7842105.263157895,18146373.156247,6.063157894736842,7.263157894736843,8.68660254138011,18.78557894736842,50.93245545599076
Archie Panjabi,18.322,16,24,31486431.0,10700006.625,23004689.47702496,6.766666666666667,6.291666666666667,4.970573128143496,21.326458333333335,50.9257360620862
Dove Cameron,31.872,9,25,6118918.48,4380000.0,13137366.554983538,6.132000000000001,5.0,8.885943956609225,26.57948,50.92406809164359
Zhu Zhu,16.16,12,18,24832815.722222224,15944444.444444444,39932543.42877947,5.638888888888889,5.944444444444445,6.77800546065665,12.28572222222222,50.91951599663025
Oliver Cooper,25.475,11,18,46449562.05555555,16111111.111111112,29112595.38200851,5.572222222222223,7.333333333333333,8.103497187428813,12.465277777777777,50.91862316238553
Neel Sethi,20.595,10,3,322183533.3333333,58333333.333333336,82495791.13843054,6.966666666666666,1.0,1.4142135623730951,12.231,50.917755027710825
Kanna Hashimoto,27.58,12,30,3206166.566666667,0.0,0.0,5.996666666666666,3.466666666666667,5.748816303282693,31.730066666666666,50.917418920461664
Brooke Burns,28.765,19,24,5926077.5,1750000.0,7985664.238705089,5.4875,1.2916666666666667,2.009957849198723,18.555125,50.91543360929992
Catherine Walker,16.891,19,15,12426862.666666666,6955302.8,18793557.129921675,6.139999999999999,9.866666666666667,13.89900076344419,13.298066666666664,50.9150824728653
Mirelly Taylor,24.962,19,12,1410848.75,2495833.3333333335,7995583.633412191,5.058333333333334,9.083333333333334,13.06686862088831,14.860999999999995,50.90808139383563
Monica Potter,25.469,13,15,46975560.0,17680000.0,24095233.276867576,6.060000000000001,3.0,3.245509718570156,30.976066666666664,50.9037426761082
Chukwudi Iwuji,15.448,14,16,64377076.9375,20537500.0,60619580.94337176,6.53125,9.9375,9.877175393299442,13.9576875,50.9030364408219
Angela Kinsey,31.042,18,17,6209815.529411765,5588323.705882353,12161930.722549664,5.394117647058823,5.823529411764706,4.2872628607737875,23.70976470588235,50.89929717311814
Ashraf Barhom,14.517,19,16,60190660.625,24543750.0,41843427.93005253,6.8374999999999995,4.125,3.7893765978060294,5.8843125,50.890163054201544
Omid Abtahi,22.295,15,14,71481854.57142857,19964285.714285713,41566841.30311525,6.0857142857142845,8.428571428571429,7.068181072487418,15.714785714285714,50.88842081345808
Bérénice Marlohe,23.943,19,10,114420623.9,23000000.0,59204729.540806115,6.04,11.2,14.260434775980707,19.1279,50.8831344101054
Jake McDorman,23.868,17,15,68614278.4,13386666.666666666,29679844.264341336,5.886666666666667,5.666666666666667,4.867123266251727,20.129599999999996,50.88160846582076
Charlie Hewson,21.3,13,18,15195692.52631579,11632000.0,22311473.338314433,5.594736842105263,10.894736842105264,10.341000342744538,9.758736842105264,50.87797965657553
Rebecca Mader,24.742,14,14,141616782.0,25857142.85714286,51931076.77194723,5.964285714285714,11.142857142857142,15.287049340897036,18.971285714285717,50.87795252251136
James Carpinello,17.795,19,10,29748837.1,27880000.0,36526286.4249844,5.970000000000001,8.2,7.467261881037787,16.009300000000003,50.877719531949964
Adria Arjona,21.709,8,14,37816323.78571428,29285714.285714287,53145929.25068078,6.114285714285715,3.357142857142857,2.635123820813817,32.04485714285715,50.871489665002024
Kaitlyn Leeb,27.583,12,18,11044559.666666666,8125000.0,28645128.779214412,5.516666666666667,4.555555555555555,5.599823630379624,21.990055555555557,50.86893420391682
Isabella Leong,14.321,16,16,25280796.0625,9223554.4375,35062851.5675478,5.5,6.125,6.142831187652807,8.999125,50.86169238011558
Alyshia Ochse,14.674,15,23,10598297.52173913,4152195.652173913,10767732.067879165,5.3,7.434782608695652,6.546330448735794,12.398695652173911,50.8593739135889
Kate Siegel,52.145,16,15,8411046.466666667,1116666.6666666667,2480568.9311571694,5.453333333333333,6.333333333333333,7.630348761506398,36.27373333333333,50.85705694560852
Janet Varney,16.806,17,16,9136585.6875,10468750.0,25366974.562164485,5.5,6.8125,5.222771654016668,14.631625,50.85632199485664
Dylan Arnold,24.79,11,19,82538123.15789473,10157894.736842103,22309457.890261263,6.347368421052632,7.7894736842105265,10.071214568307362,27.792105263157897,50.85390365439331
Riko Narumi,16.597,15,32,493757.75,473387.40625,2160819.356350544,6.0875,3.875,5.3077184363905365,8.01546875,50.849286103566484
Aly Michalka,16.256,16,12,32234944.583333332,10750000.0,21905573.872114528,5.616666666666667,6.0,13.025615788386617,14.666083333333336,50.84335239087889
Eve Harlow,28.497,14,15,78409081.6,19313333.333333332,49901514.56174007,6.2666666666666675,11.066666666666666,14.002222045883368,23.881000000000004,50.843268568435946
Caitlin FitzGerald,17.062,15,20,11465222.25,7557950.0,20259405.737767827,5.985,5.45,6.726626197433599,18.2426,50.83950821080165
Jay Harrington,25.815,18,12,21962109.5,7333333.333333333,14744113.703064317,5.599999999999999,6.583333333333333,9.04118662320138,21.874666666666663,50.834183273950174
Jenna Coleman,53.259,13,25,23540593.96,6401200.0,27550402.43916593,7.755999999999999,3.96,5.772209282415183,37.1054,50.82953246488591
Keir Gilchrist,14.642,19,29,4959057.620689655,1692413.7931034483,4645883.350304581,6.293103448275863,3.6206896551724137,4.5136864137439945,13.499620689655174,50.826236193819526
Maria Christina Thayer,16.985,19,15,40542167.266666666,12666666.666666666,22437072.496701125,6.099999999999999,6.0,5.715476066494082,11.009733333333331,50.823604358156075
Katy Mixon,15.572,16,16,95747385.375,19743750.0,27904703.2046123,6.16875,10.8125,8.247869042971038,19.580375,50.82216159883632
Gerald Webb,14.88,14,35,13888.888888888889,263888.8888888889,695981.6320124874,3.7000000000000006,7.361111111111111,6.570780343382943,6.371444444444445,50.821665828324235
Beau Mirchoff,15.723,17,18,23872083.5,7166666.666666667,15067440.983052757,5.416666666666667,5.722222222222222,6.180664793042139,9.149333333333333,50.8160197993827
Liana Liberato,16.938,16,25,11742253.24,5280000.0,10698672.814886902,5.976000000000002,2.8,2.227105745132009,26.36804,50.815744849668086
Jan Bos,20.045,17,21,10691894.0,6548095.238095238,20184649.42877033,6.190476190476191,15.142857142857142,10.548237109699846,11.78195238095238,50.81361826163858
Sydney Tamiia Poitier,14.449,19,18,4071343.1666666665,8525003.611111112,19517641.79424746,5.8277777777777775,6.444444444444445,4.833014037984788,11.178722222222222,50.8075822162587
Max Adler,19.055,12,20,12046236.5,4785010.0,14777285.924752897,5.365,6.55,9.881674959236417,12.2567,50.807255461193634
Atticus Shaffer,26.176,10,9,88272369.33333333,25000000.0,46009660.821276315,5.388888888888889,21.333333333333332,26.246692913372705,22.52388888888889,50.80374245891178
Beau Knapp,16.394,12,33,20866004.09090909,12918181.818181818,20502881.608934205,6.303030303030303,6.515151515151516,5.093794276230471,31.218424242424245,50.80237580708005
Daisy Head,35.047,13,11,26749907.363636363,18804545.454545453,42993342.26759817,5.9,5.454545454545454,2.349608724240015,26.849818181818183,50.80152813542702
Yara Shahidi,26.481,14,19,37485592.68421053,17898157.263157893,31157889.588456307,6.542105263157895,10.63157894736842,8.803172432444242,21.21994736842105,50.798734607595776
Emma Mackey,40.934,7,7,227695300.85714287,37285714.28571428,53544945.83515606,6.242857142857143,3.4285714285714284,4.2378277069118075,49.10128571428571,50.79865689663774
Avril Lavigne,17.814,19,18,20182671.166666668,7500000.0,19737865.47054502,6.805555555555555,14.055555555555555,21.554768026850997,19.328722222222225,50.79365362457028
Mason Cook,17.48,10,11,101551264.8181818,42909090.90909091,78393476.70618163,5.845454545454547,9.636363636363637,9.956932050976777,14.80781818181818,50.78602351743827
Alex Pettyfer,24.972,18,20,36628056.4,10950000.0,15913751.914617749,5.6899999999999995,1.6,2.7820855486487113,19.679499999999997,50.7781275130874
Katie Parker,50.321,11,16,8985477.625,4960625.0,12493323.451322911,5.89375,6.9375,8.692444636004304,38.4705625,50.7652922442196
Emily Ratajkowski,14.623,19,14,37462336.428571425,9428571.42857143,17819388.660807025,6.1428571428571415,8.071428571428571,11.02895077067809,18.59771428571429,50.763785343216774
Mary Mouser,15.605,14,13,18471637.846153848,19278846.153846152,29337072.64470923,5.053846153846154,14.0,15.551403597301237,17.29515384615385,50.75911559145183
Alison Folland,16.855,18,17,38411638.52941176,14254411.76470588,17950758.289927226,6.470588235294118,10.411764705882351,11.23051946590399,7.896823529411764,50.75396281016903
Nikki Griffin,19.998,17,12,24121848.083333332,14416666.666666666,26452656.87139112,4.425,8.5,5.951190357119041,13.153416666666669,50.749137610195355
Torrey DeVitto,37.436,18,20,4802381.65,1975000.0,8047476.312484554,5.74,1.7,3.0016662039607267,20.254,50.74868823793191
Marie Avgeropoulos,20.041,14,16,17607737.5,10268750.0,22926696.19542903,5.25625,4.875,5.2544623892459255,24.54125,50.74524484752508
Jill Wagner,28.391,18,27,36241.11111111111,222222.22222222225,955813.918560292,6.685185185185186,1.9259259259259256,4.83755314585354,38.21085185185185,50.74356069723128
Andrea Anders,18.367,18,10,47038053.8,30750000.0,34260217.454067625,5.970000000000001,12.3,9.121951545584968,31.867,50.73359160779466
Caitlin Carmichael,19.89,11,24,14408651.5,5766666.666666667,22016843.29982136,5.2875000000000005,4.833333333333333,5.7493961035534475,8.0175,50.725632851969465
