name,popularity,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0,Popularity (%)
Marlene Favela,14.843,10,4,1387398.0,950000.0,1645448.267190433,5.25,2.0,1.0,12.103,48.60540762168026
Robin Harris,19.936,18,8,20268328.125,6500011.25,9483530.658509305,6.9625,10.5,12.658988901172163,9.106125,48.60275564905304
Neslihan Atagül,26.008,17,4,0.0,1250000.0,2165063.5094610965,6.175,1.5,2.598076211353316,30.5655,48.60126328158387
Noah Munck,19.026,9,10,42041575.5,12000000.0,23685438.564654022,5.77,12.2,12.69488085804668,20.7186,48.59942035785701
Yıldız Kültür,14.655,17,11,214213.9090909091,454545.4545454546,1437398.9364401724,6.318181818181818,6.818181818181818,5.523802738532114,12.964545454545457,48.598754402487955
YaYa Gosselin,19.135,6,5,10783744.6,5000000.0,10000000.0,5.6,8.0,8.78635305459552,14.7102,48.59677547755257
Alexandra Park,15.884,5,3,4207717.666666667,4333333.333333333,6128258.770283412,5.533333333333334,2.3333333333333335,2.6246692913372702,15.292666666666667,48.594846915578714
Paul Wesley,26.626,15,16,2857.5625,562500.0,1157516.1985907585,5.7375,6.0,5.689903338370521,23.669312500000004,48.58801069602357
Bensu Soral,19.917,5,3,3277171.6666666665,0.0,0.0,5.533333333333334,1.6666666666666667,1.699673171197595,23.293666666666667,48.58203576733951
Yoshitsugu Matsuoka,16.734,12,29,26549987.13793103,544827.5862068966,2882956.6010221057,7.272413793103447,4.896551724137931,6.4076722740370045,24.80406896551725,48.58050241725954
Karolina Wydra,28.942,11,8,22752679.875,9390710.875,16656575.996131465,6.1625,13.875,16.75139919529112,20.338125,48.57685137547511
Hannah Cheramy,19.678,6,6,504881.1666666667,0.0,0.0,5.716666666666666,5.666666666666667,3.681787005729087,22.8785,48.57646414001542
Amanda Warren,24.667,12,12,31553333.75,12041666.666666666,15053541.019382192,6.55,14.0,10.448285345771652,37.53433333333333,48.56908452026917
Tao Okamoto,14.174,7,8,161134775.125,50000000.0,85000000.0,5.4624999999999995,6.375,5.194648688795037,11.1945,48.56661906307029
Zoe Perry,26.465,8,4,4506136.25,6250000.0,10825317.547305483,5.875,9.75,6.796138609534093,22.27525,48.56520197996504
Moka Kamishiraishi,20.271,7,11,2663432.272727273,0.0,0.0,6.109090909090909,3.0,2.335496832484569,12.705454545454543,48.56469727895766
Camille Claris,15.894,8,13,111804.53846153848,1879867.3076923075,4709043.433378039,6.284615384615384,3.923076923076923,3.384615384615384,6.628076923076923,48.562819968455386
Ella-Rae Smith,16.314,4,9,97787064.22222222,25555555.555555556,62380750.43385866,4.933333333333334,8.444444444444445,13.63093794042811,11.744666666666667,48.55768807749799
Jamie Neumann,15.036,9,6,8323292.833333333,5500000.0,12298373.876248844,6.25,3.8333333333333335,5.013869652163774,15.407166666666669,48.552788847212234
Sibel Taşçıoğlu,15.458,15,3,2071454.0,0.0,0.0,5.533333333333334,5.0,1.632993161855452,18.746333333333332,48.551322284876385
Sophie Thatcher,16.532,7,5,13400201.2,9180000.0,16433185.935782509,6.460000000000001,1.2,1.6,13.6644,48.55055111453848
Erin Cardillo,16.974,7,5,0.0,200000.0,400000.0,5.1,9.4,10.762899237658967,12.4228,48.54767026781482
Julia Chan,17.818,10,3,4367224.0,666666.6666666666,942809.0415820634,5.433333333333333,6.666666666666667,2.8674417556808756,12.61,48.54648828103372
Ahn So-hee,15.58,7,6,17374586.333333332,3650000.0,5352180.24111047,5.95,5.0,4.932882862316247,14.970833333333331,48.54632071459616
Kim Ji-won,20.002,7,4,4650869.0,0.0,0.0,5.7250000000000005,2.25,2.8613807855648994,19.380249999999997,48.543599667594165
Emily Kusche,15.437,10,8,3569924.5,2500000.0,6614378.277661476,6.112500000000001,5.125,3.370367190678191,11.7905,48.54343947625738
Cariba Heine,16.7,6,4,8125000.0,7505000.0,12987496.871991923,6.2,2.25,1.7853571071357126,14.28475,48.542534680565126
William Abadie,15.268,18,7,60921095.14285714,22857142.85714286,26973153.69785601,5.9,16.428571428571427,8.068583569395965,15.701857142857143,48.5386543141359
Nathan Parsons,19.734,12,11,6452504.545454546,2872727.272727273,5357932.251954006,5.300000000000001,6.0,7.286350876186865,16.169999999999998,48.53818338774187
Ryan Ochoa,14.577,10,9,40906488.55555555,40344444.44444445,73035411.6714946,5.844444444444444,6.555555555555555,2.9855619650098673,10.655666666666669,48.537407611453624
Ashton Sanders,18.533,8,12,42775542.416666664,16250000.0,20968726.71384698,6.666666666666667,4.0,8.266397845091497,11.218833333333334,48.536657209890805
Troye Sivan,28.618,14,10,43994738.0,15500000.0,44858109.63471377,6.7299999999999995,3.5,4.05585995813465,18.6001,48.53639822301208
Lee Chung-ah,15.582,15,9,0.0,1111111.111111111,3142696.805273544,6.2444444444444445,2.7777777777777777,1.9876159799998132,16.451,48.53289823219873
Cyrina Fiallo,21.399,12,9,277777.77777777775,44444.444444444445,83147.94192830981,6.177777777777779,7.333333333333333,8.151346173758323,11.424444444444443,48.53270211607438
Alessandra Ambrosio,17.46,13,10,126806912.5,40400000.0,56271129.36488835,6.489999999999999,13.5,19.3920086633644,12.2164,48.53267588175928
Jacob Davich,16.331,6,4,80003140.25,46000000.0,40693979.89875161,5.225,8.5,6.87386354243376,10.921,48.52787826439135
Rina Hidaka,14.16,13,22,1580112.2272727273,0.0,0.0,6.981818181818183,7.454545454545454,5.374411365039074,20.315818181818177,48.52552135894522
Nicole Vicius,15.828,7,11,6149157.636363637,836363.6363636364,2132976.037572739,5.990909090909091,6.454545454545454,6.800583348823652,5.309727272727272,48.5248612190203
Gabriel Bateman,15.066,8,15,35834118.2,11693333.333333334,20760939.8203025,5.913333333333333,5.2,6.068497892120147,17.26966666666667,48.523772260143986
Shira Haas,20.579,7,9,4420134.0,2999905.4444444445,6182412.336115107,6.455555555555556,3.4444444444444446,2.629368792488718,21.396,48.522845972169
Eddie Cahill,24.194,15,5,15571533.0,10600000.0,13016912.076218383,6.3,8.2,11.01635148313633,16.943400000000004,48.51797694937443
Seung Ha,48.238,0,8,0.0,10000.0,26457.513110645905,7.225,0.625,0.8569568250501305,49.1335,48.51530478223619
Mason Vale Cotton,18.572,10,9,16711829.555555556,14666666.666666666,40781259.31247233,5.6000000000000005,9.444444444444445,8.525922708111501,12.864111111111107,48.51113922552789
Gabrielle Walsh,16.935,7,4,22723740.5,1250000.0,2165063.5094610965,5.4,10.5,8.440971508067067,25.86575,48.51099611341781
Lucas Bryant,16.661,19,17,11536151.176470589,1764705.8823529412,7058823.529411766,6.123529411764705,2.4705882352941178,1.913347760857717,11.100411764705884,48.506048543780814
Isaac Keys,17.91,3,3,562052057.0,52333333.333333336,69119863.68299314,5.466666666666668,14.333333333333334,7.71722460186015,12.343666666666666,48.50520926288252
Susan Radder,20.055,10,11,0.0,1272727.2727272727,4024717.022032483,6.454545454545454,6.2727272727272725,5.136162506118376,23.20072727272727,48.50084339548448
Lola Flanery,18.206,3,7,3860040.5714285714,1714285.7142857143,4199125.273342591,5.92857142857143,5.285714285714286,3.953815000885157,19.500428571428575,48.50066693321566
Daisy Edgar-Jones,28.679,3,4,36088491.25,6000000.0,10392304.845413264,6.825,2.75,2.7726341266023544,36.57875,48.49995236895391
Scott MacArthur,41.087,11,13,16648360.384615384,5057692.307692308,12688635.832505437,5.676923076923076,8.461538461538462,5.569358264583985,16.04438461538461,48.498755164082205
Marisa Ramirez,26.823,2,2,9239.5,500000.0,500000.0,4.550000000000001,6.0,6.0,22.2765,48.49813655496846
Ryan Lee,21.444,12,13,34693993.92307692,12034153.076923076,20804685.27759197,5.638461538461538,8.846153846153847,5.775893588490194,24.46415384615384,48.49728279817266
Rob Morgan,14.195,11,22,13263458.681818182,9268181.818181818,18629848.639497276,6.609090909090909,7.0,6.438520439863917,21.686772727272732,48.4935176376884
Alice Callahan,18.617,10,8,38208103.0,21875000.0,44716992.016458355,6.125,12.625,12.82514619799712,11.98425,48.49181764542869
India de Beaufort,15.359,15,4,8369730.25,12125000.0,13685644.851449274,6.25,8.25,3.418698582794336,15.23275,48.49121252754528
Barkhad Abdi,16.965,9,14,37947568.5,18076490.35714286,39950301.24238465,6.614285714285714,4.357142857142857,5.764511413531479,14.983000000000002,48.48170610932565
Emily Piggford,14.39,10,9,5017583.777777778,2111111.111111111,5971123.930019735,6.188888888888887,5.444444444444445,6.668518261388292,6.062444444444445,48.48102590221263
Alicia Agneson,15.5,4,4,1175215.5,0.0,0.0,4.65,2.0,1.5811388300841898,18.4645,48.479770209008535
Julian Hilliard,42.807,4,7,166175766.2857143,35000000.0,68641928.04484943,6.5,9.571428571428571,6.88387645894672,19.587142857142855,48.47533145313287
Miriam A. Hyman,20.373,14,7,2034206.857142857,1571428.5714285714,3110220.151011035,5.857142857142857,14.428571428571429,10.22402133433308,19.317857142857143,48.475160514609286
Garrett Wareing,16.336,9,6,64946989.166666664,27500000.0,61491869.38124422,6.183333333333333,7.0,7.52772652709081,8.079333333333334,48.47357792033302
Maribeth Monroe,14.462,7,5,231547752.0,46600000.0,30630703.550522637,6.1,10.0,4.147288270665544,25.8012,48.47259695047749
Thomas Robinson,15.098,5,2,129492464.5,104500000.0,85500000.0,6.25,6.0,3.0,15.62,48.47180272009712
Bailee Michelle Johnson,18.236,8,10,3610079.1,1800000.0,5400000.0,6.33,4.5,3.293933818400121,12.2532,48.465896573418576
Alexis Fields,17.374,6,4,0.0,150000.0,259807.6211353316,4.625,3.5,1.8027756377319943,8.303,48.46252932139491
Kara Killmer,16.898,5,3,412031.3333333333,0.0,0.0,4.7,1.3333333333333333,0.9428090415820634,15.914666666666667,48.46122246116988
Pej Vahdat,24.423,14,9,1491206.6666666667,2555555.5555555555,6881716.696534232,5.622222222222223,10.11111111111111,8.799551054765926,13.126555555555557,48.4605300455991
Keenan Tracey,15.766,13,22,0.0,172727.27272727274,547043.141212014,5.363636363636363,5.5,3.2438753479021467,12.789090909090907,48.458485118650856
Burcu Özberk,14.218,6,7,0.0,1000000.0,2449489.742783178,5.957142857142857,1.5714285714285714,1.049781318335648,12.794142857142855,48.45325023549535
Tsuyoshi Koyama,14.783,19,13,3194590.4615384615,0.0,0.0,6.700000000000001,14.23076923076923,11.846153846153848,7.05823076923077,48.45169758485719
Constance Labbé,18.806,5,9,1583652.5555555555,480826.6666666667,1359983.1863012947,5.633333333333333,10.333333333333334,8.576453553512406,9.318555555555555,48.4473722126435
Cynthia Addai-Robinson,25.556,13,8,86754216.375,34250000.0,61493393.95414763,6.5375,12.5,17.48570845004571,19.57325,48.445308730188785
Sara Erikson,14.594,8,5,0.0,760000.0,1374918.179383777,5.4799999999999995,10.0,5.176871642217914,12.0118,48.443074470523996
Brina Palencia,22.039,2,7,63442.57142857143,14285.714285714286,34992.71061118825,4.728571428571429,5.142857142857143,4.015276949301485,7.1577142857142855,48.442422851343544
Bridget Graham,16.426,11,5,48974961.8,17600000.0,35200000.0,6.260000000000001,9.6,11.53429668423697,11.537,48.44001427334008
Madeleine Arthur,15.507,9,10,2990702.1,1600000.0,3322649.54516723,6.33,4.3,3.3778691508109073,14.7334,48.434531180818965
Sam Lavagnino,24.788,7,7,242062374.0,37000000.0,43207142.266726494,6.485714285714287,17.285714285714285,13.360007332272216,18.73442857142857,48.43315129643153
Chicha Amatayakul,16.956,3,3,0.0,0.0,0.0,4.433333333333334,5.333333333333333,5.436502143433364,19.306,48.430714531335134
Ryo Hirohashi,20.455,16,21,5489385.523809524,692857.1428571428,2585872.1340927803,7.076190476190478,11.238095238095235,6.646909499586376,12.256999999999996,48.42567649009575
Anna Cathcart,17.791,5,11,0.0,1366545.4545454546,4311286.590580091,6.218181818181819,4.909090909090909,4.601472994488641,9.086727272727272,48.42445719361315
Raylene Harewood,15.089,2,9,4511111.111111111,888888.8888888889,2514157.444218836,5.777777777777778,4.888888888888889,2.469567863432541,8.820333333333334,48.42304938989699
Elli Rhiannon Müller Osborne,19.295,5,6,0.0,114826.66666666669,256760.23229637585,6.083333333333333,1.1666666666666667,1.2133516482134197,18.177000000000003,48.42285398930756
Kara Royster,17.954,5,10,0.0,82137.7,239372.29549722333,6.02,4.2,3.1240998703626617,8.7882,48.4184577978908
Alanna Masterson,17.228,9,5,0.0,2000050.0,3999975.0011718823,6.08,4.0,5.019960159204453,16.157,48.41628166617102
Luvia Petersen,15.001,14,9,7707973.666666667,3336022.222222222,9427142.769893251,6.255555555555556,11.333333333333334,7.6739096221475585,8.386555555555555,48.41592581872266
Elnaaz Norouzi,15.766,5,5,600000.0,0.0,0.0,5.4399999999999995,7.4,4.029888335921977,11.3504,48.413156769202764
Andrea Londo,14.788,5,5,4115685.4,3200000.0,6400000.0,6.039999999999999,2.0,2.5298221281347035,11.3966,48.41048082305537
Melike İpek Yalova,17.379,0,1,0.0,797118.0,0.0,5.5,2.0,0.0,21.989,48.40952730934561
Jimmy Bellinger,17.655,15,11,8547026.727272727,1909090.9090909092,6037075.533048724,6.163636363636365,8.727272727272727,8.708312738056762,11.144818181818184,48.40872762456694
Tommy Snider,14.419,16,7,24262430.0,5714285.714285715,13997084.2444753,5.97142857142857,10.571428571428571,7.961642738910157,4.536428571428571,48.400328808208705
Leila Kenzle,15.704,12,9,16099898.777777778,3111111.111111111,8799551.054765923,6.022222222222222,14.22222222222222,9.840706589104236,9.315111111111111,48.398088449755434
James Lesure,16.437,17,3,107113003.33333331,41000000.0,14899664.42575134,6.099999999999999,15.333333333333334,9.741092797468305,31.030999999999995,48.397216375519
Mozhan Marnò,16.034,14,8,18063659.625,12250000.0,24772716.847370617,6.9,5.75,6.590713163232034,16.01275,48.39136972148232
Billy Wickman,14.728,15,12,67834991.33333333,32250000.0,51775356.106935665,6.608333333333333,17.583333333333332,10.578739160326348,12.099333333333332,48.388282405007594
Alexa Demie,33.687,6,7,1429586.4285714286,1611165.4285714286,2475481.692963952,6.671428571428571,3.857142857142857,2.5872528966106905,30.793000000000003,48.38580083726776
Catherine Davis,14.253,3,3,42509.666666666664,666666.6666666666,942809.0415820634,4.666666666666667,6.333333333333333,2.494438257849294,10.169666666666666,48.38285169030804
Janene Carleton,16.458,8,3,65872.0,4666666.666666667,4109609.335312651,5.0,17.0,7.3484692283495345,23.393999999999995,48.38209379734395
Marco Grazzini,22.781,12,15,79849.4,1453333.3333333333,4976995.970350879,6.086666666666667,5.333333333333333,7.390684827688313,19.207866666666668,48.38151061610277
Nana Mori,15.17,4,11,16996855.363636363,0.0,0.0,6.209090909090909,3.727272727272727,3.047828111680038,11.222181818181818,48.38080086135856
Kim Tae-ri,21.353,7,8,12509030.25,8292584.5,9447617.046138234,6.949999999999999,1.0,1.0,25.90775,48.37559056825073
Sendhil Ramamurthy,22.38,17,9,6713.444444444444,577777.7777777778,1634202.3387422434,5.711111111111111,7.0,6.446359868604572,13.317111111111112,48.37389306384596
Melanie Liburd,14.689,8,4,1075000.0,2500000.0,4330127.018922193,6.0,2.0,1.5811388300841898,10.6775,48.37064555641487
Rachel Shenton,18.599,12,8,0.0,4688000.0,12401770.35749332,6.7375,1.75,2.8613807855648994,17.364125,48.37036632996154
Lennon Parham,17.159,11,10,31170049.4,15400000.0,19016834.647227705,6.359999999999999,14.2,13.673331708109767,11.1461,48.36984916806036
Camila Mendes,18.593,4,6,27333.333333333332,833333.3333333334,1863389.9812498249,6.0,2.1666666666666665,2.266911751455907,11.588333333333331,48.3693865779955
Efrat Dor,14.497,10,6,4358805.833333333,3333333.3333333335,7453559.924999299,6.266666666666667,3.1666666666666665,0.8975274678557507,12.066833333333332,48.36814678875942
Kolton Stewart,15.771,11,12,7699728.416666667,2750000.0,6179603.547154138,5.608333333333333,9.166666666666666,8.444261693928935,8.674666666666667,48.36772476792103
Aaron Staton,18.315,11,8,14242380.75,5625000.0,9822646.02843857,5.5375000000000005,12.75,11.562331079847178,10.733125,48.3643957313895
John Hensley,31.507,19,8,292513.75,1037500.0,1983644.058292717,5.0625,3.875,2.9341736485763756,20.388125,48.361919312295754
Sarah Catherine Hook,17.193,0,1,206431050.0,39000000.0,0.0,6.3,3.0,0.0,14.532,48.36168126814036
Mio Imada,16.056,6,12,2491737.5,0.0,0.0,6.416666666666667,5.5,3.774917217635375,21.59866666666667,48.36041195213315
Heida Reed,14.623,11,7,8484204.714285715,2182235.714285714,5233694.596875839,6.371428571428572,4.0,3.625307868699863,19.00957142857143,48.358786866606096
Jennifer Ferrin,17.315,3,4,72686263.75,25000000.0,43301270.18922193,5.4,9.25,8.78564169540279,11.1265,48.35798776367739
Kaan Urgancıoğlu,18.029,17,9,4273669.444444444,5611111.111111111,15694616.518230734,5.8999999999999995,7.888888888888889,7.355186294860163,22.060333333333332,48.354062211432804
Dan Benson,14.278,11,4,5508877.25,9500000.0,14773286.702694155,4.95,10.5,10.781929326423912,11.323,48.35093723311315
Nichole Galicia,23.541,6,5,86170307.4,21100000.0,39507467.6485345,6.279999999999999,8.8,7.573638491504595,15.2824,48.34814975255223
Toby Hemingway,14.871,11,15,36295784.333333336,5460000.0,10893533.249899533,5.546666666666667,4.2,3.1874754901018454,10.9424,48.34640225504467
Tati Gabrielle,21.617,6,3,208017029.33333337,56666666.666666664,49216076.86744467,5.266666666666667,9.666666666666666,4.784233364802441,15.091666666666669,48.34399463994744
Beren Saat,21.483,5,5,2556780.4,400000.0,800000.0,6.38,2.0,2.6076809620810595,26.4432,48.34034849495816
Park Joo-bin,14.628,1,3,0.0,0.0,0.0,5.2,0.3333333333333333,0.4714045207910317,13.092,48.33852422800277
Mahiro Takasugi,17.733,10,31,1296951.1290322582,0.0,0.0,6.429032258064516,2.774193548387097,2.7085251006043007,14.421741935483867,48.33582440697583
Nicole Maines,14.308,7,4,0.0,375000.0,649519.052838329,5.625,4.5,2.692582403567252,5.6235,48.334878766222666
Jake Short,29.999,15,7,4138929.714285714,7285714.285714285,13781087.306411596,4.814285714285715,3.0,2.449489742783178,12.869142857142858,48.334341401557445
Geethi Sangeetha,18.62,5,22,0.0,127272.72727272728,583236.9066307434,6.677272727272728,11.681818181818182,7.143887174846909,10.57790909090909,48.333696570692155
Katherine Kelly,19.974,18,12,7037.333333333333,0.0,0.0,6.75,5.5,6.922186552431729,10.48625,48.33334181353973
Jessica Sipos,14.384,7,8,0.0,187500.0,496078.3708246107,6.0375,5.25,4.380353866983808,11.1605,48.331407742405204
Luca Marinelli,14.26,12,22,2036477.3636363635,4495454.545454546,14597773.095196506,6.513636363636363,2.636363636363636,3.5744733184250004,10.189727272727271,48.32988875788384
Madeleine Madden,16.191,10,4,30149277.0,12250000.0,21217622.392718747,6.450000000000001,6.5,4.387482193696061,12.39575,48.32854713817767
Yvette Monreal,16.835,2,4,24417577.0,12729000.0,21521671.008543923,6.55,3.25,1.920286436967152,13.5815,48.32679363863082
Noah Schnapp,18.028,8,11,37435805.09090909,13909090.909090908,29339562.323855,5.872727272727272,8.909090909090908,10.396280326544645,28.044999999999995,48.326774096612624
Yara Martinez,22.147,16,4,6349986.25,2500000.0,4330127.018922193,6.375,2.75,3.6996621467371855,15.70275,48.32670410326265
Robbie Daymond,19.517,15,15,1228766.3333333333,200000.0,748331.4773547882,5.8,3.4,4.528428719397785,16.981133333333336,48.32337036327885
Mimi Keene,19.347,10,4,4588580.5,8500000.0,8760707.733967615,6.15,8.75,7.790218225441442,18.4985,48.323362335771904
Murray Bartlett,26.834,17,11,0.0,319636.36363636365,1005729.7009659,5.854545454545454,4.2727272727272725,4.937627496000098,16.652,48.32334294457287
Laysla De Oliveira,14.414,2,5,31441.8,0.0,0.0,5.640000000000001,5.2,5.268775948927796,16.0046,48.32239369847866
Waleed Zuaiter,15.393,12,18,15671545.333333334,6388888.888888889,14379340.46118825,6.116666666666666,5.833333333333333,3.774917217635375,5.976277777777778,48.31889918745431
Jessica Raine,24.347,10,7,64202466.85714286,31000000.0,69242843.87986551,6.857142857142857,7.571428571428571,12.511219454749323,23.43285714285714,48.31823839088125
Jeon Yeo-been,15.82,7,10,2036755.6,3255767.6,7468518.518882298,6.51,4.5,5.2583267300539625,13.0049,48.315006783916694
Déborah Révy,27.684,6,6,41513.833333333336,724000.0,1129991.1504078251,5.866666666666667,10.666666666666666,11.785113019775793,24.521666666666665,48.31099090935362
Zhou Yiran,14.277,5,7,64294999.0,0.0,0.0,6.0,5.714285714285714,6.474439539214091,7.272285714285714,48.30484942974472
Wang Yuwen,18.099,1,3,2485225.6666666665,833333.3333333334,1178511.301977579,6.1000000000000005,2.0,2.160246899469287,20.42,48.297176793405754
Amber Stonebraker,15.005,2,4,0.0,0.0,0.0,4.8500000000000005,2.75,2.0463381929681126,5.6255,48.29560794419465
Eric Lange,19.95,15,15,11887549.466666669,6456666.666666667,9575991.970664045,6.48,9.533333333333331,8.139342042750684,18.940266666666663,48.289619822217375
Sanya Malhotra,18.437,7,12,40628185.833333336,4212500.0,10074888.853812069,7.016666666666667,1.4166666666666667,1.1873172373979173,13.461333333333334,48.2892914507862
Liam McIntyre,29.025,12,15,4085296.8,5666666.666666667,17594190.96052886,6.033333333333334,3.466666666666667,3.667272677193351,18.429066666666664,48.282080501912354
Lio Tipton,26.861,12,24,39771549.833333336,11110208.333333334,26587296.875856537,6.1000000000000005,2.9166666666666665,3.499007795869503,37.31916666666667,48.28189410677929
Mark Ghanimé,20.007,16,10,6566327.6,2501800.0,7499401.920153366,5.77,5.2,6.161168720299744,24.4422,48.280565158712314
Nichole Sakura,30.946,11,6,17121977.5,2000000.0,4472135.954999579,6.666666666666665,5.0,5.0990195135927845,23.427166666666665,48.277278879798764
Graham Wardle,18.745,13,8,2187500.0,1250000.0,3307189.138830738,5.3125,9.25,8.540345426269361,12.29975,48.277078905982904
Stefanie Martini,18.588,6,5,837519.0,2000000.0,4000000.0,6.459999999999999,1.6,0.4898979485566356,20.794,48.275565287139635
Benny Emmanuel,16.538,14,20,1115751.0,350000.0,774919.350642375,6.49,3.45,5.210326285368318,13.829,48.26961889683274
Craig Parkinson,15.095,16,22,1669470.0454545454,2680350.6818181816,8358126.859230883,6.590909090909091,4.863636363636363,3.571292795530067,11.843954545454546,48.26785041743781
Yael Grobglas,14.69,12,4,0.0,125000.0,216506.35094610963,5.95,1.75,1.299038105676658,9.0785,48.26520794388223
Monica Raymund,25.614,11,4,12571264.0,8500000.0,9205976.319760984,6.625,5.0,1.8708286933869709,21.06275,48.26430494153321
Lim Ji-yeon,17.827,7,5,4522087.4,0.0,0.0,6.28,3.0,2.0976176963403033,22.185999999999996,48.26355149429073
Asia Ortega,15.066,2,4,103550.5,0.0,0.0,5.75,4.5,2.692582403567252,12.12225,48.25756154724555
Chris D'Elia,14.178,15,13,257167.92307692303,946153.846153846,2684031.234661597,5.930769230769231,4.230769230769231,5.726508483210693,13.001307692307693,48.25586433151409
Phyllis Smith,17.076,16,9,177117605.7777778,32888888.888888888,55368351.25762419,6.333333333333333,15.22222222222222,17.04750081245393,16.002444444444443,48.25355725154453
Aarti Mann,16.71,14,6,3114347.8333333335,1833333.3333333333,3670452.590924206,6.133333333333334,10.0,5.163977794943222,17.454,48.25208032647387
Kensho Ono,16.59,16,22,3945784.8181818184,1045454.5454545454,4790874.590181105,6.9045454545454525,3.590909090909091,4.696798628360801,13.422045454545453,48.25163955604236
Joss Stone,20.872,18,10,24928810.5,10000000.0,30000000.0,7.1899999999999995,7.5,7.130918594402828,13.044999999999998,48.24784119519735
Asher Angel,25.656,13,10,49991805.5,20500000.0,42216702.85562339,6.9,4.5,5.5,25.086599999999997,48.247550622275455
Becky Armstrong,22.476,0,1,2122023.0,0.0,0.0,6.3,2.0,0.0,24.599,48.24676991424229
Lee Yeon-hee,15.025,15,10,4404135.8,2550000.0,7650000.0,6.699999999999998,1.7,1.1874342087037917,13.7512,48.24640758167506
Sunny Sandler,35.673,13,22,121554645.13636364,39090909.09090909,37211812.75165808,5.881818181818181,31.045454545454547,23.883195447707333,44.90822727272727,48.244929154883
Landon Liboiron,16.376,16,17,5888835.176470588,1147058.8235294118,2827203.491928921,6.100000000000001,4.235294117647059,3.489975758633254,9.099352941176468,48.24412378705519
Kim Go-eun,16.419,10,11,1607301.0909090908,0.0,0.0,6.690909090909091,2.363636363636364,3.226952608963427,25.534909090909093,48.241393718240765
Simrat Kaur,17.519,6,5,0.0,2600000.0,5200000.0,6.359999999999999,2.8,2.2271057451320084,15.5486,48.240435878505544
Saranya Pradeep,15.826,6,12,1116666.6666666667,700000.0,1784656.8297574746,6.324999999999999,7.416666666666667,3.882832585740581,8.168333333333335,48.23838059584991
Havana Rose Liu,16.855,4,6,1935387.3333333333,1883333.3333333333,4211261.357624603,6.3999999999999995,2.6666666666666665,1.7950549357115015,16.988,48.23811643642519
Zoe Boyle,26.545,10,5,3177168.2,2600000.0,3878143.885933063,6.42,6.6,2.0591260281974,23.5096,48.233041225909396
Devrim Lingnau,15.51,2,4,4197.75,0.0,0.0,5.975,5.0,4.743416490252569,21.423500000000004,48.22828949497021
Chiara Aurelia,19.222,7,7,1588870.0,1857142.857142857,2948538.205792899,6.1000000000000005,8.285714285714286,10.766539246523871,12.01842857142857,48.2266095699452
Ha Yoon-kyung,14.776,7,6,83.33333333333333,0.0,0.0,6.316666666666666,2.6666666666666665,2.924988129130708,21.675333333333334,48.223053444242936
Fiona Palomo,18.954,2,4,600000.0,1500000.0,2598076.211353316,6.275,1.75,2.48746859276655,16.2445,48.222970999404495
Patrick Stump,16.479,15,9,3284072.3333333335,2111111.111111111,5971123.930019735,7.411111111111111,9.555555555555555,17.827015149368176,9.823777777777776,48.22212778302796
Milena Radulović,22.557,4,6,923459.3333333334,583333.3333333334,1304372.9868748772,6.25,6.333333333333333,7.717224601860151,25.170333333333335,48.21155571403624
​Christopher Lowell,15.189,16,14,28645912.285714287,4357142.857142857,8640495.545123909,6.0857142857142845,6.857142857142857,4.290473547908916,15.905285714285714,48.21033500247371
Birce Akalay,15.853,8,5,2700000.0,513000.0,775032.9025273701,5.76,10.0,16.087262041752165,17.325200000000002,48.20760540153089
Sophie Wilde,17.764,0,2,45300000.0,2250000.0,2250000.0,6.6,1.0,1.0,23.406,48.206930292758386
Merve Çağıran,14.934,3,3,514777.6666666667,0.0,0.0,5.733333333333334,6.666666666666667,3.858612300930075,13.560000000000002,48.20091326746047
Royce Pierreson,16.725,10,8,85470557.75,31250000.0,57104618.9025021,6.5625,10.375,9.01301142793018,14.030625,48.198242711459564
Adrienne Pickering,14.44,4,5,31510291.6,10000000.0,20000000.0,5.9399999999999995,9.8,6.305553108173779,8.099,48.1952913078229
David Dorfman,16.217,11,10,58891362.3,19150000.0,20290453.42026639,5.930000000000001,5.0,3.0983866769659336,15.0341,48.19383839997011
Paulo Avelino,19.711,13,20,0.0,24675.0,107555.83143186611,6.09,3.6,4.294182110716778,18.518000000000004,48.19357807511928
P.J. Prinsloo,17.531,16,8,10470230.5,10000000.0,18027756.377319947,5.2875000000000005,16.0,6.837397165588672,7.605499999999999,48.19317038633321
Lisa Faulkner,20.262,18,6,835515.0,0.3333333333333333,0.74535599249993,6.250000000000001,6.0,2.581988897471611,11.304333333333332,48.19214931397444
Lee Oakes,19.415,15,11,25891781.0,13118181.818181818,26644693.081765596,6.372727272727274,9.909090909090908,6.052115264397541,8.777090909090909,48.1849425605122
Nishi Munshi,15.847,4,5,0.0,20.2,40.4,5.4399999999999995,12.4,8.309031231136396,15.0086,48.1829102275619
Alexandra Adi,16.316,9,7,44972739.28571428,8428571.42857143,10404080.832018929,5.785714285714286,15.857142857142858,12.551932935136456,10.65557142857143,48.17814326233047
Kevin Janssens,15.465,17,20,428104.7,663694.5,1170149.643111833,6.0600000000000005,2.7,2.4103941586387903,19.2266,48.17755268509152
